timestamp,defer_failsafes_timeout_s,disable_auto_disarm,defer_failsafes,disable_auto_set_home,source_type,source_id
80245687,0,0,0,0,0,0
80751677,0,0,0,0,0,0
81257680,0,0,0,0,0,0
81763679,0,0,0,0,0,0
82272680,0,0,0,0,0,0
82778684,0,0,0,0,0,0
83284684,0,0,0,0,0,0
83790683,0,0,0,0,0,0
84296816,0,0,0,0,0,0
84802701,0,0,0,0,0,0
85308993,0,0,0,0,0,0
85814695,0,0,0,0,0,0
86321079,0,0,0,0,0,0
86826681,0,0,0,0,0,0
87332696,0,0,0,0,0,0
87838693,0,0,0,0,0,0
88344682,0,0,0,0,0,0
88850682,0,0,0,0,0,0
89356730,0,0,0,0,0,0
89863035,0,0,0,0,0,0
90368681,0,0,0,0,0,0
90874784,0,0,0,0,0,0
91380683,0,0,0,0,0,0
91887096,0,0,0,0,0,0
92392738,0,0,0,0,0,0
92899704,0,0,0,0,0,0
93405691,0,0,0,0,0,0
93911961,0,0,0,0,0,0
94417681,0,0,0,0,0,0
94923681,0,0,0,0,0,0
95429682,0,0,0,0,0,0
95935986,0,0,0,0,0,0
96441682,0,0,0,0,0,0
96947681,0,0,0,0,0,0
97453681,0,0,0,0,0,0
97959704,0,0,0,0,0,0
98465691,0,0,0,0,0,0
98971682,0,0,0,0,0,0
99477859,0,0,0,0,0,0
99983699,0,0,0,0,0,0
100489683,0,0,0,0,0,0
100995713,0,0,0,0,0,0
101501956,0,0,0,0,0,0
102007681,0,0,0,0,0,0
102513682,0,0,0,0,0,0
103019681,0,0,0,0,0,0
103525691,0,0,0,0,0,0
104031682,0,0,0,0,0,0
104537681,0,0,0,0,0,0
105043937,0,0,0,0,0,0
105549683,0,0,0,0,0,0
106055683,0,0,0,0,0,0
106561682,0,0,0,0,0,0
107067681,0,0,0,0,0,0
107573682,0,0,0,0,0,0
108080682,0,0,0,0,0,0
108586682,0,0,0,0,0,0
109092805,0,0,0,0,0,0
109599896,0,0,0,0,0,0
110105691,0,0,0,0,0,0
110611683,0,0,0,0,0,0
111118704,0,0,0,0,0,0
111624701,0,0,0,0,0,0
112130981,0,0,0,0,0,0
112636682,0,0,0,0,0,0
113142683,0,0,0,0,0,0
113648826,0,0,0,0,0,0
114154683,0,0,0,0,0,0
114660683,0,0,0,0,0,0
115166682,0,0,0,0,0,0
115672681,0,0,0,0,0,0
116179681,0,0,0,0,0,0
116685692,0,0,0,0,0,0
117191729,0,0,0,0,0,0
117698683,0,0,0,0,0,0
118204694,0,0,0,0,0,0
118710681,0,0,0,0,0,0
119217681,0,0,0,0,0,0
119723682,0,0,0,0,0,0
120229693,0,0,0,0,0,0
120735682,0,0,0,0,0,0
121241738,0,0,0,0,0,0
121747721,0,0,0,0,0,0
122253681,0,0,0,0,0,0
122759681,0,0,0,0,0,0
123265691,0,0,0,0,0,0
123772141,0,0,0,0,0,0
124277682,0,0,0,0,0,0
124783683,0,0,0,0,0,0
125289683,0,0,0,0,0,0
125795808,0,0,0,0,0,0
126301702,0,0,0,0,0,0
126807857,0,0,0,0,0,0
127314681,0,0,0,0,0,0
127820683,0,0,0,0,0,0
128326682,0,0,0,0,0,0
128832683,0,0,0,0,0,0
129338682,0,0,0,0,0,0
129844703,0,0,0,0,0,0
130351681,0,0,0,0,0,0
130857682,0,0,0,0,0,0
131363682,0,0,0,0,0,0
131870681,0,0,0,0,0,0
132376682,0,0,0,0,0,0
132882683,0,0,0,0,0,0
133389707,0,0,0,0,0,0
133895685,0,0,0,0,0,0
134401685,0,0,0,0,0,0
134907681,0,0,0,0,0,0
135413682,0,0,0,0,0,0
135919682,0,0,0,0,0,0
136425703,0,0,0,0,0,0
136933295,0,0,0,0,0,0
137438682,0,0,0,0,0,0
137944699,0,0,0,0,0,0
138450682,0,0,0,0,0,0
138956683,0,0,0,0,0,0
139462682,0,0,0,0,0,0
139968682,0,0,0,0,0,0
140474714,0,0,0,0,0,0
140980682,0,0,0,0,0,0
141486758,0,0,0,0,0,0
141992683,0,0,0,0,0,0
142498701,0,0,0,0,0,0
143004683,0,0,0,0,0,0
143510681,0,0,0,0,0,0
144016683,0,0,0,0,0,0
144522682,0,0,0,0,0,0
145028682,0,0,0,0,0,0
145534682,0,0,0,0,0,0
146040813,0,0,0,0,0,0
146546712,0,0,0,0,0,0
147052681,0,0,0,0,0,0
147558700,0,0,0,0,0,0
148064702,0,0,0,0,0,0
148570682,0,0,0,0,0,0
149076682,0,0,0,0,0,0
149582821,0,0,0,0,0,0
150088694,0,0,0,0,0,0
150594683,0,0,0,0,0,0
151100681,0,0,0,0,0,0
151606990,0,0,0,0,0,0
152112690,0,0,0,0,0,0
152618682,0,0,0,0,0,0
153124685,0,0,0,0,0,0
153630681,0,0,0,0,0,0
154136682,0,0,0,0,0,0
154642682,0,0,0,0,0,0
155148952,0,0,0,0,0,0
155654701,0,0,0,0,0,0
156160788,0,0,0,0,0,0
156668702,0,0,0,0,0,0
157174682,0,0,0,0,0,0
157680889,0,0,0,0,0,0
158186683,0,0,0,0,0,0
158692691,0,0,0,0,0,0
159198729,0,0,0,0,0,0
159704694,0,0,0,0,0,0
160210682,0,0,0,0,0,0
160716682,0,0,0,0,0,0
161222682,0,0,0,0,0,0
161728682,0,0,0,0,0,0
162234683,0,0,0,0,0,0
162740682,0,0,0,0,0,0
163247681,0,0,0,0,0,0
163753682,0,0,0,0,0,0
164259683,0,0,0,0,0,0
164766681,0,0,0,0,0,0
165272681,0,0,0,0,0,0
165778991,0,0,0,0,0,0
166284684,0,0,0,0,0,0
166790812,0,0,0,0,0,0
167296685,0,0,0,0,0,0
