timestamp,voltage_v,current_a,current_average_a,discharged_mah,remaining,scale,time_remaining_s,temperature,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],voltage_cell_v[4],voltage_cell_v[5],voltage_cell_v[6],voltage_cell_v[7],voltage_cell_v[8],voltage_cell_v[9],voltage_cell_v[10],voltage_cell_v[11],voltage_cell_v[12],voltage_cell_v[13],max_cell_voltage_delta,full_charge_capacity_wh,remaining_capacity_wh,nominal_voltage,internal_resistance_estimate,ocv_estimate,ocv_estimate_filtered,volt_based_soc_estimate,voltage_prediction,prediction_error,estimation_covariance_norm,capacity,cycle_count,average_time_to_empty,manufacture_date,state_of_health,max_error,interface_error,faults,over_discharge_count,connected,cell_count,source,priority,id,is_powering_off,is_required,warning
82117914,16.729305,25.503819,15.0,635.69604,1.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,17.239382,17.271204,1.0,16.707033,0.02227211,6.0133185,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
82127915,16.7082,25.531286,15.0,635.76697,1.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,17.218826,17.270685,1.0,16.728756,-0.020555496,6.0133185,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
82327912,16.710037,25.536781,15.0,637.2201,1.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,17.220774,17.273375,1.0,16.752836,-0.042798996,6.0133185,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
82528200,16.826569,26.532982,15.0,638.6809,1.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,17.357227,17.274607,1.0,16.781273,0.045295715,6.0133185,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
82727912,16.71279,25.540443,15.0,640.1174,1.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,17.223598,17.263819,1.0,16.725124,-0.012334824,6.0133185,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
82927912,16.71279,25.518469,15.0,641.5542,1.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,17.22316,17.248964,1.0,16.673517,0.03927231,6.0133185,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
83127911,16.732058,26.13377,15.0,643.0,1.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,17.254732,17.247026,1.0,16.787357,-0.05529976,6.0133185,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
83327912,16.73573,26.430431,15.0,644.43835,1.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,17.264338,17.24287,1.0,16.783407,-0.047677994,6.0133185,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
83528472,16.76968,26.37,15.0,645.89734,1.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,17.29708,17.242853,1.0,16.840439,-0.07075882,6.0133185,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
83727911,16.763256,25.655813,15.0,647.3328,1.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,17.276373,17.24453,1.0,16.72098,0.042276382,6.0133185,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
