timestamp,compression_gains[0],compression_gains[1],compression_gains[2],spectral_damper_hpf[0],spectral_damper_hpf[1],spectral_damper_hpf[2],spectral_damper_out[0],spectral_damper_out[1],spectral_damper_out[2]
1510844,0.99999994,0.99999934,0.99999595,1.6532222e-07,1.0532588e-06,7.1008108e-06,1.2875286e-07,1.9551092e-06,1.1662555e-05
82572314,0.9999997,0.9998565,0.9998196,1.0359484e-05,0.0057875207,0.007261015,7.9182865e-07,0.00041644456,0.0005234693
82673285,0.99902564,0.99804515,0.9999336,2.1361328e-05,5.23102e-05,2.3333452e-05,0.002826882,0.0056714807,0.00019259189
82774278,0.99994254,0.99990237,0.9999875,3.219265e-05,1.2053648e-07,2.7607735e-05,0.00016659213,0.0002831994,3.6329115e-05
82875243,0.9999935,0.9999756,0.99999785,2.7294114e-05,0.0001272352,5.5145997e-06,1.8895676e-05,7.06863e-05,6.187334e-06
82976217,0.9999794,0.9999458,0.9999772,5.9040998e-05,6.493458e-05,7.735412e-05,5.9771406e-05,0.00015719308,6.6287204e-05
83077183,0.999986,0.99998534,0.9999823,2.9464948e-07,4.689666e-05,2.4127494e-05,4.0614934e-05,4.2456533e-05,5.127518e-05
83178164,0.99999785,0.99999493,0.9999983,3.5503695e-06,1.4436596e-05,2.2588895e-06,6.1544556e-06,1.4717117e-05,5.0344624e-06
83279137,0.99999374,0.9999168,0.99999803,3.2149903e-05,0.00033463578,1.2802985e-05,1.8186149e-05,0.00024133206,5.6434124e-06
83380121,0.99998736,0.9999859,0.9999869,2.2046923e-05,1.2617649e-06,4.1120133e-05,3.6654277e-05,4.083112e-05,3.7974016e-05
83481088,0.9999971,0.9999917,0.99999434,4.444954e-07,3.5189078e-05,6.075061e-06,8.40654e-06,2.4060495e-05,1.6381724e-05
83582071,0.99999756,0.9999912,0.99999225,6.0799007e-06,6.682121e-05,3.2644242e-05,7.0916935e-06,2.564288e-05,2.2488606e-05
83683044,0.9999957,0.999938,0.9999876,1.0554566e-06,0.00019865765,2.6119309e-05,1.2418301e-05,0.0001797646,3.5896515e-05
83784024,0.999998,0.999969,0.9999986,5.83612e-06,1.3381188e-05,1.3694357e-06,5.8408586e-06,8.994798e-05,4.0578198e-06
83884998,0.9999973,0.9999854,0.9999992,1.91784e-06,3.7310816e-05,2.060995e-06,7.72696e-06,4.238277e-05,2.2095173e-06
83986000,0.9999893,0.9999901,0.9999994,7.777699e-05,7.787828e-05,1.4028205e-06,3.1092026e-05,2.8625675e-05,1.6583091e-06
84090964,0.99980307,0.999958,0.9999042,0.00028605285,1.6351689e-05,0.00014921959,0.0001904259,4.061572e-05,9.260241e-05
84192853,0.99994004,0.99999785,0.99996173,0.00013031239,2.6965254e-06,7.109482e-05,0.00017386026,6.1698097e-06,0.00011099943
84293825,0.99996984,0.9999991,0.99999404,0.00012580291,2.4456898e-07,3.6241581e-06,8.7403394e-05,2.5876598e-06,1.7296645e-05
84394808,0.9999935,0.99999124,0.9999996,4.043249e-06,3.555585e-05,5.416669e-07,1.8764753e-05,2.5474474e-05,1.1284368e-06
84495794,0.9999992,0.99997383,0.99999946,3.6276077e-08,5.6369998e-05,8.365743e-10,2.2501679e-06,7.581227e-05,1.4960057e-06
84596757,0.9999911,0.999994,0.99998593,1.4588782e-05,1.1078692e-05,5.7064215e-05,2.5801233e-05,1.7454186e-05,4.0815878e-05
84697731,0.99999565,0.9999945,0.9999909,6.956395e-06,6.5541026e-06,9.566173e-06,1.2696803e-05,1.5900758e-05,2.6462021e-05
84798715,0.9999978,0.9999967,0.99999946,1.5773056e-05,1.808881e-05,1.8855589e-07,6.403981e-06,9.465463e-06,1.5891586e-06
84899718,0.999993,0.99999225,0.9999936,3.0398169e-05,7.2148905e-05,3.366424e-05,2.0196585e-05,2.2449738e-05,1.84858e-05
85000671,0.9999561,0.99991614,0.9999548,0.00024494718,0.00020729624,0.00014969053,0.00012736814,0.00024320984,0.00013107185
85101702,0.9999463,0.999982,0.9999638,0.00010572601,2.0948397e-05,6.792115e-05,0.00015576374,5.224305e-05,0.00010486185
85202625,0.9999883,0.99997926,0.99998397,5.770579e-05,0.000103893915,9.415262e-05,3.3835768e-05,6.0096194e-05,4.6595862e-05
85303604,0.99991035,0.99998254,0.99988425,0.00027065878,4.4470867e-06,0.00034486552,0.0002600159,5.0572064e-05,0.00033562025
85404569,0.99997586,0.99993306,0.999981,2.6601838e-05,0.00032816836,3.5400248e-07,6.999362e-05,0.00019417488,5.5072953e-05
85505561,0.99999607,0.99995273,0.9999925,1.4322409e-06,8.97377e-05,2.1123637e-05,1.1426719e-05,0.00013710314,2.1822656e-05
85606525,0.99999845,0.99999076,0.99999756,7.093013e-07,5.429801e-05,3.3631295e-06,4.4991393e-06,2.6860038e-05,7.112055e-06
85707568,0.9999924,0.9999774,0.99999917,2.922749e-05,6.271611e-05,3.7084335e-06,2.2087952e-05,6.5557695e-05,2.3872205e-06
85808475,0.99999845,0.9999907,0.9999992,4.412449e-07,5.4225577e-05,9.272469e-07,4.5056086e-06,2.6980892e-05,2.3022521e-06
85909463,0.9999982,0.9999974,0.99999976,9.873308e-06,1.0804928e-06,9.316153e-07,5.250207e-06,7.5602547e-06,6.986978e-07
86010432,0.9999987,0.99997145,0.9999984,3.2145053e-07,8.806069e-05,9.927415e-06,3.8069927e-06,8.271423e-05,4.6994305e-06
86111418,0.99999404,0.9999905,0.9999904,2.6981008e-05,1.23024865e-05,3.6965048e-05,1.7218257e-05,2.7532555e-05,2.7898024e-05
86212381,0.999981,0.99996173,0.999986,4.1954507e-05,8.358608e-05,3.7754082e-05,5.519485e-05,0.00011093958,4.061701e-05
86313392,0.99998975,0.99998975,0.9999973,3.3368706e-06,3.7335623e-05,3.9917128e-07,2.9665587e-05,2.9789882e-05,7.855728e-06
86414332,0.9999982,0.99999666,0.9999984,3.9610818e-08,5.041116e-06,5.937026e-06,5.2029045e-06,9.627381e-06,4.67713e-06
86515315,0.9999875,0.9999919,0.999984,8.0082595e-05,2.2718352e-05,9.2288494e-05,3.6269477e-05,2.3557854e-05,4.6345875e-05
86616308,0.9999517,0.9999899,0.9999703,0.000121852674,2.405046e-05,7.7554614e-05,0.00014009888,2.9190482e-05,8.603095e-05
86717262,0.99994355,0.9999916,0.999958,0.00021343597,3.175029e-05,0.000163417,0.00016366139,2.4448116e-05,0.00012191267
86818240,0.9999167,0.999993,0.99995387,0.00022236694,1.21866715e-05,0.00010972432,0.00024182067,2.0298026e-05,0.00013390745
86919225,0.9999464,0.9999966,0.99996644,4.8125e-05,1.5914331e-05,7.048014e-05,0.00015543011,9.8289365e-06,9.724701e-05
87020194,0.99999315,0.99998724,0.99999607,1.9635672e-06,6.250366e-05,5.157913e-06,1.9817251e-05,3.7078316e-05,1.1471036e-05
87121165,0.9999941,0.9999816,0.9999992,1.3146121e-05,5.4773504e-05,1.521757e-07,1.7037433e-05,5.339655e-05,2.1960475e-06
87222145,0.9999928,0.9999914,0.99999803,8.001233e-05,8.03655e-08,1.1383773e-05,2.0972107e-05,2.491665e-05,5.6829545e-06
87323119,0.9999752,0.9999801,0.99998456,9.069806e-05,5.179557e-05,5.739825e-05,7.1974915e-05,5.767838e-05,4.473631e-05
87424099,0.9999905,0.9999964,0.9999926,2.962241e-05,2.029654e-06,5.618377e-06,2.7494612e-05,1.0401385e-05,2.136838e-05
87525072,0.9999984,0.9999931,0.99999154,7.891259e-06,2.2708293e-05,4.4381766e-05,4.59845e-06,2.0059288e-05,2.452662e-05
87626052,0.99999934,0.99998724,0.9999934,1.2043077e-07,1.3184867e-05,3.4403574e-06,1.9793504e-06,3.699202e-05,1.9191799e-05
87727026,0.99999565,0.999996,0.9999977,1.4906732e-05,1.9271968e-06,1.1636097e-05,1.2570255e-05,1.1666347e-05,6.7080678e-06
87828006,0.99999905,0.99998486,0.9999984,1.8847451e-06,9.420871e-05,1.8473867e-06,2.689897e-06,4.3941407e-05,4.6869545e-06
87928978,0.99998325,0.99998194,0.99999785,1.6576181e-05,4.220333e-05,2.0213876e-05,4.8520666e-05,5.2330237e-05,6.1651663e-06
88029975,0.9999686,0.99997956,0.9999754,5.2132582e-05,2.3144965e-05,6.890701e-05,9.109253e-05,5.9376187e-05,7.147446e-05
88130931,0.9999885,0.9999907,0.99998766,2.9421446e-05,4.763065e-05,9.334388e-06,3.3312845e-05,2.6926336e-05,3.576021e-05
88231911,0.9999955,0.9999839,0.99999386,4.272973e-06,3.6849946e-05,2.6609636e-05,1.3014945e-05,4.662668e-05,1.781837e-05
88332886,0.99999106,0.9999984,0.9999848,5.22939e-06,2.8013915e-07,4.9208717e-05,2.5858653e-05,4.7134945e-06,4.4117423e-05
88433866,0.9999922,0.9999957,0.9999961,9.221705e-06,5.264036e-06,2.5359477e-06,2.2557888e-05,1.2360756e-05,1.1166694e-05
88534842,0.9999935,0.99999464,0.9999987,6.432836e-06,1.19739525e-05,3.7173027e-06,1.886527e-05,1.5547917e-05,3.7864029e-06
88635816,0.99999356,0.99998677,0.99999976,1.23554655e-05,3.979473e-05,4.3294946e-07,1.8718265e-05,3.845031e-05,6.8949294e-07
88736791,0.99999285,0.999985,0.99999744,3.101546e-05,4.687364e-05,1.7356511e-05,2.0676578e-05,4.3545235e-05,7.397884e-06
88837768,0.9999796,0.9999902,0.99998057,1.6755044e-05,3.630073e-06,5.9613034e-05,5.9119127e-05,2.8411618e-05,5.6375815e-05
88938745,0.999966,0.99999726,0.9999706,0.00013658134,1.1264981e-05,0.00010243,9.848121e-05,8.037106e-06,8.522304e-05
89039728,0.9999646,0.9999975,0.9999761,7.035421e-05,2.1115773e-05,4.5978413e-05,0.00010260263,7.299266e-06,6.928147e-05
89140700,0.9999923,0.999999,0.9999958,1.4618657e-06,8.289717e-07,1.1025894e-07,2.2322796e-05,2.9870687e-06,1.2126185e-05
89241687,0.99999857,0.9999945,0.99999547,2.8330091e-06,6.664434e-05,1.55681e-05,4.2302527e-06,1.5863885e-05,1.3131882e-05
89342650,0.9999937,0.9999756,0.9999946,2.8512055e-05,0.000101813945,1.8953655e-05,1.8267447e-05,7.069766e-05,1.5748215e-05
89443628,0.9999893,0.9999225,0.9999846,2.4144021e-05,0.00040089866,4.382531e-05,3.1174448e-05,0.00022472223,4.461028e-05
89544603,0.9999926,0.99980104,0.99998343,1.4098512e-05,0.0006212678,5.0563463e-05,2.1417924e-05,0.000577003,4.8077658e-05
89645581,0.99997383,0.99979377,0.9999206,2.7787848e-05,0.00052759174,0.0003188853,7.582509e-05,0.0005980151,0.0002302631
89746561,0.9999422,0.99979395,0.9997768,0.00022593205,0.00089809246,0.00069899135,0.00016762629,0.0005974912,0.0006473644
89847553,0.99990916,0.9999426,0.99990755,0.00026027524,1.9578956e-06,1.4625688e-07,0.00026339045,0.00016639013,0.00026817012
89948511,0.9998194,0.9999806,0.9999633,0.0007161907,3.5581226e-05,0.00014762458,0.0005240267,5.622084e-05,0.00010651253
90049487,0.9997987,0.9999823,0.9999321,0.00034411816,9.017903e-05,0.00022982332,0.00058367016,5.1358245e-05,0.00019681799
