timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]
82577442,0.0,0.96891993,-0.04317425,0.14357942,-0.19676155,0.014423043,0.0,0.0
82582614,0.0,0.9689302,-0.04318177,0.14357716,-0.19671078,0.014423043,0.0,0.0
82626680,0.0,0.9689979,-0.04228473,0.14338511,-0.19671248,0.014423043,0.0,0.0
82675946,0.0,0.9688886,-0.04220515,0.14340855,-0.1972502,0.014423043,0.0,0.0
82725524,0.0,0.9686122,-0.04200484,0.14346735,-0.19860308,0.014423043,0.0,0.0
82779688,0.0,0.96806157,-0.04152266,0.14417301,-0.2008657,0.014423043,0.0,0.0
82828898,0.0,0.9675898,-0.041274775,0.14367908,-0.2035258,0.014423043,0.0,0.0
82878186,0.0,0.96707076,-0.0409104,0.14378327,-0.20597813,0.014423043,0.0,0.0
82927419,0.0,0.96661276,-0.04144094,0.14465258,-0.2074079,0.014423043,0.0,0.0
82976689,0.0,0.96652085,-0.040435378,0.14448172,-0.20815271,0.014423043,0.0,0.0
83030593,0.0,0.96659374,-0.040485993,0.14446755,-0.2078141,0.014423043,0.0,0.0
83075214,0.0,0.96671206,-0.04151027,0.1446327,-0.20694457,0.014423043,0.0,0.0
83129170,0.0,0.96698743,-0.0408523,0.14379978,-0.20636886,0.014423043,0.0,0.0
83178340,0.0,0.9670941,-0.040926743,0.14377862,-0.20586821,0.014423043,0.0,0.0
83227588,0.0,0.96718043,-0.040987074,0.14376143,-0.20546237,0.014423043,0.0,0.0
83282115,0.0,0.9671914,-0.040904142,0.14434971,-0.20501438,0.014423043,0.0,0.0
83331337,0.0,0.96734345,-0.04110136,0.1437288,-0.20469332,0.014423043,0.0,0.0
83375427,0.0,0.9674756,-0.041194238,0.1437022,-0.20406812,0.014423043,0.0,0.0
83424620,0.0,0.9676557,-0.04123272,0.14425619,-0.20281152,0.014423043,0.0,0.0
83479068,0.0,0.9680615,-0.04255402,0.14376447,-0.20094249,0.014423043,0.0,0.0
83528418,0.0,0.96836245,-0.04173939,0.14411041,-0.19940989,0.014423043,0.0,0.0
83577590,0.0,0.96862614,-0.042014904,0.1434644,-0.19853514,0.014423043,0.0,0.0
83626846,0.0,0.96860576,-0.042000182,0.14346872,-0.19863452,0.014423043,0.0,0.0
83680758,0.0,0.96827036,-0.042703833,0.14372003,-0.19993342,0.014423043,0.0,0.0
83730052,0.0,0.9677804,-0.04235356,0.14382365,-0.20229186,0.014423043,0.0,0.0
83774652,0.0,0.96722025,-0.041957747,0.14393963,-0.2049534,0.014423043,0.0,0.0
83828549,0.0,0.9664498,-0.041421108,0.14409496,-0.20855601,0.014423043,0.0,0.0
83877788,0.0,0.96575487,-0.04000444,0.14403795,-0.21206197,0.014423043,0.0,0.0
83927172,0.0,0.9650952,-0.039559312,0.14416084,-0.2150442,0.014423043,0.0,0.0
83976351,0.0,0.96452284,-0.040115353,0.14446393,-0.21729387,0.014423043,0.0,0.0
