timestamp,course_setpoint,lateral_acceleration_ff,bearing_feas,bearing_feas_on_track,signed_track_error,track_error_bound,adapted_period,wind_est_valid
82119537,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
82139237,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
82218047,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
82326692,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
82424935,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
82523434,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
82621946,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
82720560,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
82818988,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
82917485,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
83025879,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
83124582,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
83222854,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
83321449,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
83419914,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
83518467,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
83626753,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
83725290,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
83823774,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
83922619,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
84020831,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
84119382,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
84217852,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
84326330,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
84424753,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
84523317,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
84621730,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
84720515,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
84818758,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
84927186,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
85025637,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
85124269,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
85222670,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
85321243,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
85419693,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
85518496,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
85626625,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
85725114,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
85823591,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
85922213,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
86020656,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
86119201,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
86217649,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
86326356,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
86424548,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
86523079,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
86621562,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
86720155,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
86818611,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
86926985,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
87025456,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
87124278,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
87222514,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
87321038,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
87419560,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
87518167,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
87626438,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
