timestamp,imbalanced_prop_metric,motor_failure_mask,motor_stop_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
82028188,0.01703393,0,0,0,0,0,0,0,0,0,0
82536688,0.018502923,0,0,0,0,0,0,0,0,0,0
82569962,0.018502923,0,0,0,0,0,0,0,0,0,0
83075700,0.019622274,0,0,0,0,0,0,0,0,0,0
83581692,0.019547762,0,0,0,0,0,0,0,0,0,0
84087697,0.02033363,0,0,0,0,0,0,0,0,0,0
84593756,0.020234821,0,0,0,0,0,0,0,0,0,0
85099862,0.019176409,0,0,0,0,0,0,0,0,0,0
85605699,0.0194998,0,0,0,0,0,0,0,0,0,0
86111693,0.01864574,0,0,0,0,0,0,0,0,0,0
86617693,0.01848314,0,0,0,0,0,0,0,0,0,0
87124451,0.020772625,0,0,0,0,0,0,0,0,0,0
87629830,0.020552717,0,0,0,0,0,0,0,0,0,0
88135722,0.020544812,0,0,0,0,0,0,0,0,0,0
88641690,0.019864911,0,0,0,0,0,0,0,0,0,0
89147717,0.018095298,0,0,0,0,0,0,0,0,0,0
89653710,0.019382507,0,0,0,0,0,0,0,0,0,0
90159890,0.017453304,0,0,0,0,0,0,0,0,0,0
90665726,0.015672388,0,0,0,0,0,0,0,0,0,0
91171691,0.01606847,0,0,0,0,0,0,0,0,0,0
91677692,0.016608156,0,0,0,0,0,0,0,0,0,0
92183690,0.01886254,0,0,0,0,0,0,0,0,0,0
92690809,0.019815356,0,0,0,0,0,0,0,0,0,0
93196694,0.019991264,0,0,0,0,0,0,0,0,0,0
93702692,0.019281637,0,0,0,0,0,0,0,0,0,0
94208691,0.026476644,0,0,0,0,0,0,0,0,0,0
94472693,0.023038913,0,0,0,0,0,0,0,0,0,0
94978690,0.025531473,0,0,0,0,0,0,0,0,0,0
95484690,0.02336414,0,0,0,0,0,0,0,0,0,0
95990871,0.022014767,0,0,0,0,0,0,0,0,0,0
96496689,0.02056707,0,0,0,0,0,0,0,0,0,0
97002693,0.014878587,0,0,0,0,0,0,0,0,0,0
97508691,0.015722034,0,0,0,0,0,0,0,0,0,0
98014691,0.023007665,0,0,0,0,0,0,0,0,0,0
98520828,0.035977524,0,0,0,0,0,0,0,0,0,0
99026696,0.03283968,0,0,0,0,0,0,0,0,0,0
99532861,0.028741285,0,0,0,0,0,0,0,0,0,0
100038710,0.025948746,0,0,0,0,0,0,0,0,0,0
100544705,0.024976462,0,0,0,0,0,0,0,0,0,0
101050912,0.023382952,0,0,0,0,0,0,0,0,0,0
101556689,0.027239244,0,0,0,0,0,0,0,0,0,0
102062690,0.03337522,0,0,0,0,0,0,0,0,0,0
102568692,0.032240663,0,0,0,0,0,0,0,0,0,0
103074691,0.0362665,0,0,0,0,0,0,0,0,0,0
103580844,0.037578885,0,0,0,0,0,0,0,0,0,0
104086690,0.030772593,0,0,0,0,0,0,0,0,0,0
104592721,0.02982729,0,0,0,0,0,0,0,0,0,0
105098727,0.030969167,0,0,0,0,0,0,0,0,0,0
105604721,0.028528605,0,0,0,0,0,0,0,0,0,0
106110944,0.027768802,0,0,0,0,0,0,0,0,0,0
106616691,0.02361962,0,0,0,0,0,0,0,0,0,0
107122689,0.023583159,0,0,0,0,0,0,0,0,0,0
107628692,0.019807758,0,0,0,0,0,0,0,0,0,0
108135715,0.022145987,0,0,0,0,0,0,0,0,0,0
108641860,0.020890456,0,0,0,0,0,0,0,0,0,0
109147690,0.01934581,0,0,0,0,0,0,0,0,0,0
109654692,0.019672643,0,0,0,0,0,0,0,0,0,0
110160749,0.01955739,0,0,0,0,0,0,0,0,0,0
110666691,0.019562636,0,0,0,0,0,0,0,0,0,0
111173863,0.020293597,0,0,0,0,0,0,0,0,0,0
111679709,0.01717932,0,0,0,0,0,0,0,0,0,0
112186322,0.017215854,0,0,0,0,0,0,0,0,0,0
112691712,0.01519888,0,0,0,0,0,0,0,0,0,0
113197703,0.01420644,0,0,0,0,0,0,0,0,0,0
113703831,0.012518102,0,0,0,0,0,0,0,0,0,0
114209690,0.011696215,0,0,0,0,0,0,0,0,0,0
114715701,0.010705043,0,0,0,0,0,0,0,0,0,0
115221690,0.010451303,0,0,0,0,0,0,0,0,0,0
115727690,0.0107164765,0,0,0,0,0,0,0,0,0,0
116235146,0.008567263,0,0,0,0,0,0,0,0,0,0
116740690,0.007827666,0,0,0,0,0,0,0,0,0,0
117246692,0.010118413,0,0,0,0,0,0,0,0,0,0
117753829,0.010734971,0,0,0,0,0,0,0,0,0,0
118259691,0.011418621,0,0,0,0,0,0,0,0,0,0
118765700,0.010778039,0,0,0,0,0,0,0,0,0,0
119273139,0.00924077,0,0,0,0,0,0,0,0,0,0
119778783,0.009821479,0,0,0,0,0,0,0,0,0,0
120284833,0.008649377,0,0,0,0,0,0,0,0,0,0
120790709,0.013174467,0,0,0,0,0,0,0,0,0,0
121296745,0.013137344,0,0,0,0,0,0,0,0,0,0
121802710,0.0058263303,0,0,0,0,0,0,0,0,0,0
122308690,0.0060115373,0,0,0,0,0,0,0,0,0,0
122814835,0.008153043,0,0,0,0,0,0,0,0,0,0
123320691,0.0103799915,0,0,0,0,0,0,0,0,0,0
123826690,0.009735845,0,0,0,0,0,0,0,0,0,0
124333087,0.009561968,0,0,0,0,0,0,0,0,0,0
124838958,0.010620288,0,0,0,0,0,0,0,0,0,0
125345159,0.010092878,0,0,0,0,0,0,0,0,0,0
125850689,0.010870946,0,0,0,0,0,0,0,0,0,0
126356715,0.017034257,0,0,0,0,0,0,0,0,0,0
126862709,0.014940149,0,0,0,0,0,0,0,0,0,0
127369712,0.014723449,0,0,0,0,0,0,0,0,0,0
127875844,0.013451085,0,0,0,0,0,0,0,0,0,0
128382060,0.021100823,0,0,0,0,0,0,0,0,0,0
128887691,0.020923391,0,0,0,0,0,0,0,0,0,0
129393869,0.02149541,0,0,0,0,0,0,0,0,0,0
129899693,0.018381184,0,0,0,0,0,0,0,0,0,0
130406828,0.018124541,0,0,0,0,0,0,0,0,0,0
130912690,0.020955881,0,0,0,0,0,0,0,0,0,0
131418691,0.01867141,0,0,0,0,0,0,0,0,0,0
131925724,0.018020356,0,0,0,0,0,0,0,0,0,0
132431691,0.01568211,0,0,0,0,0,0,0,0,0,0
132937704,0.015781503,0,0,0,0,0,0,0,0,0,0
133444710,0.015997421,0,0,0,0,0,0,0,0,0,0
133950705,0.014916362,0,0,0,0,0,0,0,0,0,0
134456690,0.014349964,0,0,0,0,0,0,0,0,0,0
134962995,0.01610316,0,0,0,0,0,0,0,0,0,0
135468690,0.015501349,0,0,0,0,0,0,0,0,0,0
135974727,0.014556814,0,0,0,0,0,0,0,0,0,0
136481692,0.0141719775,0,0,0,0,0,0,0,0,0,0
136987832,0.012881476,0,0,0,0,0,0,0,0,0,0
