timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2],xyz_derivative[0],xyz_derivative[1],xyz_derivative[2]
558150603,558150517,0.32344145,0.09701517,-0.29993188,-2.249482,0.7984871,0.31712353
558153095,558153010,0.31636548,0.09856264,-0.3001808,-2.4437642,0.7175903,0.15561135
558173050,558172970,0.25786123,0.10235145,-0.29287702,-2.9532926,0.19208458,0.27769268
558190515,558190435,0.20015997,0.0880904,-0.27558857,-2.925089,-0.6331341,1.1910491
558212970,558212889,0.131727,0.08538848,-0.25782073,-3.6129515,-0.41441253,0.8002925
558232931,558232850,0.06967821,0.07089559,-0.23365921,-3.1989446,-0.47277474,1.5311669
558250397,558250315,0.032848686,0.05307009,-0.21361992,-1.9505537,-1.1230301,1.3223182
558272851,558272769,0.005500626,0.03862927,-0.17975672,-0.8457807,-0.54300517,1.5222244
558292917,558292729,-0.014219744,0.028383166,-0.15060118,-0.96255434,-0.74073917,1.2361308
558315270,558315184,-0.043507095,0.028846866,-0.11343626,-1.5328903,-0.07591306,1.6634701
558332731,558332649,-0.058697075,0.01947502,-0.08606874,-0.7844265,-0.1482473,1.567473
558352694,558352609,-0.08696994,0.0096567385,-0.05290411,-1.2564389,-0.6400009,1.6138593
558372656,558372571,-0.09339676,0.017018214,-0.021793287,-0.18667112,-0.18468043,1.8296196
558390117,558390034,-0.10606077,0.011564524,0.0070922496,-0.8569053,-0.25241438,1.7623094
558412573,558412489,-0.124709964,0.004490118,0.037758533,-0.31141862,-0.22945622,1.5153039
558432530,558432449,-0.11508149,-0.00021406205,0.062430225,0.853262,-0.4080463,1.2379569
558454985,558454904,-0.08593274,-0.0044662007,0.089996986,1.5057056,0.18536603,1.0861335
558472453,558472369,-0.08251462,-0.0116423005,0.10839333,0.482183,-0.46396345,0.98258543
558492490,558492329,-0.07812166,-0.020572174,0.12787275,-0.06862111,-0.3446147,0.813594
558514874,558514784,-0.07622076,-0.021107737,0.14836857,0.3323344,-0.00611065,0.90094626
558529836,558529754,-0.07067246,-0.027350832,0.15327543,0.8538541,-0.19142778,0.13964938
558552291,558552209,-0.049637113,-0.020130279,0.15989104,0.9306579,0.23375867,0.19027323
558572252,558572169,-0.042566117,-0.013278395,0.15759951,0.45967707,0.4755933,-0.20118876
558594708,558594624,-0.037051547,0.007269442,0.14793725,0.14861831,1.1770205,-0.51297224
558612174,558612089,-0.024006147,0.021416869,0.13600291,0.71344274,0.7570555,-0.5700956
558632130,558632049,-0.0048927455,0.03904285,0.12479391,1.1527126,0.75255316,-0.3212632
558654588,558654504,-0.022920946,0.06378186,0.10323387,-0.9835725,1.0294079,-1.0258157
558672050,558671969,-0.03215878,0.074798025,0.089665405,-0.322746,0.85532904,-0.799456
558692078,558691929,-0.017632147,0.08280271,0.069746405,1.0988371,0.21112694,-1.1334437
558711976,558711889,-0.022703657,0.0857504,0.061409935,-1.0425771,0.08211048,-0.46488267
558734427,558734344,-0.04075784,0.10431173,0.048288573,-0.9981965,0.8159457,-0.52347827
558751890,558751809,-0.034093298,0.11569668,0.041916814,-0.20352818,0.83694226,-0.3534544
558771852,558771769,-0.045282006,0.11574917,0.029693099,-0.6107066,-0.23701142,-0.3740865
558794307,558794224,-0.04577388,0.11759934,0.02039554,0.12631756,0.06933381,-0.579286
558811771,558811689,-0.048457235,0.12346737,0.025542414,-0.61004406,0.39410967,0.30243912
558831732,558831649,-0.06721541,0.114229865,0.020127907,-1.3943503,-0.57303214,-0.23891513
558854188,558854104,-0.08389329,0.09914314,0.019567382,0.28447133,-0.81090236,-0.08323786
558874150,558874064,-0.08426568,0.099418476,0.021609768,-0.14440116,-0.04854474,-0.10811921
558891657,558891529,-0.09872407,0.08724158,0.015624895,-0.99862224,-0.527509,-0.6737704
558911572,558911489,-0.11757729,0.0773655,0.014798315,-0.43351942,-0.481473,-0.17144777
558934029,558933944,-0.10464408,0.059071027,0.016266555,0.62069076,-0.6344682,0.031997204
558951490,558951409,-0.08825051,0.04614363,0.012395479,0.6666486,-1.0057932,-0.034515724
558971451,558971369,-0.08012091,0.026673751,0.013778162,0.38801464,-0.71857566,0.0999131
558993909,558993824,-0.08807462,0.007298641,0.02657957,-0.78128535,-0.87158525,0.24276714
559013869,559013784,-0.09472822,-0.011372664,0.036849666,-0.49395242,-0.8647279,0.6174391
559031332,559031249,-0.09275056,-0.010991525,0.046423797,0.11162066,0.10127047,0.6412608
559053788,559053704,-0.10739148,-0.011101679,0.061203994,-1.0732435,0.17911233,0.68002766
559073750,559073664,-0.12958577,0.0023135485,0.0682798,-1.1461935,0.8976094,0.27540925
559091243,559091129,-0.10313952,0.018371249,0.08316319,1.5041573,1.1208019,0.6242027
559111172,559111089,-0.09687457,0.04348099,0.09634516,0.3751759,1.3416765,0.81132144
559133624,559133544,-0.09951391,0.07264806,0.10724528,-0.27255347,1.347811,0.6239723
559153583,559153504,-0.08191826,0.09553665,0.117223576,1.182721,1.3762323,0.49923903
559171049,559170969,-0.06664357,0.11329481,0.12439368,1.2508863,1.2987686,0.66444033
559193504,559193424,-0.063146435,0.12346666,0.13002613,-0.1994471,0.6041617,0.15348671
559213464,559213384,-0.067673415,0.11858674,0.13647163,0.633156,-0.38423777,0.558438
559230930,559230849,-0.03848827,0.09897858,0.14636187,1.3295164,-0.8242602,0.703017
559250891,559250811,-0.01371017,0.05906332,0.15636922,1.3947217,-2.3400774,0.61594564
559273347,559273264,0.019853247,0.006375173,0.17257722,1.8559847,-2.68307,0.77091086
559293305,559293224,0.08921863,-0.06576627,0.18996479,3.4663525,-3.8406446,1.1296012
559310769,559310689,0.13930948,-0.1306292,0.21325624,2.6287084,-3.9945235,1.2192895
559333225,559333144,0.14589001,-0.2457754,0.24623808,-1.1922212,-5.4757657,1.4911565
559353185,559353104,0.16067754,-0.3495496,0.2680326,0.43067536,-4.747085,0.86823016
559370649,559370569,0.12828927,-0.4318114,0.273073,-0.71735305,-4.9742775,0.46956426
559393106,559393024,0.22883686,-0.56529254,0.27161753,4.8314962,-5.84494,-0.3920718
559413063,559412984,0.22219856,-0.65823656,0.2612395,-1.878691,-5.1241903,-1.2646972
559433022,559432944,0.13280262,-0.7167646,0.21810077,-5.029227,-2.585031,-2.3181643
559450487,559450409,0.039442826,-0.743526,0.15462689,-3.8437276,-1.6734499,-3.7289505
559472944,559472864,0.03985169,-0.7267729,0.04241153,1.5556322,1.6974145,-5.2393
559492903,559492824,0.083245546,-0.6750342,-0.07294387,2.6278493,3.03302,-5.99086
559510371,559510289,0.09470886,-0.60008293,-0.1759373,0.04625541,4.675617,-5.7672305
559532824,559532744,0.08265646,-0.46351686,-0.29543144,-0.18026161,6.306426,-4.994681
559552783,559552704,0.067388035,-0.32339352,-0.37899813,-0.19745575,6.8683386,-4.114222
559575238,559575159,0.09594352,-0.16528326,-0.449401,2.1274977,6.921509,-2.5734134
559592702,559592624,0.08312318,-0.030270861,-0.48937115,-2.8916504,7.4122677,-2.2325034
559612665,559612584,0.040500075,0.0918986,-0.5106292,-1.0186882,5.505449,-0.60215795
559632627,559632544,0.043036796,0.18987799,-0.5028204,1.0795335,4.815791,0.48941436
559650091,559650009,0.07698537,0.2273507,-0.4734533,2.6912944,1.4926946,1.684529
559672597,559672464,0.2149786,0.21241315,-0.41480914,7.20362,-1.8145373,2.9485116
559692504,559692424,0.33472523,0.121692434,-0.3392038,4.805662,-5.142262,3.8995066
559714962,559714881,0.2723983,-0.036585245,-0.23513396,-6.7789283,-7.541967,4.7241626
559732423,559732344,0.27759877,-0.18732941,-0.15632866,-0.53636885,-9.112926,4.8427205
559752384,559752304,0.33886918,-0.38105568,-0.05330269,6.2058363,-9.333681,5.1468463
559772345,559772264,0.38344455,-0.5295388,0.05149555,1.6636894,-7.6502237,5.343969
559789809,559789729,0.36248714,-0.71235675,0.13791606,-3.4065366,-10.738556,4.006511
559812263,559812184,0.2952782,-0.8935949,0.21588479,-4.096097,-6.6826434,3.3953528
559832260,559832144,0.19321372,-0.9970293,0.23815301,-4.550408,-5.039894,0.7338535
559854679,559854599,0.057666823,-0.98134553,0.1839824,-3.6949446,2.907216,-2.9100115
559872313,559872065,0.052302714,-0.88060284,0.11788944,-1.7835294,6.4419413,-3.7290678
559892103,559892024,0.0040176506,-0.74528474,0.036978472,-0.7103781,7.371535,-3.7514396
559914560,559914479,-0.004068991,-0.44354603,-0.0439363,-0.7966508,13.750997,-3.2496984
559932023,559931944,-0.0044728005,-0.20955445,-0.09398635,0.63512033,13.767266,-3.0383077
559951983,559951904,0.007910188,0.07962272,-0.11731893,0.6168743,14.490781,-0.71697533
559971942,559971864,-0.008816897,0.33677223,-0.11388443,-2.4073951,11.769741,0.11796225
559994397,559994319,-0.110723205,0.5658674,-0.075004704,-6.846719,10.307081,1.5150836
560011864,560011784,-0.21735947,0.71246547,-0.022756398,-5.697288,7.275931,3.3776283
560031824,560031744,-0.31734407,0.8202878,0.04912404,-5.1909895,4.473273,3.720481
560054280,560054199,-0.4038344,0.8817402,0.156756,-1.5625796,1.6543783,5.143391
560071896,560071664,-0.4194426,0.89214516,0.22406913,-0.6475325,0.31904587,3.757588
560091708,560091624,-0.42159578,0.8845396,0.2978747,0.736777,-0.6579057,3.3524575
560114158,560114078,-0.3936541,0.8239034,0.36436042,1.5598332,-2.5642178,2.3060453
560134120,560134039,-0.3333354,0.77929807,0.40274727,3.2156923,-2.1302946,1.4204268
560151587,560151504,-0.27456415,0.73058856,0.4211638,2.8327875,-3.424713,0.66764045
560171545,560171464,-0.2670649,0.65309846,0.4309377,-0.041425303,-3.6180491,0.5229957
560194001,560193920,-0.25418687,0.58566684,0.41780847,1.6722488,-3.143492,-0.5401462
560211464,560211383,-0.22602473,0.5249515,0.40741685,1.5913439,-2.9698381,-0.6319391
