timestamp,defer_failsafes_timeout_s,disable_auto_disarm,defer_failsafes,source_type,source_id
556423633,0,0,0,0,0
556929633,0,0,0,0,0
557435652,0,0,0,0,0
557941630,0,0,0,0,0
558449652,0,0,0,0,0
558955685,0,0,0,0,0
559461669,0,0,0,0,0
559968632,0,0,0,0,0
560474635,0,0,0,0,0
560980658,0,0,0,0,0
561486704,0,0,0,0,0
561992644,0,0,0,0,0
562498632,0,0,0,0,0
563004632,0,0,0,0,0
563510643,0,0,0,0,0
564017185,0,0,0,0,0
564522632,0,0,0,0,0
565028632,0,0,0,0,0
565534632,0,0,0,0,0
566040643,0,0,0,0,0
566546630,0,0,0,0,0
567052633,0,0,0,0,0
567559738,0,0,0,0,0
568065632,0,0,0,0,0
568571629,0,0,0,0,0
569077663,0,0,0,0,0
569584631,0,0,0,0,0
570090641,0,0,0,0,0
570596630,0,0,0,0,0
571102797,0,0,0,0,0
571608747,0,0,0,0,0
572114666,0,0,0,0,0
572621721,0,0,0,0,0
573127633,0,0,0,0,0
573633837,0,0,0,0,0
574139639,0,0,0,0,0
574645692,0,0,0,0,0
575151805,0,0,0,0,0
575657631,0,0,0,0,0
576163632,0,0,0,0,0
576669632,0,0,0,0,0
577175632,0,0,0,0,0
577681647,0,0,0,0,0
578187633,0,0,0,0,0
578693632,0,0,0,0,0
579199632,0,0,0,0,0
579705918,0,0,0,0,0
580211629,0,0,0,0,0
580717647,0,0,0,0,0
581223634,0,0,0,0,0
581729633,0,0,0,0,0
582235632,0,0,0,0,0
582741646,0,0,0,0,0
583249632,0,0,0,0,0
583755759,0,0,0,0,0
584261633,0,0,0,0,0
584767632,0,0,0,0,0
585274141,0,0,0,0,0
585779631,0,0,0,0,0
586285647,0,0,0,0,0
586791905,0,0,0,0,0
587297633,0,0,0,0,0
587803857,0,0,0,0,0
588309632,0,0,0,0,0
588816984,0,0,0,0,0
589322632,0,0,0,0,0
589828632,0,0,0,0,0
590334633,0,0,0,0,0
590840642,0,0,0,0,0
591346661,0,0,0,0,0
591853632,0,0,0,0,0
592360111,0,0,0,0,0
592865632,0,0,0,0,0
593371650,0,0,0,0,0
593877632,0,0,0,0,0
594383646,0,0,0,0,0
594889640,0,0,0,0,0
595396629,0,0,0,0,0
595902714,0,0,0,0,0
596408682,0,0,0,0,0
596914666,0,0,0,0,0
597420824,0,0,0,0,0
597926633,0,0,0,0,0
598433651,0,0,0,0,0
598939631,0,0,0,0,0
599445885,0,0,0,0,0
599951630,0,0,0,0,0
600457632,0,0,0,0,0
600963632,0,0,0,0,0
601469649,0,0,0,0,0
601975633,0,0,0,0,0
602481643,0,0,0,0,0
602988064,0,0,0,0,0
603493633,0,0,0,0,0
603999632,0,0,0,0,0
604505632,0,0,0,0,0
605011666,0,0,0,0,0
605517752,0,0,0,0,0
606023633,0,0,0,0,0
606529632,0,0,0,0,0
607035633,0,0,0,0,0
607542647,0,0,0,0,0
608048632,0,0,0,0,0
608554633,0,0,0,0,0
609060656,0,0,0,0,0
609566635,0,0,0,0,0
610072646,0,0,0,0,0
610578632,0,0,0,0,0
611085093,0,0,0,0,0
611590644,0,0,0,0,0
612096667,0,0,0,0,0
612602632,0,0,0,0,0
613108634,0,0,0,0,0
613614646,0,0,0,0,0
614120657,0,0,0,0,0
614626633,0,0,0,0,0
615132685,0,0,0,0,0
615638632,0,0,0,0,0
616144632,0,0,0,0,0
616650643,0,0,0,0,0
