timestamp,voltage5v_v,voltage_payload_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid,payload_v_valid
558624827,5.251016,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
559124826,5.258368,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
559614828,5.257663,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
560124828,5.262799,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
560624826,5.2625976,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
561124826,5.264209,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
561624827,5.2677336,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
562124828,5.2651153,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
562624826,5.268439,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
563114871,5.250412,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
563614827,5.2687407,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
564124827,5.2611876,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
564624827,5.2657194,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
565124829,5.271359,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
565624827,5.263504,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
566124828,5.2622952,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
566614828,5.270654,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
567114828,5.247189,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
567624826,5.2580657,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
568124826,5.2691436,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
568624827,5.2585692,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
569124826,5.256152,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
569624826,5.2564545,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
570114840,5.2544403,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
570614827,5.2632017,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
571124828,5.267834,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
571624826,5.2617917,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
572124827,5.252426,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
572624826,5.251016,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
573124827,5.253937,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
573614828,5.255347,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
574114828,5.2544403,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
574624826,5.2512174,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
575124827,5.2654176,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
575624827,5.2581663,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
576124826,5.2529297,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
576624857,5.2597775,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
577114826,5.2636046,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
