timestamp,timestamp_sample,time_last_fuse,observation[0],observation[1],device_id,observation_variance[0],observation_variance[1],innovation[0],innovation[1],innovation_filtered[0],innovation_filtered[1],innovation_variance[0],innovation_variance[1],test_ratio[0],test_ratio[1],test_ratio_filtered[0],test_ratio_filtered[1],estimator_instance,innovation_rejected,fused
558498243,558305625,558307700,31.18561218713603,117.197520000216,0,0.25,0.25,0.00883417,0.031905632,0.010572404,0.03082358,0.2643222,0.26437837,1.1810217e-05,0.00015401703,3.2511874e-05,0.00015009216,0,0,1
559007044,558807633,558816679,31.185612052321737,117.19751994198884,0,0.25,0.25,0.02514732,0.0420781,0.016681071,0.036380086,0.26440203,0.26444313,9.5670635e-05,0.00026781813,5.5458015e-05,0.00020730302,0,0,1
559506025,559308628,559315679,31.185611715526758,117.19751967201405,0,0.25,0.25,0.047379483,0.07485194,0.030135574,0.05252215,0.264407,0.26443085,0.0003396,0.0008475278,0.0001649491,0.0004544579,0,0,1
560014964,559817643,559824659,31.18561366734181,117.19751867162577,0,0.25,0.25,0.056565244,0.094134934,0.04617374,0.0724651,0.26448062,0.26449716,0.00048391093,0.0013401106,0.00036688123,0.00085161114,0,0,1
560503949,560307619,560313679,31.185613465852562,117.19751809640218,0,0.25,0.25,0.09031716,0.089241676,0.0646312,0.080077305,0.2643831,0.26438212,0.0012341468,0.0012049341,0.00069999153,0.0010004628,0,0,1
561002998,560808474,560812678,31.185612682116815,117.19751858869952,0,0.25,0.25,0.09485228,0.07175048,0.080888994,0.07707908,0.26438975,0.26437572,0.0013611655,0.0007789113,0.0010456574,0.00091299607,0,0,1
561501960,561307010,561311678,31.1856121863869,117.19751852134385,0,0.25,0.25,0.073522784,0.066063456,0.08268944,0.07150608,0.26442528,0.26440507,0.000817713,0.00066025666,0.0010625547,0.0007828092,0,0,1
562000982,561806050,561810679,31.18561260473138,117.19751906955315,0,0.25,0.25,0.05276587,0.039825916,0.067275815,0.05868003,0.26440305,0.26438174,0.000421211,0.00023997173,0.0007222404,0.0005466601,0,0,1
562510031,562310624,562319659,31.18561187765769,117.197518817647,0,0.25,0.25,0.052191716,0.023342617,0.060653713,0.042525128,0.26455402,0.26453456,0.0004118592,8.239041e-05,0.0005781526,0.000314733,0,0,1
562998979,562806622,562808679,31.185610849072624,117.19751984216225,0,0.25,0.25,0.04081974,0.019627856,0.0557032,0.030720068,0.26442033,0.26440296,0.000252061,5.8282665e-05,0.00048407158,0.00018119115,0,0,1
