timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,gyro_clipping,accel_calibration_count,gyro_calibration_count
558148020,0.32898498,0.09659888,-0.3067545,4990,0,1.1655844,-0.1340122,-9.721134,4898,0,0,4,1
558153010,0.31208226,0.09714693,-0.3049168,4990,0,1.170901,-0.18218185,-9.689242,4898,0,0,4,1
558158000,0.29798028,0.09698447,-0.29578122,4990,0,1.2427899,-0.23095392,-9.6742735,7349,0,0,4,1
558162990,0.2859903,0.10185602,-0.29526925,4990,0,1.2823043,-0.3450366,-9.741041,4896,0,0,4,1
558167980,0.26882482,0.10263391,-0.2991996,4990,0,1.2952842,-0.3444509,-9.7239485,4898,0,0,4,1
558172970,0.25701576,0.09983347,-0.29549196,4990,0,1.3167819,-0.3150535,-9.805876,4898,0,0,4,1
558177960,0.23262796,0.09637023,-0.2910359,4990,0,1.3226833,-0.31974092,-9.832071,4898,0,0,4,1
558182950,0.21857716,0.087958425,-0.2815626,4990,0,1.2847439,-0.35643128,-9.797234,4897,0,0,4,1
558187940,0.20441812,0.08622673,-0.28249824,4990,0,1.2827826,-0.38266253,-9.788809,4898,0,0,4,1
558192930,0.19650762,0.09092431,-0.27453148,4990,0,1.2733698,-0.43564394,-9.787092,4897,0,0,4,1
558197920,0.18373924,0.09292299,-0.2707842,4990,0,1.2674762,-0.285143,-9.762111,4898,0,0,4,1
558202909,0.16442363,0.08525471,-0.2676788,4989,0,1.2955924,-0.27729318,-9.754546,4898,0,0,4,1
558207900,0.14825241,0.09125771,-0.25909227,4991,0,1.3199447,-0.2770251,-9.74676,4898,0,0,4,1
558212889,0.12781486,0.079718426,-0.25544086,4989,0,1.340983,-0.36733022,-9.783087,4898,0,0,4,1
558217880,0.1139851,0.078330286,-0.25718358,4991,0,1.3389634,-0.3346443,-9.769131,4898,0,0,4,1
558222869,0.09797265,0.065245904,-0.2487962,4989,0,1.3445188,-0.3514176,-9.760953,4898,0,0,4,1
558227860,0.082187735,0.07525085,-0.24157053,4991,0,1.3574941,-0.2598744,-9.7432,4899,0,0,4,1
558232850,0.06604118,0.06950823,-0.2304499,4990,0,1.372569,-0.197496,-9.747068,4899,0,0,4,1
558237840,0.057378225,0.06416876,-0.23237991,4990,0,1.3669792,-0.17112912,-9.751796,4902,0,0,4,1
558242829,0.04853032,0.05856358,-0.22652148,4989,0,1.3931111,-0.18757233,-9.73399,4894,0,0,4,1
558247820,0.035166774,0.049233414,-0.21120194,4991,0,1.4022607,-0.12233567,-9.709715,4898,0,0,4,1
558252810,0.029124903,0.05163437,-0.21427447,4990,0,1.4081528,-0.09856806,-9.734993,4897,0,0,4,1
558257799,0.018377548,0.047290314,-0.1996308,4989,0,1.3998797,-0.09031694,-9.659888,4898,0,0,4,1
558262790,0.014488142,0.038093872,-0.19429323,4991,0,1.3978295,-0.0897366,-9.642946,4898,0,0,4,1
558267780,0.0097070625,0.04390409,-0.18494552,4990,0,1.3870288,-0.09324099,-9.690108,4898,0,0,4,1
558272769,0.0060820035,0.036579665,-0.17945538,4989,0,1.3870392,-0.06296332,-9.691145,4898,0,0,4,1
558277759,-0.00063196395,0.03672234,-0.1738264,4990,0,1.3906407,-0.1268502,-9.675714,4897,0,0,4,1
558282749,-0.0030239422,0.036289986,-0.1583788,4990,0,1.3944927,-0.07980107,-9.684833,4898,0,0,4,1
558287740,-0.0073529175,0.029727666,-0.15707777,4991,0,1.3953484,-0.11002286,-9.645416,7347,0,0,4,1
558292729,-0.011280533,0.026716797,-0.15322918,4989,0,1.3978944,-0.06722178,-9.649378,4898,0,0,4,1
558297719,-0.022842038,0.02480269,-0.14230198,4990,0,1.3981687,-0.04352388,-9.676603,4898,0,0,4,1
558302709,-0.027707677,0.028728027,-0.13513249,4990,0,1.409646,-0.061264347,-9.696634,4898,0,0,4,1
558307700,-0.026416497,0.030213239,-0.125949,4991,0,1.4070632,-0.0077203666,-9.626791,4898,0,0,4,1
558312690,-0.042334583,0.024122614,-0.11097473,4990,0,1.4071556,0.09994768,-9.636129,4898,0,0,4,1
558317679,-0.0470752,0.027752727,-0.11082843,4989,0,1.4394538,0.08169352,-9.671035,4898,0,0,4,1
558322670,-0.050526638,0.019979479,-0.101324715,4991,0,1.4636685,0.054020494,-9.649087,4897,0,0,4,1
558327659,-0.048642438,0.014814803,-0.098036245,4989,0,1.4769495,0.13884924,-9.661302,4898,0,0,4,1
558332649,-0.058464497,0.018469717,-0.08008654,4990,0,1.4690907,0.15514946,-9.627965,4897,0,0,4,1
558337639,-0.06633786,0.021231152,-0.07578344,4990,0,1.4429164,0.20775053,-9.641351,4898,0,0,4,1
558342629,-0.07255868,0.0133277085,-0.07163161,4990,0,1.4129049,0.1980961,-9.646981,4897,0,0,4,1
558347619,-0.08188561,0.008221924,-0.060518388,4990,0,1.4201753,0.20082855,-9.622474,4897,0,0,4,1
558352609,-0.08767324,0.015238802,-0.051756397,4990,0,1.4405975,0.2547165,-9.597698,4897,0,0,4,1
558357599,-0.08761617,0.013647784,-0.046851348,4990,0,1.4267474,0.22107801,-9.528755,4897,0,0,4,1
558362589,-0.09094485,0.022072732,-0.038965352,4990,0,1.423543,0.17562072,-9.583835,4897,0,0,4,1
558367579,-0.08627048,0.013396163,-0.032385554,4990,0,1.4235185,0.15676343,-9.581307,4898,0,0,4,1
558372571,-0.09258742,0.0149872275,-0.018645493,4992,0,1.4293653,0.21288945,-9.602037,4898,0,0,4,1
558377559,-0.096134074,0.008697271,-0.015587352,4988,0,1.4253768,0.20609362,-9.579203,4898,0,0,4,1
558382549,-0.095141895,0.013316255,-0.008328792,4990,0,1.3972471,0.15095882,-9.585149,4897,0,0,4,1
558387539,-0.101052,0.016091125,0.0072928336,4990,0,1.3971182,0.1627629,-9.572344,4898,0,0,4,1
558392529,-0.11315815,0.0038877819,0.008761026,4990,0,1.3861263,0.21106143,-9.600525,4898,0,0,4,1
558397519,-0.11710894,0.009142663,0.009660406,4990,0,1.3801372,0.23688693,-9.565616,4899,0,0,4,1
558402509,-0.12195762,0.0038834182,0.025674276,4990,0,1.3881719,0.19912553,-9.617075,4897,0,0,4,1
558407499,-0.12131964,0.0049739396,0.03107956,4990,0,1.3954504,0.22645983,-9.59341,4899,0,0,4,1
558412489,-0.118941605,0.0050051096,0.03824424,4990,0,1.3838006,0.29404482,-9.556215,4898,0,0,4,1
558417479,-0.12300954,0.0034103515,0.050782807,4990,0,1.3799094,0.35133186,-9.543118,4897,0,0,4,1
558422469,-0.11473506,0.00012637426,0.0436767,4990,0,1.3981653,0.3150265,-9.551758,7349,0,0,4,1
558427460,-0.11852271,-0.00021414159,0.060171936,4991,0,1.3874654,0.30004442,-9.546949,4896,0,0,4,1
558432449,-0.10976601,-0.0029854306,0.063340254,4989,0,1.397177,0.33307508,-9.578171,4898,0,0,4,1
558437439,-0.10416991,-0.0077008866,0.07357774,4990,0,1.4197503,0.34814942,-9.580348,4898,0,0,4,1
558442429,-0.10256379,-0.009893888,0.07803905,4990,0,1.4351164,0.3223881,-9.613275,4898,0,0,4,1
558447419,-0.09203786,-0.00774857,0.080097035,4990,0,1.4333272,0.24630807,-9.622002,4898,0,0,4,1
558452409,-0.08088066,-0.0036577792,0.08294756,4990,0,1.4451143,0.30708465,-9.673027,4897,0,0,4,1
558457399,-0.085411295,-0.008273112,0.09910219,4990,0,1.4490675,0.31967995,-9.69229,4898,0,0,4,1
558462389,-0.08080443,-0.004898717,0.09652825,4990,0,1.4249475,0.27695185,-9.72315,4898,0,0,4,1
558467379,-0.081710294,-0.011164848,0.10185005,4990,0,1.421004,0.29084328,-9.704796,4898,0,0,4,1
558472369,-0.07896701,-0.017769504,0.10977849,4990,0,1.4205458,0.28293085,-9.659245,4897,0,0,4,1
558477359,-0.0701159,-0.015597478,0.11416361,4990,0,1.4211185,0.28667483,-9.715969,4897,0,0,4,1
558482349,-0.07704294,-0.019647691,0.12499854,4990,0,1.4140407,0.29654267,-9.75978,4898,0,0,4,1
558487339,-0.07635464,-0.021406157,0.12037287,4990,0,1.4420633,0.2629928,-9.743258,4897,0,0,4,1
558492329,-0.07403143,-0.022624265,0.122146,4990,0,1.4268793,0.26730132,-9.72846,4899,0,0,4,1
558497320,-0.07420075,-0.018689483,0.13901217,4991,0,1.4288813,0.2858264,-9.7403965,4897,0,0,4,1
558502309,-0.07522332,-0.02976265,0.13469003,4989,0,1.4361005,0.2546313,-9.710952,4898,0,0,4,1
558507299,-0.07269787,-0.017929768,0.13782898,4990,0,1.4254116,0.30000502,-9.769219,4898,0,0,4,1
558512289,-0.0772164,-0.022821931,0.1474901,4990,0,1.418093,0.21218282,-9.78893,4898,0,0,4,1
558517279,-0.070429,-0.032259464,0.15054633,4990,0,1.402968,0.1651318,-9.779925,4898,0,0,4,1
558522269,-0.07718568,-0.024078265,0.1497185,4990,0,1.3943462,0.26291046,-9.856945,4897,0,0,4,1
558527259,-0.06998132,-0.027302306,0.1536856,4990,0,1.3960661,0.24071959,-9.841076,4899,0,0,4,1
558532251,-0.0607711,-0.030182214,0.14902805,4992,0,1.3865079,0.15223013,-9.824935,4898,0,0,4,1
558537239,-0.058730274,-0.024789333,0.15248634,4988,0,1.3617913,0.19867842,-9.796583,4898,0,0,4,1
558542229,-0.055231493,-0.019297563,0.15414648,4990,0,1.3353564,0.20859492,-9.7858715,4899,0,0,4,1
558547219,-0.049024906,-0.024040742,0.16199291,4990,0,1.3580372,0.14941382,-9.796821,4897,0,0,4,1
558552209,-0.044857543,-0.021229029,0.15543635,4990,0,1.3675102,0.10367353,-9.804597,4898,0,0,4,1
558557199,-0.04168698,-0.019118683,0.15795432,4990,0,1.3817549,0.16926768,-9.78846,7346,0,0,4,1
558562189,-0.04115892,-0.017080897,0.15826143,4990,0,1.3897232,0.17680834,-9.771025,4898,0,0,4,1
558567179,-0.043638863,-0.0144927045,0.15607084,4990,0,1.3663721,0.15498503,-9.753844,5880,0,0,4,1
558572169,-0.035914484,-0.014764007,0.15599813,4990,0,1.3760673,0.15388423,-9.721317,4896,0,0,4,1
558582149,-0.037973247,-0.0027829888,0.15412833,4990,0,1.35542,0.002233727,-9.723885,4899,0,0,4,1
558592129,-0.03495708,0.007581187,0.14554305,4990,0,1.3432063,0.13924003,-9.817378,4898,0,0,4,1
558597119,-0.030221572,0.0090900045,0.14607212,4990,0,1.3201187,-0.048382293,-9.764019,4898,0,0,4,1
558602109,-0.026481664,0.0071374564,0.13429108,4990,0,1.3539511,-0.023781609,-9.764521,4898,0,0,4,1
558607099,-0.024447039,0.026771663,0.1333203,4990,0,1.3710972,-0.17797849,-9.787363,4898,0,0,4,1
558612089,-0.020969784,0.020825395,0.13712968,4990,0,1.3677708,-0.1870824,-9.830496,4898,0,0,4,1
558617079,-0.015339815,0.02909703,0.12816264,4990,0,1.4112941,-0.24305695,-9.86022,4898,0,0,4,1
558622069,-0.010409287,0.032084256,0.12517878,4990,0,1.3624784,-0.0688955,-9.864783,4898,0,0,4,1
558627059,-0.0067801946,0.03486309,0.119204275,4990,0,1.3190373,-0.06056123,-9.842866,4899,0,0,4,1
558632049,0.0037303183,0.039106585,0.12806553,4990,0,1.3095498,-0.15119208,-9.834198,4898,0,0,4,1
558637039,-0.0061182994,0.045636073,0.111647286,4990,0,1.3213507,-0.15113144,-9.886915,4900,0,0,4,1
558642029,-0.005473705,0.050307844,0.111120805,4990,0,1.2763585,-0.08701132,-9.897108,4897,0,0,4,1
558647019,-0.019293638,0.060872212,0.108221784,4990,0,1.3353411,-0.1330624,-9.96852,4898,0,0,4,1
558652009,-0.015706338,0.05982801,0.10109847,4990,0,1.3514107,-0.07528185,-9.885432,4898,0,0,4,1
558656999,-0.025152596,0.06701324,0.09761296,4990,0,1.3660822,-0.075949065,-9.849411,4898,0,0,4,1
558661989,-0.026261084,0.0649334,0.09133063,4990,0,1.3455205,0.0013840199,-9.85982,4899,0,0,4,1
558666979,-0.030432558,0.06973488,0.09298965,4990,0,1.2984462,-0.096829474,-9.851264,4898,0,0,4,1
558671969,-0.030799067,0.07478749,0.081780605,4990,0,1.2649987,-0.17576921,-9.888516,4898,0,0,4,1
558676959,-0.02359717,0.0819636,0.085977875,4990,0,1.2611942,-0.18699546,-9.884406,4898,0,0,4,1
