timestamp,voltage_v,current_a,current_average_a,discharged_mah,remaining,scale,time_remaining_s,temperature,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],voltage_cell_v[4],voltage_cell_v[5],voltage_cell_v[6],voltage_cell_v[7],voltage_cell_v[8],voltage_cell_v[9],voltage_cell_v[10],voltage_cell_v[11],voltage_cell_v[12],voltage_cell_v[13],max_cell_voltage_delta,full_charge_capacity_wh,remaining_capacity_wh,nominal_voltage,internal_resistance_estimate,ocv_estimate,ocv_estimate_filtered,volt_based_soc_estimate,voltage_prediction,prediction_error,estimation_covariance_norm,capacity,cycle_count,average_time_to_empty,serial_number,manufacture_date,state_of_health,max_error,interface_error,faults,over_discharge_count,connected,cell_count,source,priority,id,is_powering_off,is_required,warning
558144855,12.233822,0.0,15.0,22.63501,0.79793876,1.0297239,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.233822,12.230704,0.794836,12.227664,0.038057327,0.05661283,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
558154928,12.177316,0.0,15.0,22.63501,0.7976145,1.029773,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.177316,12.230704,0.794836,12.227664,0.038057327,0.05661283,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
558344837,12.245671,0.0,15.0,22.63501,0.795947,1.0300257,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.245671,12.230704,0.794836,12.227664,0.038057327,0.05661283,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
558544900,12.2383795,0.0,15.0,22.635015,0.79553694,1.0300878,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2383795,12.230781,0.79487795,12.264144,-0.025764465,0.05661283,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
558744836,12.246582,0.0,15.0,22.635015,0.78253835,1.0320619,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.246582,12.230781,0.79487795,12.264144,-0.025764465,0.05661283,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
558944839,12.231089,0.0,15.0,22.635015,0.7740993,1.0333477,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.231089,12.230781,0.79487795,12.264144,-0.025764465,0.05661283,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
559154836,12.190987,0.0,15.0,22.635015,0.77678436,1.0329382,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.190987,12.230781,0.79487795,12.264144,-0.025764465,0.05661283,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
559354840,12.21286,0.0,15.0,22.635061,0.77868646,1.0326484,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.21286,12.231145,0.7950806,12.241534,0.026010513,0.05661283,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
559544836,12.232911,0.0,15.0,22.635061,0.7785019,1.0326766,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.232911,12.231145,0.7950806,12.241534,0.026010513,0.05661283,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
559744854,12.233822,0.0,15.0,22.635397,0.7776665,1.0328038,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.233822,12.229214,0.7940077,12.290017,-0.2539692,0.05661283,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
559944973,12.250228,0.0,15.0,22.635397,0.77979416,1.0324798,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.250228,12.229214,0.7940077,12.290017,-0.2539692,0.05661283,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
560144841,12.242024,0.0,15.0,22.635397,0.7791156,1.0325831,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.242024,12.229214,0.7940077,12.290017,-0.2539692,0.05661283,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
560344849,12.221063,0.0,15.0,22.635397,0.7817387,1.0321836,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.221063,12.229214,0.7940077,12.290017,-0.2539692,0.05661283,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
560555032,12.257519,0.0,15.0,22.635397,0.78387207,1.031859,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.257519,12.229214,0.7940077,12.290017,-0.2539692,0.05661283,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
560754838,12.213772,0.0,15.0,22.635397,0.7854647,1.0316169,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.213772,12.229214,0.7940077,12.290017,-0.2539692,0.05661283,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
560944836,12.218329,0.0,15.0,22.635397,0.78093046,1.0323067,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.218329,12.229214,0.7940077,12.290017,-0.2539692,0.05661283,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
561144837,12.22562,0.0,15.0,22.635513,0.778439,1.0326861,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.22562,12.229422,0.7941231,12.019094,0.23113346,0.05661283,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
561344835,12.181872,0.0,15.0,22.635513,0.78138536,1.0322375,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.181872,12.229422,0.7941231,12.019094,0.23113346,0.05661283,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
561544835,12.22562,0.0,15.0,22.635513,0.7724189,1.033604,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.22562,12.229422,0.7941231,12.019094,0.23113346,0.05661283,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
561744867,12.145416,0.0,15.0,22.635513,0.7709488,1.0338285,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.145416,12.229422,0.7941231,12.019094,0.23113346,0.05661283,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
561954837,12.191897,0.0,15.0,22.635513,0.77439636,1.0333024,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.191897,12.229422,0.7941231,12.019094,0.23113346,0.05661283,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
562154838,12.20648,0.0,15.0,22.635513,0.7766909,1.0329525,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.20648,12.229422,0.7941231,12.019094,0.23113346,0.05661283,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
562344908,12.240203,0.0,15.0,22.635513,0.7784242,1.0326884,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.240203,12.229422,0.7941231,12.019094,0.23113346,0.05661283,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
562544835,12.210126,0.0,15.0,22.635513,0.7807397,1.0323358,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.210126,12.229422,0.7941231,12.019094,0.23113346,0.05661283,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
