timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
558562077,558531124,527633,0.23955634,0.25362763,0.37066755,6
559042073,559021116,527633,0.23450832,0.23947476,0.38483667,6
559602072,559581125,527633,0.2943498,0.230239,0.35485646,6
560102098,560071129,527633,0.30727404,0.25764018,0.32745254,6
560522081,560521122,527633,0.24491446,0.21160948,0.38783553,6
561082073,561081113,527633,0.21711007,0.14608659,0.43511865,6
561502079,561501119,527633,0.2647913,0.17108838,0.4027141,6
562062079,562061120,527633,0.25992903,0.2636659,0.35517356,6
562582096,562571129,527633,0.27573484,0.22866678,0.36610118,6
563102087,563061122,527633,0.29017913,0.19125871,0.37757108,6
563562071,563551117,527633,0.2901144,0.16213354,0.38553157,6
564082073,564041131,527633,0.28596768,0.1458064,0.39627966,6
564542096,564541136,527633,0.27965504,0.146744,0.3952281,6
565102098,565101134,527633,0.28074571,0.13595471,0.40055797,6
565522072,565521113,527633,0.28259367,0.1531477,0.39840072,6
566082071,566081112,527633,0.27119473,0.14582427,0.40560028,6
566502095,566501132,527633,0.26447934,0.14361186,0.40810606,6
567082076,567071137,527633,0.25112522,0.16860673,0.4116264,6
567602081,567561119,527633,0.30551848,0.09095287,0.39185223,6
568062092,568051123,527633,0.26840848,0.13880149,0.40682417,6
568602120,568549126,527633,0.2408999,0.117951706,0.43105942,6
569062082,569051121,527633,0.25547403,0.10962032,0.42157346,6
569582140,569541131,527633,0.24518786,0.07770473,0.43211684,6
570042071,570031116,527633,0.29858977,0.104056954,0.39969912,6
570602081,570591148,527633,0.26607177,0.13450699,0.4073465,6
571082086,571081122,527633,0.1965891,0.07717095,0.46222496,6
571502084,571501125,527633,0.2321138,0.066524096,0.44426706,6
572062126,572061150,527633,-0.059028167,0.13564971,0.49029756,6
572602100,572551123,527633,0.046765596,0.09146057,0.50087523,6
573102130,573051142,527633,0.14275399,0.09886038,0.48092932,6
573542086,573541128,527633,0.123903036,0.24497196,0.43011564,6
574102108,574101120,527633,0.049442653,0.28930718,0.41838476,6
574522076,574521113,527633,0.043868795,0.36716384,0.34851146,6
575082071,575017791,527633,-0.032872528,0.35385966,0.36277413,6
575542101,575541142,527633,-0.01298834,0.38177863,0.34048238,6
576102104,576101141,527633,0.010426015,0.36595818,0.35716635,6
576522083,576521124,527633,0.08437756,0.36935464,0.34214216,6
577082081,577081122,527633,0.1525731,0.3103889,0.37992558,6
577582096,577581134,527633,0.13246982,0.28510198,0.40525025,6
578002072,578001113,527633,0.1423492,0.27296442,0.40611365,6
578562071,578561112,527633,0.15444951,0.21802817,0.43368557,6
579102094,579051122,527633,0.12949343,0.20183206,0.4473327,6
579582085,579571120,527633,0.110259175,0.18531895,0.46438938,6
580102080,580061123,527633,0.12413402,0.19556251,0.4506983,6
580562084,580551134,527633,0.14478041,0.13972291,0.46987844,6
581082074,581041122,527633,0.14671257,0.1501064,0.46586332,6
581582090,581581131,527633,0.14849874,0.1398229,0.45452723,6
582002082,582001123,527633,0.1862284,0.15957703,0.45011663,6
582562072,582561112,527633,0.17243354,0.056866772,0.48153046,6
583102078,583051130,527633,0.20680112,0.028615681,0.4657204,6
583542109,583541126,527633,0.16404933,-0.04293742,0.4793928,6
584002083,584001123,527633,0.14425811,-0.062176898,0.4822824,6
584562071,584561112,527633,0.04597482,-0.09722472,0.48659816,6
585102085,585051122,527633,0.0015600849,-0.13319564,0.48579884,6
585542100,585541141,527633,0.018819036,-0.16201256,0.47784087,6
586082096,586037130,527633,0.026569132,-0.18798356,0.47172266,6
586542086,586531135,527633,-0.006902783,-0.23789126,0.4442038,6
587102099,587091124,527633,-0.011240947,-0.23354171,0.44445342,6
587522081,587511129,527633,-0.018812846,-0.26218647,0.42797148,6
588102092,588101131,527633,-0.0201821,-0.24392346,0.43471605,6
588522155,588521129,527633,-0.017347148,-0.25152785,0.43579927,6
589082084,589081121,527633,-0.053997174,-0.27127856,0.41871002,6
589502091,589501131,527633,-0.06729858,-0.24956512,0.43320733,6
590062076,590061117,527633,-0.039759398,-0.24455062,0.43372452,6
590522080,590511162,527633,-0.101912126,-0.24000335,0.42531902,6
591082090,591071120,527633,-0.14308158,-0.17662978,0.45055184,6
591602081,591561119,527633,-0.15238999,-0.17846191,0.44693705,6
592062127,592051136,527633,-0.21552743,-0.17678344,0.42764407,6
592522074,592521114,527633,-0.26730084,-0.15574983,0.39921287,6
