timestamp,bias_x[0],bias_x[1],bias_x[2],bias_x[3],bias_y[0],bias_y[1],bias_y[2],bias_y[3],bias_z[0],bias_z[1],bias_z[2],bias_z[3],valid[0],valid[1],valid[2],valid[3],stable[0],stable[1],stable[2],stable[3]
558076525,0.016624168,-0.006854314,0.0,0.0,0.021699337,-0.016377958,0.0,0.0,0.021114852,0.011258853,0.0,0.0,1,1,0,0,1,0,0,0
