timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
558018819,0,0,0,1,0,0,0,0,0,0,0,0
559026730,0,0,0,1,0,0,0,0,0,0,0,0
560034727,0,0,0,1,0,0,0,0,0,0,0,0
561042759,0,0,0,1,0,0,0,0,0,0,0,0
562050755,0,0,0,1,0,0,0,0,0,0,0,0
563058695,0,0,0,1,0,0,0,0,0,0,0,0
564066652,0,0,0,1,0,0,0,0,0,0,0,0
565074673,0,0,0,1,0,0,0,0,0,0,0,0
566082571,0,0,0,1,0,0,0,0,0,0,0,0
567090570,0,0,0,1,0,0,0,0,0,0,0,0
568099023,0,0,0,1,0,0,0,0,0,0,0,0
569106712,0,0,0,1,0,0,0,0,0,0,0,0
570114562,0,0,0,1,0,0,0,0,0,0,0,0
571002930,0,0,0,0,0,0,0,0,0,0,0,0
572010833,0,0,0,0,0,0,0,0,0,0,0,0
573018708,0,0,0,0,0,0,0,0,0,0,0,0
574026705,0,0,0,0,0,0,0,0,0,0,0,0
575034677,0,0,0,0,0,0,0,0,0,0,0,0
576042655,0,0,0,0,0,0,0,0,0,0,0,0
577050610,0,0,0,0,0,0,0,0,0,0,0,0
578058695,0,0,0,0,0,0,0,0,0,0,0,0
579066644,0,0,0,0,0,0,0,0,0,0,0,0
580074622,0,0,0,0,0,0,0,0,0,0,0,0
581082476,0,0,0,0,0,0,0,0,0,0,0,0
582090503,0,0,0,0,0,0,0,0,0,0,0,0
583098828,0,0,0,0,0,0,0,0,0,0,0,0
584106663,0,0,0,0,0,0,0,0,0,0,0,0
585114382,0,0,0,0,0,0,0,0,0,0,0,0
586122433,0,0,0,0,0,0,0,0,0,0,0,0
587130285,0,0,0,0,0,0,0,0,0,0,0,0
588138273,0,0,0,0,0,0,0,0,0,0,0,0
589146179,0,0,0,0,0,0,0,0,0,0,0,0
590154278,0,0,0,0,0,0,0,0,0,0,0,0
591162204,0,0,0,0,0,0,0,0,0,0,0,0
592170300,0,0,0,0,0,0,0,0,0,0,0,0
593178096,0,0,0,0,0,0,0,0,0,0,0,0
594186244,0,0,0,0,0,0,0,0,0,0,0,0
595194158,0,0,0,0,0,0,0,0,0,0,0,0
596201969,0,0,0,0,0,0,0,0,0,0,0,0
597209835,0,0,0,0,0,0,0,0,0,0,0,0
598217838,0,0,0,0,0,0,0,0,0,0,0,0
