timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
558791898,4259850,4325386,0,0,0,0,0,0,0,0,408.17224,400.80438,2040.8613,2004.0219,0.070303746,0.01258855,5.814837e-10,1.3383646,-0.15484725,-10.155848,-0.034862958,0.106880076,0.043471828,0.0041116015,0.011897505,0.0029620978,0.00018484643,0.00021628477,0.0003357595,26.5,nan
559735004,4259850,4325386,0,0,0,0,0,0,0,0,408.172,400.80435,2040.8601,2004.0217,0.1775192,0.026505884,9.284109e-09,1.8321664,-0.26836026,-10.639238,0.22700785,0.0873604,-0.340763,0.07117619,0.08195314,2.3103063,0.010257379,0.02388682,0.013453099,26.5,nan
560782905,4259850,4325386,0,0,0,0,0,0,0,0,408.17444,400.80432,2040.8723,2004.0215,0.13525991,0.021273319,1.4022475e-09,2.151023,0.21715096,-9.586842,-0.056620717,0.09911391,-0.08746051,0.06728847,0.005948652,0.013443121,0.0072105406,0.001015481,0.00056207046,26.5,nan
561726012,4259850,4325386,0,0,0,0,0,0,0,0,408.1739,400.80426,2040.8694,2004.0214,0.12668619,0.025712114,9.663505e-09,1.0331724,-1.34647,-10.654435,0.76324964,0.014393628,-0.2446903,0.010683326,0.14841741,0.010207257,0.025429813,0.0035748028,0.0048171175,26.5,nan
562773947,4259850,4325386,0,0,0,0,0,0,0,0,408.1733,400.80423,2040.8667,2004.0211,0.11577781,0.016309183,2.5301683e-09,3.3137877,0.20852104,-10.361976,-0.008920624,-0.049918585,0.40760493,0.014013854,0.03779354,0.07565318,0.00024397584,0.0027267092,0.00034578142,26.5,nan
563821827,4259850,4325386,0,0,0,0,0,0,0,0,408.17322,400.8042,2040.8663,2004.0209,0.12528907,0.0136316195,1.0746573e-09,1.3597691,0.35177583,-10.2819,-0.13100013,-0.008520129,0.07869914,0.083270915,0.04977558,0.014477786,0.0021013017,0.0022279827,0.00021011631,26.5,nan
564764925,4259850,4325386,0,0,0,0,0,0,0,0,408.17294,400.80414,2040.8647,2004.0208,0.12019877,0.013997793,1.7284881e-09,1.3600426,-0.9620203,-10.362102,-0.09636686,-0.089820996,0.15369973,0.044132505,0.07439693,0.040588405,0.0017337911,0.0008973089,0.0016735874,26.5,nan
565812834,4259850,4325386,0,0,0,0,0,0,0,0,408.17255,400.8041,2040.8627,2004.0205,0.07578448,0.012017506,2.1652172e-10,1.6208992,-0.32515594,-10.32653,-0.0154070575,-0.010198308,0.022207968,0.008204822,0.005868051,0.0047350544,0.00030116405,0.0009788101,0.00088963064,27.0,nan
566755932,4259850,4325386,0,0,0,0,0,0,0,0,408.17218,400.80408,2040.861,2004.0203,0.5066449,0.015892157,1.7158075e-09,2.5490718,-0.41974244,-9.851112,-0.13466293,0.03164311,-0.024011998,0.7786794,3.2623854,1.231727,0.0024623608,0.0005709559,0.0014820629,26.5,nan
567803956,4259850,4325386,0,0,0,0,0,0,0,0,408.17474,400.80405,2040.8738,2004.0201,1.34982,0.05778083,2.0018554e-08,0.81681144,1.1082183,-11.2510395,0.5089382,-0.07241418,0.43002254,1.8899819,1.8972942,3.4188,0.012471325,0.021361766,0.019391729,26.5,nan
