timestamp,safe_points_id,is_evaluation_pending,has_vtol_approach,rtl_type,safe_point_index
558757403,0,0,-3,1,0
560783517,0,0,-3,1,0
562809217,0,0,-3,1,0
564835289,0,0,-3,1,0
566851192,0,0,-3,1,0
568877134,0,0,-3,1,0
570902999,0,0,-3,1,0
572929125,0,0,-3,1,0
574955121,0,0,-3,1,0
576980916,0,0,-3,1,0
579006815,0,0,-3,1,0
581022945,0,0,-3,1,0
583048766,0,0,-3,1,0
585074544,0,0,-3,1,0
587100723,0,0,-3,1,0
589126645,0,0,-3,1,0
591152515,0,0,-3,1,0
593178178,0,0,-3,1,0
595194251,0,0,-3,1,0
597220027,0,0,-3,1,0
599245810,0,0,-3,1,0
601271750,0,0,-3,1,0
603277557,0,0,-3,1,0
605303618,0,0,-3,1,0
607330144,0,0,-3,1,0
609340580,0,0,-3,1,0
611371155,0,0,-3,1,0
613401157,0,0,-3,1,0
615421244,0,0,-3,1,0
617451771,0,0,-3,1,0
619461925,0,0,-3,1,0
621492160,0,0,-3,1,0
623512385,0,0,-3,1,0
625542528,0,0,-3,1,0
627572721,0,0,-3,1,0
629602828,0,0,-3,1,0
631632970,0,0,-3,1,0
633653284,0,0,-3,1,0
635683401,0,0,-3,1,0
637694033,0,0,-3,1,0
639723959,0,0,-3,1,0
641754056,0,0,-3,1,0
643764850,0,0,-3,1,0
645795401,0,0,-3,1,0
647814954,0,0,-3,1,0
649845162,0,0,-3,1,0
651875123,0,0,-3,1,0
653895355,0,0,-3,1,0
655925597,0,0,-3,1,0
657945636,0,0,-3,1,0
659965978,0,0,-3,1,0
661986431,0,0,-3,1,0
664016190,0,0,-3,1,0
666046237,0,0,-3,1,0
668076383,0,0,-3,1,0
670106492,0,0,-3,1,0
672123808,0,0,-3,1,0
674146923,0,0,-3,1,0
676173738,0,0,-3,1,0
678187509,0,0,-3,1,0
680224701,0,0,-3,1,0
682237897,0,0,-3,1,0
684268009,0,0,-3,1,0
686296698,0,0,-3,1,0
688318403,0,0,-3,1,0
690345711,0,0,-3,1,0
692359127,0,0,-3,1,0
694389243,0,0,-3,1,0
696409407,0,0,-3,1,0
698439449,0,0,-3,1,0
700466797,0,0,-3,1,0
702480334,0,0,-3,1,0
704510396,0,0,-3,1,0
706538688,0,0,-3,1,0
708550843,0,0,-3,1,0
710587680,0,0,-3,1,0
712602544,0,0,-3,1,0
714631568,0,0,-3,1,0
716651894,0,0,-3,1,0
