timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_position_enabled,flag_control_velocity_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_acceleration_enabled,flag_control_attitude_enabled,flag_control_rates_enabled,flag_control_allocation_enabled,flag_control_termination_enabled,source_id
558096085,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
558603816,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
559109667,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
559615655,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
560122637,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
560628641,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
561134911,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
561640646,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
562146645,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
562652635,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
563158636,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
563664865,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
564170691,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
564676635,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
565182636,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
565688634,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
566194947,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
566700662,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
567206635,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
567713635,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
568219636,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
568725775,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
569231635,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
569738635,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
570244649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
570750647,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
571256793,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
571762635,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
572268649,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
572775635,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
573281635,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
573787636,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
574293650,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
574799635,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
575305635,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
575812008,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
576317635,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
576823637,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
577330257,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
577835637,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
578341711,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
578847637,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
579353635,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
579859938,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
580365635,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
580871635,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
581377635,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
581883672,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
582389944,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
582896636,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
583403636,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
583909635,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
584416170,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
584921694,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
585427776,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
585934074,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
586439635,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
586945636,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
587451645,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
587957772,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
588464656,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
588970647,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
589476683,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
589982636,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
590488771,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
590994719,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
591500656,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
592007636,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
592513635,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
593019906,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
593525637,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
594031635,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
594537855,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
595043635,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
595550660,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
596056636,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
596562721,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
597068771,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
597574636,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
598081636,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
598587635,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
599093635,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
599599801,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
600105896,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
600611641,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
601117637,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
601623671,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
601811074,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0
602316673,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0
602822635,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0
603328640,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0
603834637,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0
604340815,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0
604846683,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0
605352637,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0
605858637,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0
606364636,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0
606870861,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0
607376636,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0
607883635,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0
608389635,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0
608895848,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0
609401904,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0
609907635,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0
610413638,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0
610919636,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0
611425637,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0
611931898,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0
