timestamp,indicated_airspeed_m_s,calibrated_airspeed_m_s,true_airspeed_m_s,calibrated_ground_minus_wind_m_s,true_ground_minus_wind_m_s,airspeed_derivative_filtered,throttle_filtered,pitch_filtered,airspeed_sensor_measurement_valid,selected_airspeed_index
558076239,2.0256972,2.0264454,2.078227,nan,nan,0.0,0.0,0.0,1,1
558176240,0.91635853,0.91669697,0.94028884,nan,nan,0.0,0.0,0.0,1,1
558276239,1.9167709,1.9174788,1.9664761,nan,nan,0.0,0.0,0.0,1,1
558476240,2.0676606,2.0684242,2.121276,nan,nan,0.0,0.0,0.0,1,1
558676240,2.0256972,2.0264454,2.0782404,nan,nan,0.0,0.0,0.0,1,1
558876239,1.6778362,1.6784558,1.7213432,nan,nan,0.0,0.0,0.0,1,1
559076265,1.5445698,1.5451403,1.5848895,nan,nan,0.0,0.0,0.0,1,1
559276240,1.5445698,1.5451403,1.5846313,nan,nan,0.0,0.0,0.0,1,1
559476239,1.4879246,1.4884741,1.5265071,nan,nan,0.0,0.0,0.0,1,1
559676239,1.6778362,1.6784558,1.7216281,nan,nan,0.0,0.0,0.0,1,1
559876239,1.6346236,1.6352273,1.6769887,nan,nan,0.0,0.0,0.0,1,1
560076239,1.5445698,1.5451403,1.584605,nan,nan,0.0,0.0,0.0,1,1
560276239,2.14913,2.1499238,2.205237,nan,nan,0.0,0.0,0.0,1,1
560476250,1.2356478,1.2361041,1.2676935,nan,nan,0.0,0.0,0.0,1,1
560676239,1.3676133,1.3681184,1.4033084,nan,nan,0.0,0.0,0.0,1,1
560876239,1.2356453,1.2361016,1.2678959,nan,nan,0.0,0.0,0.0,1,1
561076239,1.2356453,1.2361016,1.2676926,nan,nan,0.0,0.0,0.0,1,1
561276239,0.81727755,0.8175794,0.8386076,nan,nan,0.0,0.0,0.0,1,1
561476239,1.5445698,1.5451403,1.5848774,nan,nan,0.0,0.0,0.0,1,1
561676239,1.6346236,1.6352273,1.6772791,nan,nan,0.0,0.0,0.0,1,1
561876239,2.2276251,2.228448,2.285406,nan,nan,0.0,0.0,0.0,1,1
562076239,1.5445698,1.5451403,1.5848936,nan,nan,0.0,0.0,0.0,1,1
562276239,1.6346236,1.6352273,1.677296,nan,nan,0.0,0.0,0.0,1,1
562476239,2.4127142,2.4136052,2.4756677,nan,nan,0.0,0.0,0.0,1,1
562676242,1.8012698,1.801935,1.8482926,nan,nan,0.0,0.0,0.0,1,1
