timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],control[8],control[9],control[10],control[11],reversible_flags
558150659,558150517,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
558153137,558153010,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
558255427,558255304,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
558352736,558352609,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
558455026,558454904,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
558552333,558552209,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
558654631,558654504,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
558751932,558751809,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
558854228,558854104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
558951532,558951409,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
559053829,559053704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
559153626,559153504,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
559250929,559250811,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
559353222,559353104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
559450526,559450409,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
559552819,559552704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
559655118,559654999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
559752422,559752304,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
559854718,559854599,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
559952020,559951904,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
560054320,560054199,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
560151630,560151504,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
560253919,560253799,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
560351220,560351104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
560453517,560453399,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
560553317,560553199,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
560653117,560652999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
560752935,560752799,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
560852721,560852599,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
560952515,560952398,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
561052339,561052198,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
561152118,561151999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
561254420,561254293,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
561351717,561351598,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
561454017,561453894,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
561551321,561551198,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
561653620,561653494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
561750919,561750799,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
561853220,561853093,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
561953035,561952894,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
562052965,562052694,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
562152614,562152494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
562252547,562252294,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
562352214,562352094,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
562454595,562454389,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
562551811,562551694,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
562654181,562653989,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
562751413,562751294,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
562853760,562853589,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
562951012,562950894,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
563053340,563053189,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
563150615,563150494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
563252920,563252790,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
563355216,563355084,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
563452509,563452390,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
563554812,563554684,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
563652108,563651989,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
563754419,563754285,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
563851708,563851590,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
563951508,563951390,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
564053805,564053685,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
564151150,564150990,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
564253404,564253285,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
564350720,564350590,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
564453001,564452885,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
564550309,564550190,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
564652605,564652485,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
564754899,564754780,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
564852205,564852085,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
564954500,564954381,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
565051802,565051686,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
565154101,565153981,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
565253901,565253781,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
565353703,565353581,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
565453501,565453381,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
565553302,565553181,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
565653099,565652981,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
565752901,565752782,0.022167532,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
565852701,565852581,0.030788211,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
565950002,565949887,0.05049264,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
566052300,566052182,0.0800493,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
566154598,566154477,0.08743846,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
566251903,566251782,0.08866998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
566354194,566354077,0.08866998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
566451502,566451382,0.08866998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
566553800,566553678,0.08866998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
566651119,566650983,0.10837441,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
566753405,566753278,0.17241381,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
566853196,566853078,0.17733993,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
566952996,566952878,0.17733993,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
567052796,567052678,0.17733993,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
567152594,567152478,0.17733993,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
567252397,567252278,0.17610838,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
567352195,567352079,0.17857145,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
567451996,567451879,0.25246307,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
567554306,567554174,0.29310343,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
567651601,567651479,0.29187194,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
567753893,567753774,0.29187194,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
567851199,567851080,0.30172414,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
567953494,567953375,0.34236452,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
568055796,568055670,0.37192118,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
568153094,568152975,0.37068966,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
568255388,568255271,0.38300493,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
568352696,568352576,0.39778325,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
568452494,568452376,0.41995072,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
568552296,568552176,0.41995072,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
568652095,568651976,0.42610836,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
568751908,568751776,0.44704434,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
568851699,568851579,0.47413793,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
568953990,568953872,0.47167486,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
569051295,569051177,0.47660097,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
569153589,569153472,0.49876848,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
569250904,569250777,0.49876848,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
569353199,569353073,0.49876848,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
569455494,569455368,0.49999997,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
569552792,569552673,0.49999997,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
569655087,569654968,0.49999997,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
569752391,569752273,0.49999997,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
569854688,569854569,0.50614244,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
569951992,569951874,0.52702695,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
570054291,570054169,0.5552825,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
570151612,570151474,0.5552825,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
570253890,570253770,0.56019646,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
570353689,570353570,0.578624,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
570450993,570450875,0.5847665,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
570553306,570553170,0.593366,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
570650593,570650475,0.5995085,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
570752891,570752771,0.605651,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
570850196,570850076,0.61670756,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
570952488,570952371,0.62285006,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
571054784,571054666,0.62899256,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
571152091,571151972,0.63636357,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
571254388,571254270,0.64004904,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
571351694,571351572,0.64864856,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
571453984,571453867,0.64864856,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
571551291,571551172,0.64864856,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
571653586,571653467,0.6658476,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
571753396,571753268,0.6842751,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
571853186,571853068,0.6990171,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
571952993,571952868,0.7076166,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
572052790,572052668,0.7076166,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
572152595,572152468,0.7113021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
572252387,572252269,0.71867317,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
572352194,572352069,0.73464364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
572454500,572454363,0.74324316,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
572551796,572551669,0.74447167,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
572654082,572653964,0.7457002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
572751547,572751269,0.74692863,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
572853702,572853564,0.7518427,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
572951146,572950869,0.75675666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
573053284,573053164,0.75675666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
573153173,573152964,0.7579852,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
573252882,573252764,0.7592137,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
573352756,573352564,0.76167065,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
573452484,573452364,0.7628992,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
573552347,573552164,0.7628992,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
573652084,573651964,0.7690417,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
573751919,573751764,0.7751842,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
573854189,573854059,0.7751842,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
573951502,573951365,0.7788697,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
574053781,574053659,0.7813267,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
