timestamp,rpm_estimate,rpm_raw
558151117,5.914046e-23,0.0
558161106,4.7312368e-23,0.0
558351107,6.81843e-25,0.0
558551105,7.8611145e-27,0.0
558751141,9.0632494e-29,0.0
558951105,1.0449215e-30,0.0
559151106,1.2047123e-32,0.0
559351124,-0.14986554,0.0
559551106,0.05068038,0.0
559751105,0.0747604,0.0
559951115,0.2721656,0.0
560151105,0.03656309,0.0
560351123,0.00042154378,0.0
560551116,4.860069e-06,0.0
560751105,5.6032782e-08,0.0
560951105,0.046407305,0.0
561151116,0.012759097,0.0
561351116,-0.08940434,-1.4677835
561551107,-0.35290566,0.0
561751115,-0.13314757,0.0
561951106,0.013248471,0.0
562151106,0.00015274447,0.0
562351135,1.7610242e-06,0.0
562551106,2.0303228e-08,0.0
562751106,-0.017727789,0.0
562951116,0.07338367,0.0
563151112,-0.015256897,0.0
563351105,0.008069881,0.0
563551116,0.0153778745,0.0
563751105,0.00017729482,0.0
563951105,2.04407e-06,0.0
564151115,-0.29314542,-1.4657272
564351106,-0.014038941,0.0
564551106,-0.00016185796,0.0
564751116,-0.07581087,0.0
564951106,0.012624393,0.0
565151105,0.00014554935,0.0
565351115,0.019105962,0.0
565551108,0.1441937,1.4661673
565751112,0.18635143,1.4655806
565951114,12.598197,39.75364
566151105,158.54674,174.57828
566351106,170.19931,172.17854
566551114,114.71265,104.04553
566751106,214.64632,268.4154
566951106,383.91348,454.87476
567151116,559.7517,519.07385
567351106,465.9403,475.14008
567551105,703.01697,696.77625
567751115,621.9056,663.50793
567951105,705.56885,695.235
568151105,997.217,1006.11035
568351115,896.4076,1017.60034
568551106,887.1935,912.31885
568751105,903.22534,966.8791
568951114,980.9006,959.03644
569151109,1046.9141,975.87866
569351106,1053.9058,984.69464
569551115,1044.6006,945.6271
569751106,1054.8103,945.5341
569951105,1102.8184,1032.5535
570151114,1169.4215,1103.8004
570351105,1186.3071,1188.1869
570551125,1265.3027,1321.6857
570751116,1379.2056,1552.2686
570951108,1424.4095,1343.1399
571151125,1368.3195,1207.5298
571351114,1347.2133,1382.8691
571551105,1436.8505,1522.5079
571751104,1536.8848,1521.8774
571951135,1566.808,1549.5651
572151106,1597.9873,1793.8357
572351105,1539.474,1395.0197
572551115,1683.9432,1732.7372
572751105,1666.2192,1544.6427
572951105,1604.5757,1641.7869
