timestamp,time_estimate,safe_time_estimate,valid
558757407,0.0,0.0,0
560783521,0.0,0.0,0
562809221,0.0,0.0,0
564835293,0.0,0.0,0
566851196,0.0,0.0,0
568877138,0.0,0.0,0
570903003,0.0,0.0,0
572929137,124.057365,236.4631,1
574955132,125.44248,237.98674,1
576980927,123.76689,236.14359,1
579006827,123.92886,236.32175,1
581022956,122.91563,235.2072,1
583048778,123.16017,235.4762,1
585074557,123.62634,235.98898,1
587100737,123.07992,235.38791,1
589127148,123.62321,235.98553,1
591152542,123.903435,236.29378,1
593178192,123.80834,236.18918,1
595194279,122.69737,234.96712,1
597220040,119.16598,231.08258,1
599245822,116.9659,228.66249,1
601271762,115.27841,226.80626,1
603277568,113.53689,224.89058,1
605303630,112.7226,223.99487,1
607330156,112.28661,223.51527,1
609340591,111.34611,222.48073,1
611371168,110.09544,221.105,1
613401169,108.411995,219.2532,1
615421332,107.07933,217.78726,1
617451783,106.20275,216.82303,1
619461937,103.21537,213.53691,1
621492172,100.80503,210.88554,1
623512397,99.54664,209.50131,1
625542540,98.91205,208.80325,1
627572732,97.450455,207.1955,1
629602840,98.8256,208.70816,1
631632982,98.439674,208.28365,1
633653296,99.488495,209.43735,1
635683426,98.772964,208.65027,1
637694044,99.15962,209.07559,1
639723971,100.838356,210.9222,1
641754069,101.41094,211.55203,1
643764861,103.66867,214.03554,1
645795413,105.93252,216.52577,1
647814966,106.71255,217.3838,1
649845174,109.0221,219.92432,1
651875134,110.883675,221.97205,1
653895366,128.3735,241.21086,1
655925609,129.43124,242.37437,1
657945647,130.58453,243.64299,1
659965990,131.56032,244.71635,1
661986452,134.56512,248.02164,1
664016201,138.04088,251.84497,1
666046248,139.86705,253.85376,1
668076395,140.44444,254.48889,1
670106499,0.0,0.0,0
672123813,0.0,0.0,0
674146928,0.0,0.0,0
676173742,0.0,0.0,0
678187513,0.0,0.0,0
680224707,0.0,0.0,0
682237901,0.0,0.0,0
684268013,0.0,0.0,0
686296702,0.0,0.0,0
688318407,0.0,0.0,0
690345714,0.0,0.0,0
692359131,0.0,0.0,0
694389247,0.0,0.0,0
696409411,0.0,0.0,0
698439453,0.0,0.0,0
700466801,0.0,0.0,0
702480346,125.03693,237.54062,1
704510408,126.08036,238.6884,1
706538699,127.640274,240.4043,1
708550854,129.01555,241.91711,1
710587692,129.72731,242.70004,1
712602555,130.51727,243.569,1
714631591,131.27817,244.40599,1
716651899,0.0,0.0,0
