timestamp,timestamp_sample,indicated_airspeed_m_s,true_airspeed_m_s,confidence
559091354,559064524,2.0256958,2.07781,1.0
560064398,560037795,1.5445698,1.5840266,1.0
561102285,561057786,1.6778362,1.7207247,1.0
562130253,562104496,1.3986628,1.4346408,1.0
563103285,563071123,1.9828415,2.03384,1.0
564116251,564071161,1.2356478,1.2674288,1.0
565104306,565077790,1.2356453,1.2674165,1.0
566102271,566057780,1.8012698,1.8476081,1.0
567145220,567117788,2.2276251,2.2849286,1.0
568103261,568071138,-0.73107785,-0.74988735,1.0
569051369,569024502,-2.8143904,-2.8867483,1.0
570119227,570061213,-1.6635942,-1.706399,1.0
571132201,571104488,-3.7326808,-3.8288274,1.0
572145185,572117797,4.374213,4.48669,1.0
573063338,573031151,-3.778421,-3.8756554,1.0
574116224,574084500,3.2867413,3.371008,1.0
575119233,575081208,3.9621015,4.0630283,1.0
576102307,576057781,5.3461533,5.4827533,1.0
577145143,577117802,4.5190763,4.634561,1.0
578103324,578071123,5.481007,5.6211233,1.0
579051330,579004503,4.795693,4.9175043,1.0
580104196,580077776,3.6223774,3.714569,1.0
581117154,581084499,5.4495764,5.5883265,1.0
582145085,582117778,3.5018196,3.5909817,1.0
583078210,583031205,5.8816214,6.0304284,1.0
584116103,584052489,3.070579,3.1481864,1.0
585079163,585041203,-2.013915,-2.0649114,1.0
586117062,586084509,4.6317058,4.7493243,1.0
587105059,587057782,-4.8353405,-4.9573803,1.0
588063128,588031141,2.5172434,2.5808327,1.0
589130977,589104497,5.5819325,5.722905,1.0
590118960,590077909,2.9710684,3.0462046,1.0
591091984,591064488,-1.3815482,-1.4165127,1.0
592114919,592084496,4.423028,4.5350294,1.0
593102902,593077797,1.8012698,1.846484,1.0
594115883,594052497,2.0676606,2.1195729,1.0
595143777,595111143,-2.3117461,-2.3697011,1.0
596091829,596062210,-2.3117447,-2.3697515,1.0
597114752,597081193,5.3058376,5.439261,1.0
598077806,598041193,3.0424802,3.1191254,1.0
599115673,599084516,4.6317058,4.747667,1.0
600063741,600031132,2.8978984,2.9704163,1.0
601051722,601024500,-5.6160326,-5.7567964,1.0
602104562,602075565,-4.167542,-4.2721906,1.0
603037789,603011204,-4.607965,-4.7237864,1.0
604145392,604124490,3.180497,3.2606952,1.0
605143385,605111129,-2.6574256,-2.7245367,1.0
606102743,606071154,3.863322,3.9609942,1.0
607142475,607111096,-4.2693405,-4.377405,1.0
608103371,608075551,4.8844185,5.0083055,1.0
609118465,609051210,-5.6541367,-5.7977242,1.0
610143465,610117799,2.2276251,2.2842922,1.0
611143788,611117782,3.73905,3.8343318,1.0
612129343,612097855,2.6502101,2.7178452,1.0
613144366,613115561,-3.3271604,-3.4121516,1.0
614051016,614024486,-3.6747072,-3.7688408,1.0
615115440,615052489,3.9075325,4.0075994,1.0
616130459,616104518,3.4399576,3.5281544,1.0
617091371,617064501,2.8978984,2.9721386,1.0
618052220,618024509,4.0159283,4.118766,1.0
619131366,619094494,-6.501981,-6.6692157,1.0
620131691,620094501,2.6663644,2.7350972,1.0
621062982,621031128,-6.381988,-6.546724,1.0
622102700,622084491,2.2276251,2.2852304,1.0
623117780,623111317,-8.3006525,-8.515378,1.0
624142735,624111148,6.821423,6.997746,1.0
625143000,625111126,-1.2510483,-1.2833871,1.0
626143291,626117836,-3.3055794,-3.3912842,1.0
627143590,627117784,-4.607965,-4.727596,1.0
628129102,628101200,5.346153,5.484605,1.0
629129415,629101197,5.346153,5.4843416,1.0
630144490,630117780,-5.2197175,-5.3546724,1.0
631105337,631075544,2.8978984,2.9728935,1.0
632154940,632092488,-2.5919795,-2.6589365,1.0
633116082,633052490,-3.8236115,-3.9223523,1.0
634091460,634077907,3.5626085,3.6543663,1.0
635116341,635091210,-4.167542,-4.274992,1.0
636091987,636064491,5.3861666,5.5250006,1.0
637062822,637031145,4.442404,4.5567126,1.0
638087629,638054496,4.613125,4.731653,1.0
639117473,639111314,1.2356453,1.2673018,1.0
640142388,640114512,4.6594377,4.7783175,1.0
641103251,641077797,0.81728137,0.8381561,1.0
642142947,642117796,3.3769617,3.4630113,1.0
643089022,643064483,5.224274,5.357255,1.0
644104091,644084501,4.051416,4.154422,1.0
645089573,645057854,4.9888062,5.1154323,1.0
646104639,646077780,4.47131,4.5845065,1.0
647129542,647091102,-4.167542,-4.2731924,1.0
648115102,648091202,-3.4330347,-3.520001,1.0
649115342,649091205,4.069043,4.1718245,1.0
650145183,650117788,6.166763,6.322327,1.0
651051826,651024497,-2.0139167,-2.0647225,1.0
652116127,652061214,-2.2169192,-2.2727394,1.0
653116397,653066776,3.1804962,3.2603004,1.0
654092042,654036516,-2.8447433,-2.9158542,1.0
655131717,655104490,3.681176,3.7730596,1.0
656131969,656104509,-4.4176445,-4.527962,1.0
657132237,657104484,-3.3699093,-3.4539561,1.0
658142360,658111138,2.8978972,2.9699483,1.0
659103220,659077807,3.2473066,3.3279142,1.0
660103466,660077792,5.9180155,6.0637994,1.0
661103731,661079936,3.980124,4.077836,1.0
662025154,661995552,5.543332,5.67893,1.0
663104255,663077796,-1.3815482,-1.4152232,1.0
664143984,664119945,3.1804962,3.257734,1.0
665104773,665077787,5.0994835,5.2230306,1.0
666090241,666064489,0.4883753,0.5002055,1.0
667144713,667117662,-2.6574268,-2.7218156,1.0
668115404,668052504,-2.3117461,-2.3677747,1.0
669130437,669104491,-2.96305,-3.0348184,1.0
670130714,670104513,-2.96305,-3.0348535,1.0
671091581,671064492,-2.6574256,-2.7218413,1.0
672077024,672051211,-2.3117461,-2.3677802,1.0
673131494,673094491,-2.8143892,-2.8825855,1.0
674117028,674062412,-2.7630591,-2.8300009,1.0
675117259,675111316,-1.9043168,-1.950464,1.0
676117524,676111327,-2.3117461,-2.3677607,1.0
677142427,677111132,-2.8447433,-2.9136822,1.0
678103284,678077816,-2.8143892,-2.8825607,1.0
679103555,679077789,-2.6574256,-2.7218075,1.0
680103864,680077797,-2.5753598,-2.6377685,1.0
681089323,681064497,-2.4028332,-2.4610524,1.0
682129121,682102388,-3.1503704,-3.2267163,1.0
683114548,683057832,-2.7630591,-2.8300366,1.0
684129584,684104493,-2.3117461,-2.367747,1.0
685144674,685117784,-2.8143892,-2.8825865,1.0
686115428,686084509,-2.7212982,-2.7872355,1.0
687145207,687137650,-2.96305,-3.0348728,1.0
688115932,688084485,-2.7630591,-2.8299935,1.0
689131000,689104506,-2.8143892,-2.8825765,1.0
690091857,690064488,-2.6574278,-2.7218146,1.0
691092142,691064489,-2.8143892,-2.8825939,1.0
692062869,692031132,-2.4558644,-2.515372,1.0
693117355,693061207,-2.6574256,-2.7218049,1.0
694142300,694111123,-2.3117461,-2.3677514,1.0
695103172,695071123,-2.4558644,-2.5153732,1.0
696103474,696077794,-2.5753598,-2.6377552,1.0
697143181,697117783,-1.5290891,-1.5661575,1.0
698143494,698117796,-2.4028332,-2.4610264,1.0
699119130,699091216,-2.4028332,-2.4610853,1.0
700129308,700117917,-0.436953,-0.4476314,1.0
701105015,701077802,3.312768,3.3933277,1.0
702105228,702077777,2.500126,2.5613208,1.0
703115405,703052524,2.3034468,2.359819,1.0
704145211,704117787,2.5845826,2.647806,1.0
705130771,705117944,1.8012698,1.8453603,1.0
706091605,706064493,3.180497,3.2588704,1.0
707131319,707104489,2.0256972,2.0756283,1.0
708141475,708077779,2.2276251,2.2825398,1.0
709102364,709071133,1.4879246,1.5245829,1.0
710102683,710079945,-4.9811625,-5.104762,1.0
711142383,711102234,-5.4214983,-5.555996,1.0
712142675,712117787,-5.4214983,-5.55601,1.0
713143001,713117785,-10.20366,-10.456778,1.0
714089078,714057859,-9.388269,-9.622758,1.0
715104179,715077779,-9.573976,-9.812999,1.0
