timestamp,imbalanced_prop_metric,motor_failure_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
558096091,-0.018014222,0,0,0,0,0,0,0,0,0
558603822,-0.013967324,0,0,0,0,0,0,0,0,0
559109672,-0.01047825,0,0,0,0,0,0,0,0,0
559615658,-0.01762363,0,0,0,0,0,0,0,0,0
560122642,-0.039321113,0,0,0,0,0,0,0,0,0
560628736,-0.024416126,0,0,0,0,0,0,0,0,0
561134917,-0.025821598,0,0,0,0,0,0,0,0,0
561640653,-0.01698049,0,0,0,0,0,0,0,0,0
562146651,-0.013413807,0,0,0,0,0,0,0,0,0
562652641,0.0027650616,0,0,0,0,0,0,0,0,0
563158641,0.00448511,0,0,0,0,0,0,0,0,0
563664871,0.019058185,0,0,0,0,0,0,0,0,0
564170696,0.025242519,0,0,0,0,0,0,0,0,0
564676640,0.044785187,0,0,0,0,0,0,0,0,0
565182641,0.046377793,0,0,0,0,0,0,0,0,0
565688640,0.043698985,0,0,0,0,0,0,0,0,0
566194952,0.04105441,0,0,0,0,0,0,0,0,0
566700668,0.06749784,0,0,0,0,0,0,0,0,0
567206641,0.049166095,0,0,0,0,0,0,0,0,0
567713640,0.03387346,0,0,0,0,0,0,0,0,0
568219641,0.024684895,0,0,0,0,0,0,0,0,0
568725781,0.006543436,0,0,0,0,0,0,0,0,0
569231641,0.00056739076,0,0,0,0,0,0,0,0,0
569738641,0.066361725,0,0,0,0,0,0,0,0,0
570244654,0.06906911,0,0,0,0,0,0,0,0,0
570750830,0.07491986,0,0,0,0,0,0,0,0,0
571256799,0.0821798,0,0,0,0,0,0,0,0,0
571762641,0.099458106,0,0,0,0,0,0,0,0,0
572268654,-0.0693042,0,0,0,0,0,0,0,0,0
572775641,-0.34647653,0,0,0,0,0,0,0,0,0
573281641,-0.62855655,0,0,0,0,0,0,0,0,0
573787641,-0.8367637,0,0,0,0,0,0,0,0,0
574293656,-0.9450849,0,0,0,0,0,0,0,0,0
574799640,-1.1485947,0,0,0,0,0,0,0,0,0
575305641,-1.3353924,0,0,0,0,0,0,0,0,0
575812013,-1.5304725,0,0,0,0,0,0,0,0,0
576317640,-1.6776136,0,0,0,0,0,0,0,0,0
576823642,-1.8262738,0,0,0,0,0,0,0,0,0
577330261,-1.9726653,0,0,0,0,0,0,0,0,0
577835642,-2.1301296,0,0,0,0,0,0,0,0,0
578341716,-2.2408829,0,0,0,0,0,0,0,0,0
578847643,-2.33081,0,0,0,0,0,0,0,0,0
579353641,-2.3963232,0,0,0,0,0,0,0,0,0
579859943,-2.4682848,0,0,0,0,0,0,0,0,0
580365640,-2.4774103,0,0,0,0,0,0,0,0,0
580871641,-2.5378785,0,0,0,0,0,0,0,0,0
581377641,-2.623883,0,0,0,0,0,0,0,0,0
581883678,-2.6025515,0,0,0,0,0,0,0,0,0
582389948,-2.5461714,0,0,0,0,0,0,0,0,0
582896642,-2.5824034,0,0,0,0,0,0,0,0,0
583403641,-2.577901,0,0,0,0,0,0,0,0,0
583909641,-2.5968373,0,0,0,0,0,0,0,0,0
584416174,-2.6553419,0,0,0,0,0,0,0,0,0
584921699,-2.6781468,0,0,0,0,0,0,0,0,0
585427782,-2.7112489,0,0,0,0,0,0,0,0,0
585934080,-2.767884,0,0,0,0,0,0,0,0,0
586439641,-2.779035,0,0,0,0,0,0,0,0,0
586945641,-2.8046167,0,0,0,0,0,0,0,0,0
587451650,-2.8320122,0,0,0,0,0,0,0,0,0
587957778,-2.8417125,0,0,0,0,0,0,0,0,0
588464662,-2.8499272,0,0,0,0,0,0,0,0,0
588970653,-2.8316967,0,0,0,0,0,0,0,0,0
589476688,-2.885211,0,0,0,0,0,0,0,0,0
589982641,-2.8694308,0,0,0,0,0,0,0,0,0
590488778,-2.8590436,0,0,0,0,0,0,0,0,0
590994727,-2.8335707,0,0,0,0,0,0,0,0,0
591500664,-2.8198307,0,0,0,0,0,0,0,0,0
592007642,-2.7628474,0,0,0,0,0,0,0,0,0
592513640,-2.7218347,0,0,0,0,0,0,0,0,0
