timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,wheel_rate_integ
558150639,0.0,0.0,0.0,0.0
558153118,0.0,0.0,0.0,0.0
558352717,0.0,0.0,0.0,0.0
558552314,0.0,0.0,0.0,0.0
558751913,0.0,0.0,0.0,0.0
558951513,0.0,0.0,0.0,0.0
559153606,0.0,0.0,0.0,0.0
559353204,0.0,0.0,0.0,0.0
559552802,0.0,0.0,0.0,0.0
559752404,0.0,0.0,0.0,0.0
559952003,0.0,0.0,0.0,0.0
560151608,0.0,0.0,0.0,0.0
560351203,0.0,0.0,0.0,0.0
560553300,0.0,0.0,0.0,0.0
560752916,0.0,0.0,0.0,0.0
560952498,0.0,0.0,0.0,0.0
561152101,0.0,0.0,0.0,0.0
561351700,0.0,0.0,0.0,0.0
561551301,0.0,0.0,0.0,0.0
561750901,0.0,0.0,0.0,0.0
561953017,0.0,0.0,0.0,0.0
562152595,0.0,0.0,0.0,0.0
562352196,0.0,0.0,0.0,0.0
562551794,0.0,0.0,0.0,0.0
562751396,0.0,0.0,0.0,0.0
562950993,0.0,0.0,0.0,0.0
563150593,0.0,0.0,0.0,0.0
563355198,0.0,0.0,0.0,0.0
563554791,0.0,0.0,0.0,0.0
563751906,0.0,0.0,0.0,0.0
563951491,0.0,0.0,0.0,0.0
564151131,0.0,0.0,0.0,0.0
564350702,0.0,0.0,0.0,0.0
564550292,0.0,0.0,0.0,0.0
564754882,0.0,0.0,0.0,0.0
564954483,0.0,0.0,0.0,0.0
565154083,0.0,0.0,0.0,0.0
565353685,0.0,0.0,0.0,0.0
565553285,0.0,0.0,0.0,0.0
565750387,0.0,0.0,0.0,0.0
565949985,0.0,0.0,0.0,0.0
566154580,0.0,0.0,0.0,0.0
566354177,0.0,0.0,0.0,0.0
566553780,0.0,0.0,0.0,0.0
566753388,0.0,0.0,0.0,0.0
566952978,0.0,0.0,0.0,0.0
567152576,0.0,0.0,0.0,0.0
567352178,0.0,0.0,0.0,0.0
567554289,0.0,0.0,0.0,0.0
567753876,0.0,0.0,0.0,0.0
567953476,0.0,0.0,0.0,0.0
568153076,0.0,0.0,0.0,0.0
568352679,0.0,0.0,0.0,0.0
568552279,0.0,0.0,0.0,0.0
568751890,0.0,0.0,0.0,0.0
568953972,0.0,0.0,0.0,0.0
569153572,0.0,0.0,0.0,0.0
569353181,0.0,0.0,0.0,0.0
569552774,0.0,0.0,0.0,0.0
569752373,0.0,0.0,0.0,0.0
569951974,0.0,0.0,0.0,0.0
570151593,0.0,0.0,0.0,0.0
570353670,0.0,0.0,0.0,0.0
570553289,0.0,0.0,0.0,0.0
570752873,0.0,0.0,0.0,0.0
570952471,0.0,0.0,0.0,0.0
571152074,-0.009772375,-0.0015985592,-0.00484067,0.0
571351677,-0.0020579773,-0.013570429,-0.003656248,0.0
571551274,-0.010817156,-0.009554452,0.0021548371,0.0
571753379,-0.019719783,-0.009211999,0.0074738795,0.0
571952976,-0.0074914815,-0.054822776,0.031173484,0.0
572152578,-0.011715348,-0.07970602,0.047960814,0.0
572352176,-0.005959728,-0.09358359,0.050250947,0.0
572551779,0.017073978,-0.09508188,0.046925478,0.0
572751530,0.033225592,-0.09801283,0.046559237,0.0
572951129,0.0318077,-0.09566098,0.05115261,0.0
573153156,0.041582547,-0.09279804,0.06448105,0.0
573352739,0.05674572,-0.08896078,0.07831958,0.0
573552330,0.055856112,-0.08806729,0.090782315,0.0
573751901,0.05193505,-0.08664574,0.09999187,0.0
573951484,0.048883185,-0.08876271,0.09956389,0.0
574151067,0.052412413,-0.10043137,0.09435402,0.0
574350677,0.044987105,-0.11213515,0.095077895,0.0
574555260,0.03517283,-0.122921355,0.09835967,0.0
574754868,0.02223183,-0.13589853,0.09973182,0.0
574954458,0.017705454,-0.15073739,0.10223615,0.0
575151579,0.01710788,-0.16870616,0.104267724,0.0
575351160,0.017076688,-0.18870743,0.11202819,0.0
575550774,-0.0019375617,-0.20498155,0.11272589,0.0
575750355,-0.021431224,-0.21726643,0.11739186,0.0
575954948,-0.043435596,-0.22899467,0.12798218,0.0
576154555,-0.05636363,-0.23740304,0.1363208,0.0
