timestamp,safe_points_id,is_evaluation_pending,has_vtol_approach,rtl_type,safe_point_index
20245395,0,0,-93,1,0
22271421,0,0,-93,1,0
24296787,0,0,-93,1,0
26322836,0,0,-93,1,0
28348381,0,0,-93,1,0
30364258,0,0,-93,1,0
32390424,0,0,-93,1,0
34415878,0,0,-93,1,0
36441742,0,0,-93,1,0
38467538,0,0,-93,1,0
40493757,0,0,-93,1,0
42519462,0,0,-93,1,0
44535231,0,0,-93,1,0
46560948,0,0,-93,1,0
48587053,0,0,-93,1,0
50612823,0,0,-93,1,0
52638737,0,0,-93,1,0
54664457,0,0,-93,1,0
56680365,0,0,-93,1,0
58706951,0,0,-93,1,0
60732295,0,0,-93,1,0
62757957,0,0,-93,1,0
64783802,0,0,-93,1,0
66809710,0,0,-93,1,0
68835981,0,0,-93,1,0
70861520,0,0,-93,1,0
72877165,0,0,-93,1,0
74903070,0,0,-93,1,0
76929413,0,0,-93,1,0
78954773,0,0,-93,1,0
80980813,0,0,-93,1,0
83006409,0,0,-93,1,0
85022327,0,0,-93,1,0
87048356,0,0,-93,1,0
89074239,0,0,-93,1,0
91099816,0,0,-93,1,0
93125984,0,0,-93,1,0
95151642,0,0,-93,1,0
97177250,0,0,-93,1,0
99193100,0,0,-93,1,0
101218922,0,0,-93,1,0
103245108,0,0,-93,1,0
105270698,0,0,-93,1,0
107296505,0,0,-93,1,0
109322220,0,0,-93,1,0
111348407,0,0,-93,1,0
113373891,0,0,-93,1,0
115389748,0,0,-93,1,0
117415882,0,0,-93,1,0
119441603,0,0,-93,1,0
121467206,0,0,-93,1,0
123492965,0,0,-93,1,0
125518781,0,0,-93,1,0
127534617,0,0,-93,1,0
129560570,0,0,-93,1,0
131586264,0,0,-93,1,0
133612072,0,0,-93,1,0
135638082,0,0,-93,1,0
137663766,0,0,-93,1,0
139679461,0,0,-93,1,0
141705344,0,0,-93,1,0
143731102,0,0,-93,1,0
145757138,0,0,-93,1,0
147782775,0,0,-93,1,0
149798493,0,0,-93,1,0
151824539,0,0,-93,1,0
153850402,0,0,-93,1,0
155875945,0,0,-93,1,0
157901643,0,0,-93,1,0
159927703,0,0,-93,1,0
161953730,0,0,-93,1,0
163969480,0,0,-93,1,0
165994829,0,0,-93,1,0
168020735,0,0,-93,1,0
170046484,0,0,-93,1,0
172092374,0,0,-93,1,0
174117993,0,0,-93,1,0
176098232,0,0,-93,1,0
