timestamp,defer_failsafes_timeout_s,disable_auto_disarm,defer_failsafes,source_type,source_id
18476733,0,0,0,0,0
18982645,0,0,0,0,0
19488641,0,0,0,0,0
19995797,0,0,0,0,0
20497655,0,0,0,0,0
21004064,0,0,0,0,0
21509768,0,0,0,0,0
22015693,0,0,0,0,0
22521658,0,0,0,0,0
23027658,0,0,0,0,0
23533666,0,0,0,0,0
24039684,0,0,0,0,0
24545658,0,0,0,0,0
25051658,0,0,0,0,0
25557817,0,0,0,0,0
26063666,0,0,0,0,0
26569657,0,0,0,0,0
27076638,0,0,0,0,0
27582640,0,0,0,0,0
28089191,0,0,0,0,0
28594658,0,0,0,0,0
29101639,0,0,0,0,0
29607639,0,0,0,0,0
30113640,0,0,0,0,0
30619639,0,0,0,0,0
31126640,0,0,0,0,0
31632639,0,0,0,0,0
32139661,0,0,0,0,0
32645668,0,0,0,0,0
33151641,0,0,0,0,0
33657645,0,0,0,0,0
34163734,0,0,0,0,0
34669640,0,0,0,0,0
35175657,0,0,0,0,0
35681639,0,0,0,0,0
36187639,0,0,0,0,0
36693648,0,0,0,0,0
37199650,0,0,0,0,0
37705639,0,0,0,0,0
38211639,0,0,0,0,0
38717639,0,0,0,0,0
39223648,0,0,0,0,0
39729800,0,0,0,0,0
40235638,0,0,0,0,0
40743088,0,0,0,0,0
41248662,0,0,0,0,0
41754639,0,0,0,0,0
42260640,0,0,0,0,0
42766639,0,0,0,0,0
43272744,0,0,0,0,0
43778875,0,0,0,0,0
44284639,0,0,0,0,0
44790639,0,0,0,0,0
45296639,0,0,0,0,0
45802654,0,0,0,0,0
46308639,0,0,0,0,0
46814639,0,0,0,0,0
47320639,0,0,0,0,0
47826639,0,0,0,0,0
48332660,0,0,0,0,0
48838640,0,0,0,0,0
49344639,0,0,0,0,0
49850662,0,0,0,0,0
50357671,0,0,0,0,0
50863650,0,0,0,0,0
51369639,0,0,0,0,0
51875640,0,0,0,0,0
52381640,0,0,0,0,0
52888073,0,0,0,0,0
53393666,0,0,0,0,0
53899639,0,0,0,0,0
54405639,0,0,0,0,0
54912110,0,0,0,0,0
55417654,0,0,0,0,0
55923666,0,0,0,0,0
56431075,0,0,0,0,0
56936639,0,0,0,0,0
57442639,0,0,0,0,0
57949653,0,0,0,0,0
58455640,0,0,0,0,0
58961640,0,0,0,0,0
59467639,0,0,0,0,0
59973652,0,0,0,0,0
60479737,0,0,0,0,0
60985641,0,0,0,0,0
61491639,0,0,0,0,0
