timestamp,lat,lon,alt,x,y,z,yaw,update_count,valid_alt,valid_hpos,valid_lpos,manual_home
19786498,31.185537699999998,117.1975373,36.384,0.0,0.0,0.0,0.0,800,1,1,0,0
51864961,31.18553276575189,117.1975347449098,35.198463,-0.29512426,-0.20681067,0.9671211,0.47249043,801,1,1,1,0
55483798,31.18553276575189,117.1975347449098,35.198463,-0.29512426,-0.20681067,0.9671211,0.5553188,801,1,1,1,0
176086546,31.185632732807736,117.19747521433494,38.9909,10.820706,-5.869752,-2.8253136,0.2509224,802,1,1,1,0
176339614,31.185632732807736,117.19747521433494,38.9909,10.820706,-5.869752,-2.8253136,0.38132244,802,1,1,1,0
