timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
20555116,20534146,527633,0.30707514,-0.03828081,0.39723906,3
21055078,21024127,527633,0.30618054,-0.048579685,0.39594558,3
21535078,21514125,527633,0.3057177,-0.048585307,0.39980516,3
22095098,22094119,527633,0.31372106,-0.06394345,0.38680652,3
22515088,22514128,527633,0.32081175,-0.053491265,0.3903269,3
23075125,23074166,527633,0.31916502,-0.05016732,0.38979727,3
23495077,23494118,527633,0.26042363,-0.023583082,0.4244341,3
24055081,24054119,527633,0.20247178,-0.03692372,0.4520325,3
24575077,24544126,527633,0.2179818,-0.051374134,0.44213703,3
25055078,25034131,527633,0.23319446,-0.03448068,0.4438668,3
25555099,25524125,527633,0.23208973,-0.034047917,0.44173604,3
26035152,26014139,527633,0.24255006,-0.026998308,0.44506502,3
26575078,26574118,527633,0.2313304,-0.04867784,0.42945024,3
26995088,26994128,527633,0.2518649,-0.042723887,0.42923978,3
27555094,27554134,527633,0.278829,-0.098772824,0.4070499,3
28095078,28044135,527633,0.28229928,-0.094514996,0.3986581,3
28555084,28534124,527633,0.28549704,-0.1007548,0.40108144,3
29055078,29024127,527633,0.28457937,-0.09036963,0.39896077,3
29535079,29514121,527633,0.29343086,-0.060298037,0.3977353,3
30095082,30074122,527633,0.30482876,-0.04200901,0.39709413,3
30535081,30514141,527633,0.31359315,-0.03459125,0.39311215,3
31095079,31074122,527633,0.32072186,-0.029659297,0.39349017,3
31595141,31564135,527633,0.32477716,0.019240623,0.3823439,3
32075089,32054124,527633,0.30765253,0.07931805,0.37628073,3
32555095,32554132,527633,0.31551293,0.08430971,0.37500256,3
33095077,33044138,527633,0.33228576,0.08787175,0.36725396,3
33535078,33534119,527633,0.3323996,0.09005255,0.36901087,3
34095078,34094118,527633,0.32818568,0.07387604,0.36668286,3
34555142,34534137,527633,0.33002445,0.07379044,0.372199,3
35055079,35024131,527633,0.33526847,0.06056694,0.37521112,3
35535082,35514135,527633,0.33717382,-0.0050540753,0.37233838,3
36095078,36074130,527633,0.33742878,-0.031567805,0.37409317,3
36595090,36564130,527633,0.35363936,-0.07246294,0.35106397,3
37075087,37054127,527633,0.344666,-0.07439582,0.3444407,3
37575077,37544121,527633,0.3231836,-0.06848945,0.35283017,3
38055077,38034130,527633,0.37072334,-0.080231935,0.3306108,3
38535079,38524132,527633,0.35625282,-0.07535039,0.3300969,3
39095082,39084123,527633,0.34555814,-0.06923552,0.34295064,3
39515122,39504124,527633,0.3700356,-0.0665136,0.3231703,3
40075080,40064119,527633,0.36413264,-0.050931945,0.339207,3
40495095,40484157,527633,0.36371055,-0.06666882,0.33570543,3
41075095,41064125,527633,0.3771969,-0.11128531,0.3205185,3
41595114,41554131,527633,0.36782846,-0.121138446,0.3139588,3
42055078,42044149,527633,0.36983782,-0.13270429,0.30712706,3
42575081,42534135,527633,0.3775588,-0.11868916,0.3011694,3
43075102,43074142,527633,0.37105522,-0.00810153,0.338121,3
43495077,43494119,527633,0.35501823,-0.028197719,0.3604933,3
44055082,44054119,527633,0.3387948,-0.032133117,0.37535328,3
44595090,44544124,527633,0.32981536,-0.033636108,0.37761217,3
45095084,45094118,527633,0.32338393,-0.02387074,0.39425215,3
45515110,45514149,527633,0.2477139,-0.033682823,0.42975083,3
46075084,46074124,527633,0.21483864,-0.030072486,0.44228095,3
46495078,46494119,527633,0.22730762,-0.028187456,0.44676223,3
47075142,47064151,527633,0.24047802,-0.009672489,0.44135773,3
47595108,47554132,527633,0.26755002,0.0021501586,0.4216473,3
48055080,48044123,527633,0.24471366,-0.0806281,0.4324276,3
48575082,48534123,527633,0.25213248,-0.041013397,0.42476368,3
