timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,photo_switch,video_switch,payload_power_switch,engage_main_motor_switch
19785013,19761778,2,1,1,0,0,0,0,0,0,0,0,0,0
20796328,20775103,2,1,1,0,0,0,0,0,0,0,0,0,0
21389299,21365779,3,4,1,0,0,0,0,0,0,0,0,0,0
22407319,22383696,3,4,1,0,0,0,0,0,0,0,0,0,0
23427662,23404182,3,4,1,0,0,0,0,0,0,0,0,0,0
24438305,24414541,3,4,1,0,0,0,0,0,0,0,0,0,0
25446956,25422380,3,4,1,0,0,0,0,0,0,0,0,0,0
26466294,26445334,3,4,1,0,0,0,0,0,0,0,0,0,0
27484072,27461237,3,4,1,0,0,0,0,0,0,0,0,0,0
28497055,28473772,3,4,1,0,0,0,0,0,0,0,0,0,0
29498002,29476937,3,4,1,0,0,0,0,0,0,0,0,0,0
30506015,30482008,3,4,1,0,0,0,0,0,0,0,0,0,0
31515876,31494867,3,4,1,0,0,0,0,0,0,0,0,0,0
32516463,32492784,3,4,1,0,0,0,0,0,0,0,0,0,0
33526898,33503371,3,4,1,0,0,0,0,0,0,0,0,0,0
34547742,34523596,3,4,1,0,0,0,0,0,0,0,0,0,0
35547791,35524639,3,4,1,0,0,0,0,0,0,0,0,0,0
36548172,36524496,3,4,1,0,0,0,0,0,0,0,0,0,0
37548662,37527665,3,4,1,0,0,0,0,0,0,0,0,0,0
38556305,38533791,3,4,1,0,0,0,0,0,0,0,0,0,0
39561834,39538709,3,4,1,0,0,0,0,0,0,0,0,0,0
40569831,40546236,3,4,1,0,0,0,0,0,0,0,0,0,0
41575199,41552118,3,4,1,0,0,0,0,0,0,0,0,0,0
42578146,42554920,3,4,1,0,0,0,0,0,0,0,0,0,0
43589186,43567970,3,4,1,0,0,0,0,0,0,0,0,0,0
44604125,44580646,3,4,1,0,0,0,0,0,0,0,0,0,0
45619487,45595882,3,4,1,0,0,0,0,0,0,0,0,0,0
46629869,46606545,3,4,1,0,0,0,0,0,0,0,0,0,0
47632759,47610105,3,4,1,0,0,0,0,0,0,0,0,0,0
48653328,48629891,3,4,1,0,0,0,0,0,0,0,0,0,0
49653668,49630815,3,4,1,0,0,0,0,0,0,0,0,0,0
50654411,50630623,3,4,1,0,0,0,0,0,0,0,0,0,0
51664455,51641781,3,4,1,0,0,0,0,0,0,0,0,0,0
52667414,52644181,3,4,1,0,0,0,0,0,0,0,0,0,0
53683059,53659452,3,4,1,0,0,0,0,0,0,0,0,0,0
54698315,54675526,3,4,1,0,0,0,0,0,0,0,0,0,0
55706250,55683210,3,4,1,0,0,0,0,0,0,0,0,0,0
56717043,56693225,3,4,1,0,0,0,0,0,0,0,0,0,0
57732404,57711337,3,4,1,0,0,0,0,0,0,0,0,0,0
58745018,58721845,3,4,1,0,0,0,0,0,0,0,0,0,0
59750569,59727063,3,4,1,0,0,0,0,0,0,0,0,0,0
60750912,60727921,3,4,1,0,0,0,0,0,0,0,0,0,0
61758934,61735672,3,4,1,0,0,0,0,0,0,0,0,0,0
62767184,62743528,3,4,1,0,0,0,0,0,0,0,0,0,0
63782378,63758843,3,4,1,0,0,0,0,0,0,0,0,0,0
64787683,64764981,3,4,1,0,0,0,0,0,0,0,0,0,0
65800596,65777377,3,4,1,0,0,0,0,0,0,0,0,0,0
66816204,66792727,3,4,1,0,0,0,0,0,0,0,0,0,0
67831605,67810567,3,4,1,0,0,0,0,0,0,0,0,0,0
68838009,68816625,3,4,1,0,0,0,0,0,0,0,0,0,0
69852291,69829009,3,4,1,0,0,0,0,0,0,0,0,0,0
70865330,70844292,3,4,1,0,0,0,0,0,0,0,0,0,0
71873456,71850370,3,4,1,0,0,0,0,0,0,0,0,0,0
