timestamp,rpm_estimate,rpm_raw
20144115,-3e-45,0.0
20154124,-3e-45,0.0
20344114,-3e-45,0.0
20544130,-3e-45,0.0
20744127,-3e-45,0.0
20944116,-3e-45,0.0
21144112,-3e-45,0.0
21344111,-3e-45,0.0
21544112,-3e-45,0.0
21744111,-3e-45,0.0
21944111,-3e-45,0.0
22144112,-3e-45,0.0
22344111,-3e-45,0.0
22544112,-3e-45,0.0
22744112,-3e-45,0.0
22944112,-3e-45,0.0
23144114,-3e-45,0.0
23344112,-3e-45,0.0
23544111,-3e-45,0.0
23744111,-3e-45,0.0
23944112,-3e-45,0.0
24144133,-3e-45,0.0
24344125,-3e-45,0.0
24544111,-3e-45,0.0
24744112,-3e-45,0.0
24944111,-3e-45,0.0
25144111,-3e-45,0.0
25344137,-3e-45,0.0
25544111,-3e-45,0.0
25744113,-3e-45,0.0
25944112,-3e-45,0.0
26144111,-3e-45,0.0
26344111,-3e-45,0.0
26544111,-3e-45,0.0
26744111,-3e-45,0.0
26944112,-3e-45,0.0
27144111,-3e-45,0.0
27344111,-3e-45,0.0
27544114,-3e-45,0.0
27744111,-3e-45,0.0
27944112,-3e-45,0.0
28144112,-3e-45,0.0
28344111,-3e-45,0.0
28544124,-3e-45,0.0
28744112,0.020132717,0.0
28944125,0.00023211441,0.0
29144117,2.6760968e-06,0.0
29344111,-0.18774459,0.0
29544111,-0.0021645478,0.0
29744111,-2.495554e-05,0.0
29944112,-2.8771785e-07,0.0
30144111,-3.317161e-09,0.0
30344111,-3.8244265e-11,0.0
30544112,-4.4092638e-13,0.0
30744112,-5.083535e-15,0.0
30944114,-5.860916e-17,0.0
31144111,-6.757177e-19,0.0
31344112,-7.7904944e-21,0.0
31544112,-8.981828e-23,0.0
31744111,-1.0355344e-24,0.0
31944111,-1.19389e-26,0.0
32144111,-1.3764614e-28,0.0
32344112,-1.5869518e-30,0.0
32544111,-1.8296308e-32,0.0
32744112,-2.1094205e-34,0.0
32944124,-2.4319962e-36,0.0
33144142,-2.8039007e-38,0.0
33344111,-3.23267e-40,0.0
33544112,-3.727e-42,0.0
33744111,-4.2e-44,0.0
33944112,-3e-45,0.0
34144111,-3e-45,0.0
34344114,-3e-45,0.0
34544111,-3e-45,0.0
34744111,-3e-45,0.0
34944111,-3e-45,0.0
35144112,-3e-45,0.0
35344112,-3e-45,0.0
35544113,-3e-45,0.0
35744111,-3e-45,0.0
35944111,-3e-45,0.0
36144111,-3e-45,0.0
36344155,-3e-45,0.0
36544112,-3e-45,0.0
36744111,-3e-45,0.0
36944111,-3e-45,0.0
37144110,-3e-45,0.0
37344111,-0.29296958,-1.4648479
37544111,0.00083263835,0.0
37744112,0.03111421,0.0
37944111,0.00035872243,0.0
38144111,0.015543923,0.0
38344111,0.00017920921,0.0
38544112,2.0661414e-06,0.0
38744114,2.3820988e-08,0.0
38944111,0.001063771,0.0
39144111,1.2264444e-05,0.0
39344111,1.4139941e-07,0.0
39544111,1.6302243e-09,0.0
39744112,1.8795205e-11,0.0
39944114,2.1669392e-13,0.0
40144139,0.0012804036,0.0
40344112,0.006419511,0.0
40544111,0.0012013928,0.0
40744111,1.3851115e-05,0.0
40944111,1.5969252e-07,0.0
41144111,1.8411296e-09,0.0
41344111,2.122678e-11,0.0
41544111,2.4472815e-13,0.0
41744111,2.8215237e-15,0.0
41944114,3.2529956e-17,0.0
42144111,3.7504485e-19,0.0
