timestamp,flight_phase
21143415,0
22131207,0
23129310,0
24127035,0
25144968,0
26142861,0
27130801,0
28128740,0
29126752,0
30124842,0
31142559,0
32130483,0
33128426,0
34126382,0
35144543,0
36122494,0
37130311,0
38128186,0
39126242,0
40144015,0
41131978,0
42129939,0
43128132,0
44125845,0
45144007,0
46131793,0
47129708,0
48127671,0
49125624,0
50143590,0
51131567,0
52129496,0
53127519,0
54145660,0
55143399,0
56131427,0
57129333,0
58127310,0
59125538,0
60143153,0
61131123,0
62129147,0
63127053,0
64145020,0
65143056,0
66130901,0
67128852,0
68126912,0
69124824,0
70142698,0
71130661,0
72128613,0
73126648,0
74144597,0
75142490,0
76130496,0
77128680,0
78126454,0
79124344,0
80122455,0
81130150,0
82128162,0
83126055,0
84144301,0
85131935,0
86130095,0
87127885,0
88125775,0
89143739,0
90131661,0
91129610,0
92127629,0
93125749,0
94143444,0
95131462,0
96129495,0
97127605,0
98125229,0
99143302,0
100131095,0
101129084,0
102127173,0
103145023,0
104142847,0
105130782,0
106128730,0
107126892,0
108124675,0
109142510,0
110130680,0
111128551,0
112126633,0
113144311,0
114122455,0
115130326,0
116128088,0
117145996,0
118124018,0
119131889,0
120129829,0
121127832,0
122125698,0
123143590,0
124131548,0
125129486,0
126127488,0
127145520,0
128123289,0
129131231,0
130129271,0
131127148,0
132125092,0
133142912,0
134130918,0
135128814,0
136126737,0
137144672,0
138142567,0
139130508,0
140128479,0
141126380,0
142124341,0
143132223,0
144130187,0
145128108,0
146126005,0
147143953,0
148131958,0
149129942,0
150127939,0
151125989,0
152143520,0
153131469,0
154129625,0
155127345,0
156125243,0
157143140,0
158131311,0
159129034,0
160126967,0
161124862,0
162142745,0
163130691,0
164128625,0
165126636,0
166144516,0
167142557,0
168130449,0
169128334,0
170126146,0
171144263,0
172132172,0
173130002,0
174127847,0
175125773,0
176143701,0
