timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,wheel_rate_integ
18992314,0.0,0.0,0.0,0.0
21412294,0.0,0.0,0.0,0.0
21414787,0.0,0.0,0.0,0.0
21614371,0.0,0.0,0.0,0.0
21813958,0.0,0.0,0.0,0.0
22013544,0.0,0.0,0.0,0.0
22213129,0.0,0.0,0.0,0.0
22412732,0.0,0.0,0.0,0.0
22612299,0.0,0.0,0.0,0.0
22816879,0.0,0.0,0.0,0.0
23016464,0.0,0.0,0.0,0.0
23216050,0.0,0.0,0.0,0.0
23415639,0.0,0.0,0.0,0.0
23615226,0.0,0.0,0.0,0.0
23812316,0.0,0.0,0.0,0.0
24011905,0.0,0.0,0.0,0.0
24216478,0.0,0.0,0.0,0.0
24416066,0.0,0.0,0.0,0.0
24615654,0.0,0.0,0.0,0.0
24815238,0.0,0.0,0.0,0.0
25014827,0.0,0.0,0.0,0.0
25214414,0.0,0.0,0.0,0.0
25414001,0.0,0.0,0.0,0.0
25613586,0.0,0.0,0.0,0.0
25815669,0.0,0.0,0.0,0.0
26015255,0.0,0.0,0.0,0.0
26214846,0.0,0.0,0.0,0.0
26414428,0.0,0.0,0.0,0.0
26614017,0.0,0.0,0.0,0.0
26813602,0.0,0.0,0.0,0.0
27015687,0.0,0.0,0.0,0.0
27215277,0.0,0.0,0.0,0.0
27414864,0.0,0.0,0.0,0.0
27614453,0.0,0.0,0.0,0.0
27814038,0.0,0.0,0.0,0.0
28013639,0.0,0.0,0.0,0.0
28213213,0.0,0.0,0.0,0.0
28415294,0.0,0.0,0.0,0.0
28614881,0.0,0.0,0.0,0.0
28814473,0.0,0.0,0.0,0.0
29014056,0.0,0.0,0.0,0.0
29213656,0.0,0.0,0.0,0.0
29413234,0.0,0.0,0.0,0.0
29612822,0.0,0.0,0.0,0.0
29814917,0.0,0.0,0.0,0.0
30014502,0.0,0.0,0.0,0.0
30214091,0.0,0.0,0.0,0.0
30413685,0.0,0.0,0.0,0.0
30613426,0.0,0.0,0.0,0.0
30812988,0.0,0.0,0.0,0.0
31012560,0.0,0.0,0.0,0.0
31217050,0.0,0.0,0.0,0.0
31416626,0.0,0.0,0.0,0.0
31616193,0.0,0.0,0.0,0.0
31815790,0.0,0.0,0.0,0.0
32012874,0.0,0.0,0.0,0.0
32212460,0.0,0.0,0.0,0.0
32412053,0.0,0.0,0.0,0.0
32616630,0.0,0.0,0.0,0.0
32816219,0.0,0.0,0.0,0.0
33015806,0.0,0.0,0.0,0.0
33215395,0.0,0.0,0.0,0.0
33414983,0.0,0.0,0.0,0.0
