timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
20147437,20147316,-0.71657985,-0.14795236,0.0,nan,nan,nan,nan,nan
20149935,20149811,-0.71657985,-0.14795236,0.0,nan,nan,nan,nan,nan
20249726,20249603,0.36634526,-0.23612408,0.0,nan,nan,nan,nan,nan
20349522,20349396,0.13333337,-0.13333337,0.0,nan,nan,nan,nan,nan
20449311,20449189,0.16049388,-0.16049388,0.0,nan,nan,nan,nan,nan
20551595,20551476,0.16049388,-0.16049388,0.0,nan,nan,nan,nan,nan
20648896,20648775,0.16049388,-0.16049388,0.0,nan,nan,nan,nan,nan
20751179,20751062,0.16049388,-0.16049388,0.0,nan,nan,nan,nan,nan
20848477,20848360,0.16049388,-0.16049388,0.0,nan,nan,nan,nan,nan
20950763,20950648,0.16049388,-0.16049388,0.0,nan,nan,nan,nan,nan
21048060,21047946,0.16049388,-0.16049388,0.0,nan,nan,nan,nan,nan
21150348,21150234,0.16049388,-0.16049388,0.0,nan,nan,nan,nan,nan
21252641,21252522,0.16049388,-0.16049388,0.0,nan,nan,nan,nan,nan
21349931,21349820,0.16049388,-0.16049388,0.0,nan,nan,nan,nan,nan
21452233,21452108,0.66677505,-0.22363661,0.0049873563,nan,nan,nan,nan,nan
21549526,21549406,0.6811147,-0.22311026,-0.008245679,nan,nan,nan,nan,nan
21651819,21651693,0.66801506,-0.20444633,-0.020234,nan,nan,nan,nan,nan
21749113,21748993,0.66426975,-0.18775994,-0.020697188,nan,nan,nan,nan,nan
21848906,21848785,0.67642605,-0.15280393,-0.030069359,nan,nan,nan,nan,nan
21951193,21951073,0.66610277,-0.14007992,-0.03927964,nan,nan,nan,nan,nan
22048488,22048371,0.6522288,-0.12147504,-0.04702856,nan,nan,nan,nan,nan
22150779,22150659,0.6634883,-0.11254849,-0.04712848,nan,nan,nan,nan,nan
22248076,22247957,0.6752133,-0.11420431,-0.03792142,nan,nan,nan,nan,nan
22350367,22350245,0.6814835,-0.11555066,-0.030278388,nan,nan,nan,nan,nan
22447664,22447543,0.6939486,-0.12172782,-0.033455305,nan,nan,nan,nan,nan
22549950,22549831,0.7024574,-0.11700829,-0.04175586,nan,nan,nan,nan,nan
22652236,22652119,0.7061807,-0.11164977,-0.038657777,nan,nan,nan,nan,nan
22749539,22749417,0.7065651,-0.09869473,-0.03449195,nan,nan,nan,nan,nan
22851824,22851705,0.7154445,-0.10577987,-0.028437924,nan,nan,nan,nan,nan
22949122,22949004,0.70902354,-0.14237107,-0.0136560425,nan,nan,nan,nan,nan
23051410,23051292,0.6771708,-0.2222242,0.014575955,nan,nan,nan,nan,nan
23148715,23148590,0.64737743,-0.34352088,0.06051902,nan,nan,nan,nan,nan
23250994,23250878,0.63434494,-0.48241737,0.098568834,nan,nan,nan,nan,nan
23350790,23350671,0.6108516,-0.6055675,0.11847081,nan,nan,nan,nan,nan
23450584,23450464,0.578698,-0.68480784,0.12880693,nan,nan,nan,nan,nan
23550374,23550258,0.507308,-0.71715164,0.117524914,nan,nan,nan,nan,nan
23650171,23650051,0.43912444,-0.71349186,0.096926354,nan,nan,nan,nan,nan
23749964,23749844,0.37758133,-0.7005853,0.07491994,nan,nan,nan,nan,nan
23849763,23849638,0.31360072,-0.69364876,0.055087507,nan,nan,nan,nan,nan
23949550,23949431,0.25516003,-0.6685651,0.025613194,nan,nan,nan,nan,nan
24051841,24051719,0.22796991,-0.6100372,-0.0014150373,nan,nan,nan,nan,nan
24149135,24149017,0.21272238,-0.50684386,-0.040586006,nan,nan,nan,nan,nan
24251424,24251306,0.17922154,-0.4044827,-0.09227316,nan,nan,nan,nan,nan
24348730,24348604,0.10877876,-0.33886012,-0.12451264,nan,nan,nan,nan,nan
24451022,24450892,0.027581347,-0.22640191,-0.1568424,nan,nan,nan,nan,nan
24548313,24548191,-0.011090503,-0.09371758,-0.21198118,nan,nan,nan,nan,nan
24650597,24650479,-0.043277834,-0.0013560185,-0.27701738,nan,nan,nan,nan,nan
24752888,24752768,-0.048058353,0.006778682,-0.30350688,nan,nan,nan,nan,nan
24850187,24850066,0.015146735,-0.0579693,-0.29053134,nan,nan,nan,nan,nan
24949977,24949859,0.1178801,-0.1923092,-0.23601793,nan,nan,nan,nan,nan
25049773,25049653,0.20926358,-0.3400447,-0.1528157,nan,nan,nan,nan,nan
25149569,25149447,0.27749622,-0.42300296,-0.070870616,nan,nan,nan,nan,nan
25249360,25249240,0.29503086,-0.43147865,-0.03814014,nan,nan,nan,nan,nan
25349154,25349033,0.263866,-0.38956958,-0.052279525,nan,nan,nan,nan,nan
25451439,25451322,0.2276567,-0.354211,-0.09059584,nan,nan,nan,nan,nan
25548744,25548620,0.21858153,-0.33205548,-0.11089688,nan,nan,nan,nan,nan
25651027,25650909,0.2194587,-0.33507365,-0.1143107,nan,nan,nan,nan,nan
25748329,25748207,0.22997037,-0.3494546,-0.10923168,nan,nan,nan,nan,nan
25850614,25850496,0.26179057,-0.3541022,-0.095425546,nan,nan,nan,nan,nan
25947916,25947795,0.2908351,-0.36089697,-0.089877844,nan,nan,nan,nan,nan
26050198,26050083,0.29570782,-0.36081523,-0.08769711,nan,nan,nan,nan,nan
26152489,26152371,0.30350316,-0.3818196,-0.07478975,nan,nan,nan,nan,nan
26249796,26249670,0.30062953,-0.39861086,-0.061942328,nan,nan,nan,nan,nan
26352079,26351959,0.30832976,-0.38933104,-0.060188793,nan,nan,nan,nan,nan
26449391,26449257,0.3009094,-0.35585278,-0.08269722,nan,nan,nan,nan,nan
26551666,26551546,0.275004,-0.31332585,-0.10373645,nan,nan,nan,nan,nan
26648976,26648845,0.2583689,-0.2861145,-0.107396044,nan,nan,nan,nan,nan
26751259,26751133,0.24163501,-0.2422844,-0.117381155,nan,nan,nan,nan,nan
26851055,26850928,0.23500456,-0.21193562,-0.13701609,nan,nan,nan,nan,nan
26950840,26950721,0.15077604,-0.12320255,-0.16774715,nan,nan,nan,nan,nan
27050807,27050516,-0.016391125,0.10447974,-0.24993181,nan,nan,nan,nan,nan
27147939,27147813,-0.18090719,0.42199558,-0.35128582,nan,nan,nan,nan,nan
27250367,27250102,-0.2512831,0.6521267,-0.35357645,nan,nan,nan,nan,nan
27347521,27347401,-0.272293,0.7840731,-0.3292871,nan,nan,nan,nan,nan
27449940,27449689,-0.25171658,0.83439666,-0.30252495,nan,nan,nan,nan,nan
27552097,27551978,-0.23043539,0.86362445,-0.29470664,nan,nan,nan,nan,nan
27649505,27649277,-0.2217307,0.8461002,-0.28911805,nan,nan,nan,nan,nan
27751683,27751566,-0.22381927,0.83250844,-0.29523835,nan,nan,nan,nan,nan
27849075,27848864,-0.20650162,0.85098374,-0.3030595,nan,nan,nan,nan,nan
27951273,27951153,-0.20171414,0.85142756,-0.31233573,nan,nan,nan,nan,nan
28048699,28048452,-0.20888747,0.85375106,-0.30987638,nan,nan,nan,nan,nan
28150860,28150741,-0.20627297,0.86068916,-0.30575573,nan,nan,nan,nan,nan
28250667,28250535,-0.20810188,0.8639251,-0.3158551,nan,nan,nan,nan,nan
28350445,28350329,-0.22590245,0.8844727,-0.31941855,nan,nan,nan,nan,nan
28450240,28450122,-0.24448876,0.9023861,-0.30510035,nan,nan,nan,nan,nan
28550037,28549916,-0.23937772,0.8953351,-0.2998933,nan,nan,nan,nan,nan
28649830,28649710,-0.20994522,0.8611294,-0.30567253,nan,nan,nan,nan,nan
28749626,28749504,-0.18562014,0.8355827,-0.31460327,nan,nan,nan,nan,nan
28849430,28849298,-0.16484056,0.81241935,-0.3145128,nan,nan,nan,nan,nan
