timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2],xyz_derivative[0],xyz_derivative[1],xyz_derivative[2]
20147400,20147316,-0.031768944,-0.046224065,0.07085604,2.877225,0.29241017,-0.30008808
20149897,20149811,-0.031084135,-0.045600317,0.06850649,1.8747914,0.30218264,-0.49847332
20169850,20169769,-0.04699526,-0.040384207,0.070793614,1.2515259,1.7012995,0.31553978
20189812,20189728,-0.039771676,0.0024965801,0.0573396,0.42206118,1.4654071,-0.46679097
20207276,20207191,0.0031135213,0.012445882,0.056005493,3.029993,1.302037,0.00729163
20229726,20229645,0.038175806,0.02829935,0.04682579,0.0728225,0.5585057,-0.60924816
20249687,20249603,0.048156198,0.058854718,0.046687648,-1.4177616,1.7545749,-0.06239347
20272137,20272057,-0.01140911,0.06456606,0.031264916,-2.260035,-1.2111568,-0.60104513
20289607,20289520,-0.024186976,0.034991357,0.031833574,0.61136067,-1.4131807,-0.16413236
20309559,20309479,0.024825502,0.030959198,0.027983025,5.329709,-1.0475394,0.017684085
20332078,20331932,0.06402916,0.014384444,0.017610535,4.0394726,-0.26446998,-0.11296152
20349484,20349396,-0.056201365,0.0048067635,-0.017283184,-8.545614,-0.6467333,-2.2092364
20369466,20369355,-0.106577724,-0.004689263,-0.024635134,-3.1786582,-1.1476074,-0.23884824
20389396,20389313,-0.04992753,-0.004182038,-0.045342505,1.6650549,1.2750134,-0.8893052
20411848,20411766,0.0074436804,-0.00047702692,-0.060097955,0.95047086,-0.6643952,-0.90571415
20429313,20429230,-0.029370297,-0.0052698515,-0.07610002,-0.47585905,0.10230262,-0.8915363
20449273,20449189,-0.026532318,0.0006705306,-0.074598685,-0.01483522,0.15889244,0.11188859
20471725,20471642,-0.089659534,-0.007523041,-0.079615936,-3.4978979,-0.31718636,-0.103806786
20489189,20489106,-0.10363307,-0.0077855606,-0.07468672,0.10228579,-0.17107503,0.1112438
20509149,20509065,-0.03742397,-0.009869763,-0.055096578,2.4089081,0.05588519,0.9417835
20531646,20531518,-0.07547471,-0.010845903,-0.043746248,-2.0265226,0.2368004,0.7360097
20551559,20551476,-0.104122005,-0.022938123,-0.026646951,-0.70333976,-0.6510034,1.0634046
20569022,20568940,-0.074516386,-0.0223911,-0.017225612,1.5635676,-0.22878927,0.59918505
20588982,20588899,-0.08303996,-0.031838678,0.00067816814,-0.5349052,-0.88533753,0.6890959
20611434,20611352,-0.056072656,-0.03928738,0.017862065,1.5843987,-0.19153176,0.81144774
20628898,20628816,-0.04581318,-0.03741431,0.026795331,0.28093418,-0.27014586,0.24742122
20648858,20648775,-0.07487629,-0.03456318,0.03525612,-1.9807477,0.40868127,0.3611863
20671309,20671228,-0.067316,-0.027404342,0.04265922,1.8782648,0.032819968,0.28057003
20691269,20691186,-0.05459332,-0.02179291,0.04627085,-0.32053822,0.2889129,0.15281156
20708733,20708650,-0.06311111,-0.007351543,0.041948155,-0.31658092,0.99289036,-0.5964094
20731217,20731104,-0.04490573,0.010617057,0.042518783,1.1779096,0.65097946,0.0036264602
20751144,20751062,-0.050422955,0.026665937,0.03157022,-1.1466831,0.6887056,-0.47792473
20768610,20768526,-0.05666489,0.029487543,0.026242403,-0.0034418416,-0.16297053,-0.2832107
20791066,20790980,-0.04367334,0.035510395,0.017401334,0.3495556,-0.2276656,-0.093252495
20811018,20810938,-0.03506572,0.034645546,0.0073065246,0.3953148,0.27719903,-0.29502618
20830979,20830897,-0.039442535,0.03164049,0.0050216084,0.0052376026,-0.43316954,0.23893139
20848442,20848360,-0.02393407,0.027390482,-0.0077127633,0.73033035,-0.34902543,-0.8059423
20870894,20870814,-0.021538552,0.02283736,-0.0077710818,-0.14438333,-0.444122,-0.54472613
20890853,20890772,-0.020822562,0.018061254,-0.0006140219,0.26427093,-0.15794799,0.2754547
20908315,20908236,-0.01377005,0.0084354635,0.0059357462,0.68923295,-0.33185443,0.48822683
20930796,20930689,-0.014832641,0.00770669,0.013869419,0.1287649,-0.39573395,0.3020841
20950730,20950648,-0.01769152,0.0094328895,0.02515332,-0.014832956,0.06266044,0.56379485
20970693,20970607,-0.003916565,0.011896471,0.033192676,0.3288714,0.3818481,0.09101421
20988152,20988070,-0.0031911365,0.010483751,0.038889386,-0.12729888,-0.3826976,0.025100498
21010606,21010524,0.0064211283,0.01516095,0.050086673,0.706572,0.45997185,0.57260036
21030565,21030482,0.011663171,0.015960176,0.057407167,-0.18045612,-0.2532204,0.27691218
21048026,21047946,-0.003856798,0.0145642795,0.059900295,-0.86818576,-0.006687861,0.53394675
21070480,21070400,-0.007470737,0.022716433,0.055968255,0.28649995,0.0056305244,-0.09002523
21090438,21090358,0.002412301,0.02377015,0.05542977,0.4551102,0.11589644,-0.063299365
21110397,21110317,0.0011216723,0.02743234,0.05249684,0.0643511,0.34770903,-0.14995997
21127876,21127781,0.0060148314,0.031064777,0.047856677,0.515423,-0.044771917,-0.08848568
21150315,21150234,0.010482569,0.033601254,0.03947361,-0.1388811,-0.015044297,-0.65812176
21170272,21170192,-0.003685085,0.039003454,0.030915998,-0.4325746,0.17264093,-0.35451394
21187735,21187656,-0.0014017058,0.03995806,0.021544479,0.027118476,0.23365818,-0.3805962
21210188,21210110,-0.0041106157,0.043211635,0.01128847,-0.35715306,-0.10385595,-0.3581744
21230147,21230068,-0.019492228,0.04045283,0.0028304916,-0.89269406,-0.1673637,-0.5809426
21252603,21252522,-0.026572105,0.034722093,-0.0053431825,-0.27357587,-0.22719078,-0.3460662
21270066,21269985,-0.028776582,0.032552566,-0.0145566985,-0.025683748,-0.31634232,-0.34121895
21290024,21289944,-0.029562434,0.02809561,-0.024042571,0.123554826,0.16431284,-0.4825566
21309983,21309903,-0.021721834,0.015236834,-0.03006755,0.43148288,-0.5431429,-0.29108256
21327446,21327366,-0.01194383,0.0036109714,-0.033601426,0.17563891,-0.7296088,-0.26431888
21349899,21349820,-0.01145693,-0.007542032,-0.031138945,-0.043400157,-0.7457023,-0.050759476
21369857,21369778,-0.018091997,-0.020811873,-0.019390732,-1.0840544e-05,-0.7608098,0.80789536
