timestamp,timestamp_sample,information_event_changes,gps_checks_passed,reset_vel_to_gps,reset_vel_to_flow,reset_vel_to_vision,reset_vel_to_zero,reset_pos_to_last_known,reset_pos_to_gps,reset_pos_to_vision,starting_gps_fusion,starting_vision_pos_fusion,starting_vision_vel_fusion,starting_vision_yaw_fusion,yaw_aligned_to_imu_gps,reset_hgt_to_baro,reset_hgt_to_gps,reset_hgt_to_rng,reset_hgt_to_ev
20083568,846382,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21088726,846382,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21098488,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
22103753,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
23109328,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
24114228,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
25119293,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
26124563,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
27129751,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
28135000,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
29140394,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
30145418,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
31150706,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
32155876,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
33161282,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
34166651,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
35171690,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
36177036,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
37182042,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
38187278,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
39192521,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
40197786,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
41203017,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
42208248,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
43213506,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
44218761,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
45224048,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
46229273,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
47234769,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
48240071,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
49245459,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
50250263,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
51255510,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
52260766,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
53266016,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
54271271,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
55276588,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
56281787,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
57287073,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
58292336,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
59297626,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
60303092,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
61308365,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
62313546,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
63318549,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
64323855,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
65329292,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
66334558,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
67339619,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
68345013,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
69350038,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
70355319,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
71360543,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
72365806,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
73371126,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
74376341,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
75382462,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
76386728,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
77392001,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
78397211,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
79402480,20910806,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
