timestamp,imbalanced_prop_metric,motor_failure_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
19786507,0.019389981,0,0,0,0,0,0,0,0,0
20288665,0.015331101,0,0,0,0,0,0,0,0,0
20794663,0.012763313,0,0,0,0,0,0,0,0,0
21300663,0.010594838,0,0,0,0,0,0,0,0,0
21410889,0.010409883,0,0,0,0,0,0,0,0,0
21916923,0.008988098,0,0,0,0,0,0,0,0,0
22422774,0.0075089596,0,0,0,0,0,0,0,0,0
22928709,0.006826298,0,0,0,0,0,0,0,0,0
23434667,0.004190796,0,0,0,0,0,0,0,0,0
23940874,0.0038162104,0,0,0,0,0,0,0,0,0
24446846,0.0023565828,0,0,0,0,0,0,0,0,0
24952667,0.0018099785,0,0,0,0,0,0,0,0,0
25458668,0.0024677727,0,0,0,0,0,0,0,0,0
25964666,0.0021185037,0,0,0,0,0,0,0,0,0
26470821,0.00072790234,0,0,0,0,0,0,0,0,0
26976686,0.0010191028,0,0,0,0,0,0,0,0,0
27483658,0.0038860936,0,0,0,0,0,0,0,0,0
27989704,0.0033507051,0,0,0,0,0,0,0,0,0
28495667,0.0035552802,0,0,0,0,0,0,0,0,0
29002698,0.0034470037,0,0,0,0,0,0,0,0,0
29508649,0.005016112,0,0,0,0,0,0,0,0,0
30014999,0.0034581244,0,0,0,0,0,0,0,0,0
30520648,0.001489892,0,0,0,0,0,0,0,0,0
31027649,-0.00019381671,0,0,0,0,0,0,0,0,0
31533927,0.0021058875,0,0,0,0,0,0,0,0,0
32040739,0.003081617,0,0,0,0,0,0,0,0,0
32546648,0.0020744894,0,0,0,0,0,0,0,0,0
33052776,0.0007937555,0,0,0,0,0,0,0,0,0
33558649,-0.00043781765,0,0,0,0,0,0,0,0,0
34064815,-0.0015141536,0,0,0,0,0,0,0,0,0
34570900,-0.0030718471,0,0,0,0,0,0,0,0,0
35076666,-0.0042651324,0,0,0,0,0,0,0,0,0
35582662,-0.0044080555,0,0,0,0,0,0,0,0,0
36088648,-0.001130997,0,0,0,0,0,0,0,0,0
36594787,0.002052021,0,0,0,0,0,0,0,0,0
37100648,0.003248511,0,0,0,0,0,0,0,0,0
37606650,0.0033573962,0,0,0,0,0,0,0,0,0
38112668,0.0025625364,0,0,0,0,0,0,0,0,0
38618648,0.0028037217,0,0,0,0,0,0,0,0,0
39124787,0.0022176392,0,0,0,0,0,0,0,0,0
39630661,0.0039240015,0,0,0,0,0,0,0,0,0
40136650,0.0023213935,0,0,0,0,0,0,0,0,0
40643698,0.0018681367,0,0,0,0,0,0,0,0,0
41149650,0.0035174042,0,0,0,0,0,0,0,0,0
41655919,0.0034621134,0,0,0,0,0,0,0,0,0
42161649,0.0034911074,0,0,0,0,0,0,0,0,0
42667647,0.0045232717,0,0,0,0,0,0,0,0,0
43173659,-0.0017419284,0,0,0,0,0,0,0,0,0
43679648,-0.0006034025,0,0,0,0,0,0,0,0,0
44185996,0.0012209708,0,0,0,0,0,0,0,0,0
44691991,0.0042443266,0,0,0,0,0,0,0,0,0
45197648,-0.0016901796,0,0,0,0,0,0,0,0,0
