timestamp,indicated_airspeed_m_s,calibrated_airspeed_m_s,true_airspeed_m_s,calibrated_ground_minus_wind_m_s,true_ground_minus_wind_m_s,airspeed_derivative_filtered,throttle_filtered,pitch_filtered,airspeed_sensor_measurement_valid,selected_airspeed_index
20090206,-4.4659853,-4.4676347,-4.6135993,nan,nan,0.0,0.0,0.0,1,1
20190205,-4.446712,-4.4483542,-4.5936947,nan,nan,0.0,0.0,0.0,1,1
20290206,-4.4659853,-4.4676347,-4.613641,nan,nan,0.0,0.0,0.0,1,1
20490205,-4.36877,-4.3703837,-4.513148,nan,nan,0.0,0.0,0.0,1,1
20690205,-4.672745,-4.674471,-4.827125,nan,nan,0.0,0.0,0.0,1,1
20890204,-4.561129,-4.5628138,-4.7118096,nan,nan,0.0,0.0,0.0,1,1
21090204,-4.465986,-4.467635,-4.6135406,nan,nan,0.0,0.0,0.0,1,1
21290204,-4.36877,-4.3703837,-4.5132117,nan,nan,0.0,0.0,0.0,1,1
21490204,-4.319342,-4.320937,-4.462046,nan,nan,0.0,0.0,0.0,1,1
21690205,-4.2693424,-4.2709193,-4.4104285,nan,nan,0.0,0.0,0.0,1,1
21890204,-4.6234703,-4.625178,-4.7762895,nan,nan,0.0,0.0,0.0,1,1
22090204,-4.6543283,-4.6560473,-4.8081737,nan,nan,0.0,0.0,0.0,1,1
22290204,-4.36877,-4.3703837,-4.5131598,nan,nan,0.0,0.0,0.0,1,1
22490219,-4.218749,-4.220307,-4.3581185,nan,nan,0.0,0.0,0.0,1,1
22690204,-4.289412,-4.290996,-4.4310822,nan,nan,0.0,0.0,0.0,1,1
22890204,-4.561129,-4.5628138,-4.7118096,nan,nan,0.0,0.0,0.0,1,1
23090205,-4.6234703,-4.625178,-4.776259,nan,nan,0.0,0.0,0.0,1,1
23290204,-4.745698,-4.747451,-4.9025073,nan,nan,0.0,0.0,0.0,1,1
23490204,-4.7907286,-4.7924976,-4.9490886,nan,nan,0.0,0.0,0.0,1,1
23690233,-4.6543283,-4.6560473,-4.8081245,nan,nan,0.0,0.0,0.0,1,1
23890204,-4.9233522,-4.9251704,-5.086181,nan,nan,0.0,0.0,0.0,1,1
24090204,-4.9233522,-4.9251704,-5.0860705,nan,nan,0.0,0.0,0.0,1,1
24290204,-5.0383096,-5.04017,-5.2047606,nan,nan,0.0,0.0,0.0,1,1
24490205,-4.9233522,-4.9251704,-5.0861616,nan,nan,0.0,0.0,0.0,1,1
24690204,-4.966773,-4.9686074,-5.130913,nan,nan,0.0,0.0,0.0,1,1
