timestamp,frequency_hz
20144115,-0.0
20154124,-0.0
20194175,-0.0
20244113,-0.0
20294112,-0.0
20344114,-0.0
20394115,-0.0
20444113,-0.0
20494121,-0.0
20544130,-0.0
20594135,-0.0
20644112,-0.0
20694115,-0.0
20744127,-0.0
20794177,-0.0
20844112,-0.0
20894112,-0.0
20944116,-0.0
20994132,-0.0
21044112,-0.0
21094112,-0.0
21144112,-0.0
21194192,-0.0
21244113,-0.0
21294111,-0.0
21344111,-0.0
21394177,-0.0
21444113,-0.0
21494111,-0.0
21544112,-0.0
21594127,-0.0
21644111,-0.0
21694125,-0.0
21744111,-0.0
21794116,-0.0
21844111,-0.0
21894111,-0.0
21944111,-0.0
21994174,-0.0
22044111,-0.0
22094112,-0.0
22144112,-0.0
22194136,-0.0
22244111,-0.0
22294112,-0.0
22344111,-0.0
22394124,-0.0
22444111,-0.0
22494111,-0.0
22544112,-0.0
22594124,-0.0
22644112,-0.0
22694111,-0.0
22744112,-0.0
22794132,-0.0
22844112,-0.0
22894111,-0.0
22944112,-0.0
22994139,-0.0
23044112,-0.0
23094111,-0.0
23144114,-0.0
23194172,-0.0
23244112,-0.0
23294112,-0.0
23344112,-0.0
23394150,-0.0
23444112,-0.0
23494112,-0.0
23544111,-0.0
23594138,-0.0
23644113,-0.0
23694111,-0.0
23744111,-0.0
23794120,-0.0
23844112,-0.0
23894111,-0.0
23944112,-0.0
23994141,-0.0
24044111,-0.0
24094111,-0.0
24144133,-0.0
24194125,-0.0
24244111,-0.0
24294111,-0.0
24344125,-0.0
24394124,-0.0
24444111,-0.0
24494112,-0.0
24544111,-0.0
24594163,-0.0
24644111,-0.0
24694111,-0.0
24744112,-0.0
24794120,-0.0
24844117,-0.0
24894112,-0.0
24944111,-0.0
24994124,-0.0
25044112,-0.0
25094111,-0.0
25144111,-0.0
25194124,-0.0
25244111,-0.0
25294112,-0.0
25344137,-0.0
25394123,-0.0
25444112,-0.0
25494112,-0.0
25544111,-0.0
25594125,-0.0
25644113,-0.0
25694111,-0.0
25744113,-0.0
25794115,-0.0
25844112,-0.0
25894112,-0.0
25944112,-0.0
25994122,-0.0
26044111,-0.0
26094111,-0.0
26144111,-0.0
26194127,-0.0
26244112,-0.0
26294111,-0.0
26344111,-0.0
26394115,-0.0
26444124,-0.0
26494112,-0.0
26544111,-0.0
26594121,-0.0
26644112,-0.0
26694111,-0.0
26744111,-0.0
26794144,-0.0
26844111,-0.0
26894111,-0.0
26944112,-0.0
26994121,-0.0
27044112,-0.0
27094111,-0.0
27144111,-0.0
27194125,-0.0
27244111,-0.0
27294111,-0.0
27344111,-0.0
27394173,-0.0
27444112,-0.0
27494112,-0.0
