timestamp,load,ram_usage
19854701,0.25516552,0.28891167
20355211,0.3325764,0.35588863
20854701,0.27895403,0.35588863
21355176,0.25212222,0.35666156
21854801,0.2430098,0.35666156
22354702,0.2413972,0.35666156
22854702,0.24432749,0.35666156
23354727,0.24182296,0.35666156
23854819,0.24207705,0.35666156
24354703,0.2427665,0.35666156
24854750,0.2422775,0.35666156
25354775,0.24342108,0.35666156
25854703,0.24403095,0.35666156
26354767,0.24226397,0.35666156
26854702,0.24278808,0.35666156
27354701,0.24275249,0.35666156
27854727,0.24279153,0.35666156
28354702,0.24341446,0.35666156
28854813,0.24280357,0.35666156
29354774,0.24330646,0.35666156
29854702,0.2433055,0.35666156
30354702,0.24395251,0.35666156
30854727,0.24249703,0.35666156
31354735,0.24302304,0.35666156
31854702,0.2427975,0.35666156
32355028,0.24243653,0.35666156
32854703,0.24305993,0.35666156
33354704,0.243483,0.35666156
33854726,0.24252689,0.35666156
34354702,0.24354601,0.35666156
34855040,0.24263138,0.35666156
35354731,0.24463296,0.35666156
35854777,0.24292046,0.35666156
36354716,0.24314255,0.35666156
36854744,0.24190003,0.35666156
37354727,0.24340785,0.35666156
37854703,0.24439633,0.35666156
38355201,0.24242443,0.35666156
38854702,0.24444264,0.35666156
39354802,0.24495333,0.35666156
39854843,0.24332285,0.35666156
40354702,0.24516612,0.35666156
40854811,0.24328631,0.35666156
41354729,0.24449664,0.35666156
41854709,0.24327803,0.35666156
42354702,0.24436206,0.35666156
42854803,0.24323642,0.35666156
43354706,0.2438708,0.35666156
43854702,0.24364078,0.35666156
44354730,0.24306649,0.35666156
44854702,0.24426913,0.35666156
45354701,0.24449086,0.35666156
45854986,0.24225128,0.35666156
46354803,0.24371815,0.35666156
46854716,0.24374199,0.35666156
47354749,0.24437219,0.35666156
47854703,0.24392754,0.3568464
48354774,0.24311608,0.3568464
48854729,0.24455374,0.3568464
49354724,0.24379247,0.3568464
49854813,0.2459085,0.3568464
50354729,0.24572897,0.3568464
50854704,0.244784,0.3568464
51354702,0.24377543,0.3568464
51855018,0.24466062,0.3568464
52354703,0.24625248,0.35721606
52854703,0.24684149,0.35721606
53354926,0.24441516,0.35721606
53854757,0.24603146,0.35721606
54355525,0.24570578,0.35721606
54854750,0.24797684,0.35721606
55354726,0.24521601,0.35721606
55854704,0.24613202,0.35721606
56354731,0.24488652,0.35721606
56854849,0.24654251,0.35721606
57354705,0.24503392,0.35721606
57854730,0.24603349,0.35721606
58354701,0.24602246,0.35721606
58854734,0.24704152,0.35721606
59354895,0.2450372,0.35721606
59854703,0.24766332,0.35721606
60355003,0.24623442,0.35721606
60854886,0.24699801,0.35721606
61354727,0.24635553,0.35721606
61854719,0.24803752,0.35721606
62354731,0.2468682,0.35721606
62854828,0.24726033,0.35721606
63354703,0.2473005,0.35721606
63854802,0.24741799,0.35721606
64354703,0.24936801,0.35721606
64854702,0.24748737,0.35721606
65354794,0.24703777,0.35721606
65854721,0.24768865,0.35721606
66354703,0.24557352,0.35721606
66854731,0.24656552,0.35721606
67354798,0.246813,0.35721606
67854704,0.24757266,0.35721606
68354847,0.24532801,0.35721606
68854717,0.24755275,0.35721606
69354715,0.24767101,0.35721606
69854745,0.24755633,0.35721606
70354718,0.24651998,0.35721606
70854773,0.24704403,0.35721606
71354728,0.24715602,0.35721606
71854702,0.24819398,0.35721606
