timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
20772297,20771356,396321,0.4621212,0.20378788,-0.25454545,nan,0
21765856,21764915,396321,0.45454544,0.21590908,-0.27045453,nan,0
22781125,22780184,396321,0.4681818,0.22121212,-0.24242423,nan,0
23774647,23773693,396321,0.37348485,0.17651515,-0.27727273,nan,0
24768271,24767330,396321,0.38939393,0.22575757,-0.26893938,nan,0
25783511,25782570,396321,0.38484848,0.19999999,-0.27878788,nan,0
26777051,26776108,396321,0.38787878,0.20454545,-0.24999999,nan,0
27770685,27769743,396321,0.4560606,0.27727273,-0.23712121,nan,0
28785862,28784921,396321,0.4560606,0.25454545,-0.24621211,nan,0
29779467,29778525,396321,0.46287876,0.23030302,-0.24090908,nan,0
30773209,30772268,396321,0.4719697,0.21363635,-0.23863636,nan,0
31766834,31765893,396321,0.4583333,0.06969697,-0.24469696,nan,0
32782021,32781080,396321,0.46590906,0.04090909,-0.23257574,nan,0
33775656,33774715,396321,0.47348484,0.045454543,-0.22727272,nan,0
34769209,34768268,396321,0.475,0.06515151,-0.22878787,nan,0
35784418,35783477,396321,0.47045454,0.14696969,-0.24621211,nan,0
36778006,36777065,396321,0.5189394,0.24999999,-0.175,nan,0
37771683,37770742,396321,0.5159091,0.24469696,-0.21136363,nan,0
38765280,38764339,396321,0.51363635,0.24166666,-0.14318182,nan,0
39780467,39779526,396321,0.5371212,0.24393938,-0.1621212,nan,0
40774042,40773101,396321,0.52272725,0.24015151,-0.18712121,nan,0
41767900,41766959,396321,0.5386363,0.29469696,-0.14015152,nan,0
42783009,42782068,396321,0.53484845,0.24469696,-0.18333332,nan,0
43776654,43775713,396321,0.47878787,0.20227273,-0.24999999,nan,0
44770649,44769707,396321,0.4439394,0.18484847,-0.23030302,nan,0
45785792,45784850,396321,0.35984847,0.17272727,-0.29166666,nan,0
46779470,46778529,396321,0.39469695,0.16439393,-0.28560606,nan,0
47773043,47772102,396321,0.39772725,0.11893939,-0.2530303,nan,0
48766590,48765649,396321,0.33863634,0.18560605,-0.23712121,nan,0
49781801,49780860,396321,0.33863634,0.2651515,-0.25151515,nan,0
50775429,50774488,396321,0.28863636,0.14999999,-0.29999998,nan,0
51769202,51768262,396321,0.18257575,0.22954544,-0.2621212,nan,0
52784518,52783578,396321,0.15227272,0.12196969,-0.31742424,nan,0
53778007,53777066,396321,0.27727273,0.12575758,-0.30303028,nan,0
54771604,54770651,396321,0.27575758,-0.006818182,-0.32575756,nan,0
55765477,55764536,396321,0.18484847,-0.20378788,-0.24999999,nan,0
56780713,56779772,396321,0.28484848,0.00530303,-0.28787878,nan,0
57774408,57773467,396321,0.2530303,-0.12121212,-0.3121212,nan,0
58768011,58767070,396321,0.15075757,-0.0780303,-0.32954544,nan,0
59783199,59782258,396321,0.09015151,0.03939394,-0.35227272,nan,0
60776905,60775964,396321,-0.016666666,0.20227273,-0.22121212,nan,0
61770495,61769554,396321,-0.27651516,0.03939394,-0.2340909,nan,0
62764259,62763318,396321,-0.26136363,0.26742423,-0.034848485,nan,0
63779488,63778547,396321,-0.31060606,0.225,-0.0075757573,nan,0
64773082,64772141,396321,-0.39090908,-0.056060605,-0.13939394,nan,0
65766626,65765685,396321,-0.4022727,-0.06060606,0.034090906,nan,0
66782019,66781078,396321,-0.4643939,-0.24166666,0.10378788,nan,0
67775615,67774675,396321,-0.34848484,-0.24318181,0.09318182,nan,0
68769370,68768429,396321,-0.375,-0.37348485,0.0780303,nan,0
69784462,69783521,396321,-0.29166666,-0.4674242,0.025757575,nan,0
70778033,70777092,396321,-0.1840909,-0.34621212,-0.07727273,nan,0
71771704,71770764,396321,-0.19621211,-0.41439393,-0.071969695,nan,0
72765327,72764387,396321,-0.12045454,-0.5416666,0.07575757,nan,0
73780579,73779638,396321,0.1280303,-0.44772726,-0.011363636,nan,0
74774197,74773257,396321,0.16363636,-0.41363636,-0.225,nan,0
75767818,75766877,396321,0.27348483,-0.038636364,-0.30681816,nan,0
76783010,76782069,396321,0.15757576,0.26439393,-0.28787878,nan,0
77776721,77775780,396321,-0.024242423,-0.003030303,-0.45,nan,0
78770222,78769281,396321,0.16287878,0.24621211,-0.2742424,nan,0
79763803,79762861,396321,0.036363635,0.31060606,-0.19696969,nan,0
80778997,80778056,396321,-0.095454544,0.14545454,-0.21666665,nan,0
81772653,81771712,396321,0.08030303,0.33484846,-0.13484848,nan,0
82766244,82765304,396321,-0.115909085,0.114393935,-0.25681818,nan,0
83781473,83780532,396321,-0.30606058,0.068939395,-0.09469697,nan,0
84775069,84774127,396321,-0.35378787,0.13636363,-0.04242424,nan,0
85768664,85767723,396321,-0.42196968,0.0810606,-0.017424243,nan,0
86783832,86782859,396321,-0.25984848,0.17424242,-0.13257575,nan,0
87777430,87776489,396321,-0.43106058,-0.09469697,-0.04090909,nan,0
88771061,88770120,396321,-0.3810606,-0.012121212,0.14545454,nan,0
89764661,89763719,396321,-0.46363634,-0.18333332,0.11969697,nan,0
90780027,90779072,396321,-0.35833332,-0.3181818,0.14242424,nan,0
91773674,91772733,396321,-0.1681818,-0.5484848,-0.13484848,nan,0
92767255,92766314,396321,-0.13030303,-0.50757575,-0.14469697,nan,0
93782441,93781500,396321,-0.12272727,-0.36969694,-0.11893939,nan,0
94776010,94775069,396321,-0.14696969,-0.45984846,-0.1310606,nan,0
95769700,95768728,396321,-0.016666666,-0.36439392,-0.06969697,nan,0
96763200,96762259,396321,0.037878785,-0.3780303,-0.03712121,nan,0
97778413,97777472,396321,0.15227272,-0.43409088,-0.14015152,nan,0
98772025,98771084,396321,0.28560606,-0.27045453,-0.19242424,nan,0
99765695,99764754,396321,0.24318181,-0.26363635,-0.31742424,nan,0
100780813,100779872,396321,0.19621211,-0.11893939,-0.40075755,nan,0
101774458,101773517,396321,0.20681818,0.04242424,-0.3189394,nan,0
102768030,102767075,396321,0.15303029,0.23484848,-0.2621212,nan,0
103783325,103782384,396321,-0.008333333,0.3181818,-0.225,nan,0
104777091,104776150,396321,-0.13181818,0.3189394,-0.12045454,nan,0
105770675,105769731,396321,-0.22424242,0.21136363,-0.13257575,nan,0
106764281,106763340,396321,-0.1340909,0.34848484,-0.09318182,nan,0
107779459,107778518,396321,-0.08484848,0.28484848,-0.14999999,nan,0
108773065,108772121,396321,-0.19545454,0.2151515,-0.092424236,nan,0
109766737,109765796,396321,-0.20757575,0.2280303,-0.11515151,nan,0
110781915,110780974,396321,-0.27727273,0.0530303,-0.14318182,nan,0
111775460,111774519,396321,-0.3022727,0.093939394,-0.03181818,nan,0
112769134,112768193,396321,-0.36969694,0.003030303,-0.0840909,nan,0
113762689,113761738,396321,-0.33863634,-0.0037878787,-0.07878788,nan,0
114777915,114776974,396321,-0.35151514,-0.0810606,0.046969697,nan,0
115771518,115770577,396321,-0.2871212,-0.23712121,-0.006060606,nan,0
116765073,116764132,396321,-0.28787878,-0.33257574,-0.018181818,nan,0
