timestamp,armed_time,takeoff_time,nav_state_timestamp,valid_nav_states_mask,can_set_nav_states_mask,failure_detector_status,arming_state,latest_arming_reason,latest_disarming_reason,nav_state_user_intention,nav_state,executor_in_charge,hil_state,vehicle_type,failsafe,failsafe_and_user_took_over,failsafe_defer_state,gcs_connection_lost,gcs_connection_lost_counter,high_latency_data_link_lost,is_vtol,is_vtol_tailsitter,in_transition_mode,in_transition_to_fw,system_type,system_id,component_id,safety_button_available,safety_off,power_input_valid,usb_connected,open_drone_id_system_present,open_drone_id_system_healthy,parachute_system_present,parachute_system_healthy,rc_calibration_in_progress,calibration_enabled,pre_flight_checks_pass
19786503,19786361,0,18993644,2147411071,8307839,0,2,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
20288660,19786361,0,18993644,2147411071,8307839,0,2,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
20794659,19786361,0,18993644,2147411071,8307839,0,2,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
21300659,19786361,0,18993644,2147411071,8307839,0,2,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
21410884,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
21916918,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
22422770,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
22928706,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
23434663,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
23940869,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
24446843,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
24952663,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
25458663,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
25964662,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
26470816,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
26976682,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
27483654,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
27989699,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
28495663,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
29002693,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
29508645,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
30014997,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
30520644,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
31027644,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
31533924,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
32040736,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
32546643,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
33052771,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
33558645,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
34064810,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
34570896,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
35076662,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
35582658,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
36088644,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
36594782,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
37100646,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
37606645,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
38112664,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
38618644,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
39124782,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
39630644,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
40136646,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
40643667,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
41149646,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
41655914,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
42161645,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
42667643,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
43173654,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
43679644,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
44185994,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
44691987,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
45197644,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
45703654,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
46209645,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
46715826,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
47221747,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
47727644,19786361,0,21410652,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
