timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral
18992448,-0.16845103,0.29035956,-0.01959421,0.0,0.0,0.0,1
21412430,-0.010222969,0.26257235,-0.0010737136,0.0,0.0,0.0,1
21417466,-0.3247887,0.26308435,0.011307082,0.014778346,0.0,0.0,1
21432390,-0.3250989,0.26477224,0.009622113,0.014778346,0.0,0.0,1
21452358,-0.32198593,0.26710415,0.0064706537,0.014778346,0.0,0.0,1
21472309,-0.3196835,0.26878658,0.0043791384,0.014778346,0.0,0.0,1
21492278,-0.31989333,0.26992345,0.004719365,0.014778346,0.0,0.0,1
21512374,-0.32003084,0.27142906,0.004771553,0.014778346,0.0,0.0,1
21532190,-0.3185887,0.27281177,0.003306595,0.014778346,0.0,0.0,1
21557132,-0.31786227,0.27613363,0.002657099,0.014778346,0.0,0.0,1
21572103,-0.31612563,0.27806363,0.0008734147,0.014778346,0.0,0.0,1
21592140,-0.31295213,0.28078434,-0.0022345034,0.014778346,0.0,0.0,1
21612020,-0.31214595,0.28308177,-0.0029285387,0.014778346,0.0,0.0,1
21631980,-0.3107813,0.28509176,-0.0043222634,0.014778346,0.0,0.0,1
21651947,-0.30877653,0.2865599,-0.0062743477,0.014778346,0.0,0.0,1
21671893,-0.3081,0.2876881,-0.0069013676,0.014778346,0.0,0.0,1
21696853,-0.30582604,0.2888055,-0.0092110075,0.014778346,0.0,0.0,1
21711940,-0.30447635,0.28950715,-0.010506852,0.014778346,0.0,0.0,1
21731826,-0.30354998,0.2907788,-0.011379725,0.014778346,0.0,0.0,1
21756721,-0.30133256,0.2933421,-0.013616725,0.014778346,0.0,0.0,1
21771690,-0.30015087,0.2954796,-0.014739122,0.014778346,0.0,0.0,1
21791652,-0.29925328,0.29851526,-0.015617867,0.014778346,0.0,0.0,1
21811609,-0.29737604,0.3022474,-0.01753304,0.014778346,0.0,0.0,1
21836551,-0.29444522,0.30734226,-0.020411678,0.014778346,0.0,0.0,1
21851526,-0.2930328,0.31061724,-0.021810437,0.014778346,0.0,0.0,1
21871537,-0.29011592,0.31483385,-0.024739867,0.014778346,0.0,0.0,1
21896434,-0.2876669,0.31931525,-0.027110426,0.014778346,0.0,0.0,1
21911504,-0.28694454,0.3215478,-0.027833836,0.014778346,0.0,0.0,1
21931353,-0.28523546,0.32406092,-0.029560387,0.014778346,0.0,0.0,1
21956310,-0.28333002,0.32651827,-0.031438682,0.014778346,0.0,0.0,1
21976259,-0.28154296,0.32804984,-0.033236936,0.014778346,0.0,0.0,1
21991236,-0.27982628,0.32885864,-0.034948457,0.014778346,0.0,0.0,1
22011187,-0.27825254,0.32985467,-0.03647061,0.014778346,0.0,0.0,1
22036141,-0.27662757,0.3311416,-0.03809525,0.014778346,0.0,0.0,1
22051111,-0.27506867,0.3319009,-0.039651517,0.014778346,0.0,0.0,1
22071066,-0.2741419,0.33282673,-0.040520377,0.014778346,0.0,0.0,1
22096059,-0.27327228,0.33432922,-0.041416865,0.014778346,0.0,0.0,1
22116002,-0.27224147,0.3360115,-0.04242522,0.014778346,0.0,0.0,1
22130995,-0.27196214,0.33722296,-0.04270594,0.014778346,0.0,0.0,1
22155889,-0.2712809,0.3396256,-0.043424346,0.014778346,0.0,0.0,1
22175851,-0.27038613,0.34168226,-0.044310406,0.014778346,0.0,0.0,1
22190829,-0.2702692,0.34298122,-0.04441436,0.014778346,0.0,0.0,1
22210778,-0.2698532,0.3448734,-0.04488391,0.014778346,0.0,0.0,1
22235727,-0.26920703,0.34693816,-0.04550998,0.014778346,0.0,0.0,1
22255692,-0.2700504,0.34851515,-0.044650454,0.014778346,0.0,0.0,1
22270691,-0.27052695,0.34945014,-0.044213567,0.014778346,0.0,0.0,1
22295641,-0.27129775,0.35068944,-0.043441366,0.014778346,0.0,0.0,1
22315595,-0.27236587,0.35157436,-0.042388406,0.014778346,0.0,0.0,1
22330532,-0.27305532,0.35224977,-0.041721042,0.014778346,0.0,0.0,1
22350502,-0.2734564,0.353222,-0.041334845,0.014778346,0.0,0.0,1
22375430,-0.27459657,0.3543421,-0.04020907,0.014778346,0.0,0.0,1
22395395,-0.27531195,0.35524774,-0.039496757,0.014778346,0.0,0.0,1
22410366,-0.27617216,0.35580507,-0.038635552,0.014778346,0.0,0.0,1
22435365,-0.2780909,0.35683662,-0.03673123,0.014778346,0.0,0.0,1
22455271,-0.2793049,0.3576294,-0.03552944,0.014778346,0.0,0.0,1
22470237,-0.28026894,0.3582371,-0.034573272,0.014778346,0.0,0.0,1
22495270,-0.2818456,0.3591597,-0.0330277,0.014778346,0.0,0.0,1
22515189,-0.28259787,0.3601885,-0.032298855,0.014778346,0.0,0.0,1
22535137,-0.28320926,0.36127087,-0.03170416,0.014778346,0.0,0.0,1
22550075,-0.28361142,0.36221474,-0.03131597,0.014778346,0.0,0.0,1
22575032,-0.2834597,0.36384755,-0.031506695,0.014778346,0.0,0.0,1
22594986,-0.28349835,0.36510068,-0.03146401,0.014778346,0.0,0.0,1
22609955,-0.28356236,0.3659727,-0.031408723,0.014778346,0.0,0.0,1
22634903,-0.28365913,0.36735216,-0.031309146,0.014778346,0.0,0.0,1
22654853,-0.28379682,0.3682608,-0.031183815,0.014778346,0.0,0.0,1
22674822,-0.28364542,0.36917087,-0.03134976,0.014778346,0.0,0.0,1
22694849,-0.2832403,0.37023696,-0.03175023,0.014778346,0.0,0.0,1
22714739,-0.28326964,0.37118384,-0.031740393,0.014778346,0.0,0.0,1
22734696,-0.28269222,0.37239307,-0.032344025,0.014778346,0.0,0.0,1
22749665,-0.2820445,0.37346354,-0.032992173,0.014778346,0.0,0.0,1
22774618,-0.28155136,0.3748973,-0.033469874,0.014778346,0.0,0.0,1
22794574,-0.2816395,0.376032,-0.033379577,0.014778346,0.0,0.0,1
