timestamp,io_errors,frames_tx,frames_rx,interface
20072695,593,575,0,1
20174666,593,575,0,1
20276698,593,575,0,1
20378695,593,577,0,1
20480695,595,577,0,1
20582694,595,577,0,1
20684872,595,577,0,1
20786696,595,577,0,1
20888695,596,579,0,1
20990739,598,596,0,1
21092694,614,596,0,1
21194663,614,597,0,1
21296720,615,598,0,1
21398698,616,601,0,1
21500700,619,604,0,1
21602695,622,605,0,1
21704683,623,606,0,1
21806698,624,607,0,1
21908695,626,625,0,1
22010694,643,628,0,1
22112703,646,628,0,1
22214709,646,628,0,1
22316697,646,628,0,1
22418694,646,628,0,1
22520731,646,630,0,1
22622694,648,630,0,1
22724842,648,630,0,1
22826697,648,630,0,1
22928695,649,647,0,1
23030694,665,649,0,1
23132694,667,649,0,1
23234684,667,649,0,1
23336698,667,649,0,1
23438733,667,649,0,1
23540695,667,651,0,1
23642853,669,651,0,1
23744663,669,651,0,1
23846702,669,651,0,1
23948694,670,670,0,1
24050695,688,670,0,1
24152705,688,670,0,1
24254709,688,670,0,1
24356668,688,670,0,1
24458709,688,670,0,1
24560707,688,672,0,1
24662694,690,672,0,1
24764660,690,672,0,1
24866668,691,672,0,1
24968694,691,689,0,1
25070701,707,691,0,1
25172694,709,691,0,1
25274906,709,691,0,1
25376696,709,691,0,1
25478694,709,691,0,1
25580694,709,693,0,1
25682694,711,693,0,1
25784709,711,693,0,1
25886696,712,693,0,1
25988695,712,710,0,1
26090694,728,712,0,1
26192872,730,712,0,1
26294749,730,712,0,1
26396699,730,712,0,1
26498694,730,714,0,1
26600693,732,714,0,1
26702694,732,714,0,1
26804660,732,714,0,1
26906696,733,731,0,1
27008694,751,733,0,1
27111203,753,733,0,1
27212712,753,733,0,1
27314708,753,733,0,1
27416696,753,733,0,1
27518694,753,735,0,1
27620694,755,735,0,1
27722694,755,735,0,1
27824710,755,735,0,1
27926697,756,752,0,1
28029345,772,754,0,1
28130694,774,754,0,1
28232695,774,754,0,1
28334660,774,754,0,1
