timestamp,timestamp_sample,windspeed_north,windspeed_east,variance_north,variance_east,tas_innov,tas_innov_var,tas_scale_raw,tas_scale_raw_var,tas_scale_validated,beta_innov,beta_innov_var,source
21090204,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
22090204,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
23090205,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
24090204,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
25090206,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
26090204,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
27090205,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
28090204,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
29090204,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
30090205,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
31090204,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
32090248,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
33090205,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
34090205,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
35090205,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
36090206,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
37090205,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
38090204,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
39090214,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
40090205,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
41090204,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
42090205,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
43090204,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
44090205,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
45090204,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
46090204,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
47090205,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
48090217,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
49090204,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
50090204,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
51090230,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
52090204,0,-0.104372345,-0.09502667,2.8327222,3.4173012,nan,nan,nan,nan,nan,4.342823,5916.347,0
53090204,0,0.421268,-0.67982006,0.041754417,0.04734374,nan,nan,nan,nan,nan,0.11960101,0.02381455,0
54090204,0,0.4678054,-0.74375105,0.050230723,0.053600766,nan,nan,nan,nan,nan,0.16148831,0.023508668,0
55090204,0,0.5410726,-0.95151204,0.058486965,0.05180814,nan,nan,nan,nan,nan,0.12299689,0.02330427,0
56090204,0,0.53282684,-1.1290468,0.068427615,0.054624382,nan,nan,nan,nan,nan,0.11008519,0.023147076,0
57090205,0,0.57242036,-1.3963141,0.07770099,0.049633943,nan,nan,nan,nan,nan,0.117138386,0.023812467,0
58090205,0,0.59592974,-1.4469196,0.08406792,0.04506278,nan,nan,nan,nan,nan,0.013997681,0.023545751,0
59090215,0,0.6096506,-1.4561824,0.0858343,0.043471765,nan,nan,nan,nan,nan,0.053291805,0.023827128,0
60090205,0,0.64288366,-1.4827195,0.07207323,0.036492795,nan,nan,nan,nan,nan,-0.004801869,0.023534616,0
61090204,0,0.8875313,-1.5400537,0.06091354,0.045137476,nan,nan,nan,nan,nan,0.13507576,0.02361568,0
62090204,0,1.1037649,-1.5247984,0.05510803,0.055937722,nan,nan,nan,nan,nan,0.19188897,0.023886159,0
63090204,0,1.1037649,-1.5247984,0.06510804,0.065937735,nan,nan,nan,nan,nan,0.22356589,0.024138255,0
64090204,0,1.1037649,-1.5247984,0.07610803,0.07693773,nan,nan,nan,nan,nan,0.15533985,0.024114132,0
65090208,0,1.3557549,-1.2781557,0.07049669,0.07155888,nan,nan,nan,nan,nan,0.107565366,0.02337075,0
66090204,0,1.3800673,-1.241491,0.080809586,0.080996245,nan,nan,nan,nan,nan,0.17063086,0.023595156,0
67090204,0,1.3753204,-1.047289,0.09078232,0.07416217,nan,nan,nan,nan,nan,0.12107051,0.024072904,0
68090204,0,1.3164452,-0.7504224,0.09912268,0.05740616,nan,nan,nan,nan,nan,0.043084163,0.023684015,0
69090204,0,1.3544406,-0.7789525,0.09798683,0.052101057,nan,nan,nan,nan,nan,-0.05485209,0.023724124,0
70090204,0,1.4041444,-0.81407034,0.08699721,0.055368178,nan,nan,nan,nan,nan,0.00049883296,0.023763081,0
71090204,0,1.2217559,-0.7753656,0.06709606,0.06373429,nan,nan,nan,nan,nan,0.054080818,0.02348736,0
72090206,0,1.1438392,-0.7547043,0.06382341,0.07260421,nan,nan,nan,nan,nan,0.08917591,0.02330698,0
73090204,0,1.120723,-0.742574,0.059453472,0.08193371,nan,nan,nan,nan,nan,-0.03512758,0.023384545,0
74090249,0,1.041143,-0.7900042,0.057731774,0.088371545,nan,nan,nan,nan,nan,0.17591551,0.023781043,0
75090204,0,0.83536184,-1.0564114,0.057414077,0.08030803,nan,nan,nan,nan,nan,0.2763425,0.024331635,0
