timestamp,time_estimate,safe_time_estimate,valid
0,0.0,0.0,0
22271429,0.0,0.0,0
24296791,0.0,0.0,0
26322840,0.0,0.0,0
28348385,0.0,0.0,0
30364262,0.0,0.0,0
32390428,0.0,0.0,0
34415882,0.0,0.0,0
36441746,0.0,0.0,0
38467542,0.0,0.0,0
40493761,0.0,0.0,0
42519466,0.0,0.0,0
44535236,0.0,0.0,0
46560952,0.0,0.0,0
48587057,0.0,0.0,0
50612828,0.0,0.0,0
52638748,124.39081,236.8299,1
54664469,123.51461,235.86607,1
56680377,121.131775,233.24495,1
58706963,119.8196,231.80156,1
60732308,118.05612,229.86174,1
62757969,116.054306,227.65974,1
64783814,115.33268,226.86595,1
66809722,112.8823,224.17053,1
68835992,110.94731,222.04204,1
70861531,109.086914,219.9956,1
72877177,109.128,220.0408,1
74903081,107.9789,218.7768,1
76929425,104.66923,215.13615,1
78954785,102.07218,212.2794,1
80980824,99.84757,209.83234,1
83006421,98.41442,208.25586,1
85022339,93.853455,203.2388,1
87048368,91.9338,201.12718,1
89074251,90.00635,199.00699,1
91099828,86.78811,195.46692,1
93125996,85.81733,194.39906,1
95151654,84.69232,193.16156,1
97177262,83.77197,192.14917,1
99193112,84.576904,193.03459,1
101218934,83.79773,192.1775,1
103245119,83.37058,191.70764,1
105270710,82.65763,190.9234,1
107296517,82.4751,190.72261,1
109322231,82.617195,190.87892,1
111348419,82.386505,190.62515,1
113373922,82.57145,190.8286,1
115389760,82.10842,190.31926,1
117415893,82.02917,190.23209,1
119441616,79.94714,187.94186,1
121467218,79.443825,187.38821,1
123492976,78.953415,186.84875,1
125518792,78.26438,186.09082,1
127534630,78.73543,186.60898,1
129560584,82.27287,190.50017,1
131586277,83.296394,191.62604,1
133612085,83.10831,191.41914,1
135638095,83.13333,191.44667,1
137663780,81.48423,189.63266,1
139679474,81.102165,189.21239,1
141705356,80.96337,189.05971,1
143731114,81.6757,189.84326,1
145757149,83.728676,192.10155,1
147782787,86.322136,194.95435,1
149798505,88.75448,197.62993,1
151824551,90.44644,199.49109,1
153850413,92.4999,201.7499,1
155875957,95.07955,204.58751,1
157901654,97.36288,207.09917,1
159927715,101.12789,211.24068,1
161953741,103.368225,213.70505,1
163969493,107.22972,217.9527,1
165994841,110.83027,221.9133,1
168020747,115.03597,226.53957,1
170046496,120.01076,232.01184,1
172092387,122.20707,234.42778,1
174117997,0.0,0.0,0
176153798,0.0,0.0,0
