timestamp,compression_gains[0],compression_gains[1],compression_gains[2],spectral_damper_hpf[0],spectral_damper_hpf[1],spectral_damper_hpf[2],spectral_damper_out[0],spectral_damper_out[1],spectral_damper_out[2]
82517546,0.9999998,0.99999905,0.9999998,2.5701212e-07,8.161977e-07,2.415013e-07,4.2758177e-07,2.7397327e-06,5.146797e-07
82619764,0.9999997,0.9999948,0.99999994,3.360603e-07,3.0458555e-06,9.091266e-08,8.355087e-07,1.4838851e-05,1.4598189e-07
82722009,0.9999987,0.99999934,0.9999998,5.990251e-07,5.4927585e-07,1.485905e-07,3.7716054e-06,1.8851865e-06,5.452062e-07
82824263,0.9999981,0.9999998,0.9999997,2.0241332e-05,1.3219212e-06,1.5840607e-08,5.4851917e-06,5.7190715e-07,8.842848e-07
82926508,0.9999969,0.9999987,0.99999994,1.289777e-05,5.064674e-06,6.869482e-08,8.885309e-06,3.675202e-06,2.196365e-07
83028748,0.9999995,0.99999887,0.9999995,3.5690374e-07,4.0895916e-06,6.941176e-07,1.3678298e-06,3.2114444e-06,1.3542118e-06
83130995,0.99999976,0.99999756,0.9999999,9.158263e-07,1.7996265e-06,2.7933305e-07,6.6564246e-07,7.0218725e-06,3.6344875e-07
83233239,0.9999992,0.99999833,0.9999998,3.8479428e-08,9.294318e-07,3.389109e-07,2.1929059e-06,4.780828e-06,4.6770845e-07
83335487,0.999996,0.9999987,0.9999998,5.0903214e-05,3.1772563e-06,2.0797694e-07,1.13569595e-05,3.7668494e-06,5.6661713e-07
83437733,0.999995,0.9999993,0.9999978,3.6671863e-06,2.2722359e-08,2.0445043e-06,1.4343249e-05,2.0957702e-06,6.3895827e-06
83539976,0.99999505,0.99999774,0.9999995,2.0976857e-05,1.321535e-06,9.1145796e-07,1.4133834e-05,6.484631e-06,1.3806798e-06
83642218,0.9999963,0.999999,0.99999815,9.366473e-06,4.99133e-06,8.2105125e-06,1.0644851e-05,2.8458007e-06,5.235989e-06
83744466,0.99999905,0.9999998,0.9999984,3.710744e-08,1.6208106e-06,2.7400467e-06,2.7173098e-06,5.855082e-07,4.605731e-06
83846713,0.9999986,0.9999999,0.99999917,5.411683e-06,3.9136268e-07,4.6448413e-06,3.9908273e-06,2.988447e-07,2.4711856e-06
83948960,0.99999774,0.9999992,0.9999982,3.9936344e-06,5.728503e-10,3.6927402e-06,6.564411e-06,2.1587584e-06,5.0529784e-06
84051202,0.9999986,0.9999996,0.9999994,1.2755877e-06,1.2746041e-07,2.0013584e-07,3.9136457e-06,1.1992179e-06,1.7304313e-06
84153480,0.9999963,0.9999998,0.9999993,4.404519e-06,2.3928075e-07,1.8945639e-06,1.0656075e-05,4.96853e-07,2.0467603e-06
84255700,0.9999973,0.9999985,0.9999994,3.4322973e-06,2.2622395e-07,1.4687389e-06,7.737711e-06,4.2419e-06,1.7511177e-06
84357951,0.99999756,0.9999996,0.9999998,4.304113e-07,1.4211754e-06,2.5463373e-07,6.9829816e-06,1.1689808e-06,5.9147044e-07
84460186,0.9999953,0.99999946,0.9999985,2.0507375e-06,8.4229157e-07,4.97266e-06,1.3471998e-05,1.6174731e-06,4.248853e-06
84562571,0.99999845,0.99999887,0.9999995,7.166666e-07,1.288368e-06,5.261431e-07,4.404837e-06,3.2713479e-06,1.3592341e-06
84664694,0.99999833,0.99999815,0.9999996,1.7992627e-06,8.759312e-06,5.6597873e-08,4.857817e-06,5.219135e-06,1.239929e-06
84766999,0.99999803,0.999999,0.9999991,1.6941628e-06,6.383093e-09,2.028981e-06,5.575945e-06,2.9672417e-06,2.5779943e-06
84869174,0.99999976,0.99999946,0.99995536,9.748725e-07,1.5374859e-08,9.642487e-05,7.452913e-07,1.6106285e-06,0.00012791065
84971427,0.99999803,0.99999887,0.9999652,2.057339e-06,6.428782e-06,5.5751894e-08,5.601866e-06,3.2728278e-06,9.9736186e-05
85073675,0.99999976,0.9999995,0.999997,1.2490447e-07,4.7880448e-08,3.7061736e-06,6.689642e-07,1.4060726e-06,8.5123e-06
85175920,0.999999,0.99999815,0.9996812,1.0159828e-06,3.0070703e-06,0.0006369083,2.8270324e-06,5.248237e-06,0.00091319927
85278159,0.9999992,0.9999998,0.99974793,1.3849519e-06,2.885971e-07,0.0012130326,2.2427732e-06,4.6555706e-07,0.00072200183
85380405,0.9999985,0.9999997,0.9999438,5.2133066e-07,5.4103673e-08,4.2701877e-06,4.3475957e-06,7.7892713e-07,0.00016098404
