timestamp,imbalanced_prop_metric,motor_failure_mask,motor_stop_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
82470940,-0.0050145695,0,0,0,0,0,0,0,0,0,0
82977835,-0.0042342795,0,0,0,0,0,0,0,0,0,0
83483736,-0.0043651923,0,0,0,0,0,0,0,0,0,0
83989694,-0.0042259623,0,0,0,0,0,0,0,0,0,0
84495694,-0.004201492,0,0,0,0,0,0,0,0,0,0
85002694,-0.058747083,0,0,0,0,0,0,0,0,0,0
85508695,-0.052875083,0,0,0,0,0,0,0,0,0,0
86014694,-0.047319528,0,0,0,0,0,0,0,0,0,0
86521715,-0.044013217,0,0,0,0,0,0,0,0,0,0
87027762,-0.039480295,0,0,0,0,0,0,0,0,0,0
87533714,-0.035679307,0,0,0,0,0,0,0,0,0,0
88040717,-0.0304647,0,0,0,0,0,0,0,0,0,0
88546718,-0.026556773,0,0,0,0,0,0,0,0,0,0
88689907,-0.026032753,0,0,0,0,0,0,0,0,0,0
89197696,-0.027821772,0,0,0,0,0,0,0,0,0,0
