timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]
82532655,0.0,0.24521512,-0.14616868,-0.0357272,0.9577201,0.014423043,0.0,0.0
82538133,0.0,0.24519731,-0.14616802,-0.035729922,0.9577247,0.014423043,0.0,0.0
82582524,0.0,0.2450858,-0.14676443,-0.035571385,0.95766795,0.014423043,0.0,0.0
82637881,0.0,0.24521722,-0.14533101,-0.035016943,0.95787334,0.014423043,0.0,0.0
82687771,0.0,0.24495725,-0.14592218,-0.034881275,0.9578549,0.014423043,0.0,0.0
82737633,0.0,0.24471036,-0.1459132,-0.034918886,0.95791805,0.014423043,0.0,0.0
82782037,0.0,0.2444276,-0.14613926,-0.035847366,0.9579214,0.014423043,0.0,0.0
82837288,0.0,0.24444702,-0.14590359,-0.034958992,0.9579853,0.014423043,0.0,0.0
82887156,0.0,0.24422377,-0.14673235,-0.03570346,0.9578881,0.014423043,0.0,0.0
82937206,0.0,0.2443978,-0.14613815,-0.03585191,0.957929,0.014423043,0.0,0.0
82986948,0.0,0.24457356,-0.14614473,-0.0358251,0.9578842,0.014423043,0.0,0.0
83036804,0.0,0.24467747,-0.1461486,-0.035809245,0.95785767,0.014423043,0.0,0.0
83086728,0.0,0.24475664,-0.14555088,-0.03597239,0.9579223,0.014423043,0.0,0.0
83136617,0.0,0.244791,-0.14591613,-0.034906607,0.9578975,0.014423043,0.0,0.0
83186454,0.0,0.24455318,-0.14674462,-0.035652995,0.9578041,0.014423043,0.0,0.0
83236424,0.0,0.24463452,-0.14614701,-0.035815798,0.95786864,0.014423043,0.0,0.0
83286172,0.0,0.24477977,-0.14615244,-0.035793632,0.9578315,0.014423043,0.0,0.0
83336218,0.0,0.2451541,-0.14592935,-0.03485128,0.95780456,0.014423043,0.0,0.0
83385955,0.0,0.24535029,-0.14617373,-0.03570657,0.9576855,0.014423043,0.0,0.0
83435849,0.0,0.24579827,-0.14535223,-0.03492876,0.9577244,0.014423043,0.0,0.0
83485655,0.0,0.24582027,-0.14595355,-0.034749772,0.9576338,0.014423043,0.0,0.0
83535697,0.0,0.24543363,-0.14677733,-0.035518073,0.95757884,0.014423043,0.0,0.0
83585451,0.0,0.24508178,-0.14676428,-0.035572,0.95766896,0.014423043,0.0,0.0
83635293,0.0,0.24474004,-0.14615095,-0.0357997,0.95784163,0.014423043,0.0,0.0
83685200,0.0,0.24436593,-0.14613695,-0.035856776,0.9579371,0.014423043,0.0,0.0
83735103,0.0,0.24416472,-0.14612941,-0.03588746,0.95798844,0.014423043,0.0,0.0
83784941,0.0,0.24420288,-0.14613086,-0.03588165,0.9579787,0.014423043,0.0,0.0
83834898,0.0,0.24440351,-0.14613837,-0.035851046,0.9579276,0.014423043,0.0,0.0
83884705,0.0,0.24461706,-0.14614634,-0.03581846,0.95787305,0.014423043,0.0,0.0
83934614,0.0,0.24488379,-0.14615631,-0.035777763,0.9578049,0.014423043,0.0,0.0
83984519,0.0,0.24517111,-0.14592998,-0.034848694,0.9578002,0.014423043,0.0,0.0
84038912,0.0,0.2451751,-0.14593011,-0.034848087,0.9577992,0.014423043,0.0,0.0
84084219,0.0,0.2449778,-0.14592294,-0.034878142,0.9578497,0.014423043,0.0,0.0
84134174,0.0,0.24463417,-0.146147,-0.035815846,0.9578687,0.014423043,0.0,0.0
84183986,0.0,0.24443786,-0.14650394,-0.034785505,0.95790225,0.014423043,0.0,0.0
84238407,0.0,0.24425676,-0.14613287,-0.035873428,0.957965,0.014423043,0.0,0.0
84283741,0.0,0.2442481,-0.14613254,-0.03587475,0.9579672,0.014423043,0.0,0.0
84333630,0.0,0.24453726,-0.14590688,-0.034945253,0.9579623,0.014423043,0.0,0.0
84388038,0.0,0.2448297,-0.14591753,-0.034900706,0.95788753,0.014423043,0.0,0.0
84437968,0.0,0.24509826,-0.14592732,-0.03485979,0.95781887,0.014423043,0.0,0.0
84483252,0.0,0.24513476,-0.1461657,-0.035739463,0.9577407,0.014423043,0.0,0.0
84533170,0.0,0.24524854,-0.14556932,-0.035897642,0.95779645,0.014423043,0.0,0.0
84587595,0.0,0.24532294,-0.14533487,-0.035000898,0.9578462,0.014423043,0.0,0.0
84637428,0.0,0.24513525,-0.14592867,-0.034854155,0.9578094,0.014423043,0.0,0.0
84682702,0.0,0.24480443,-0.14615336,-0.03578987,0.9578252,0.014423043,0.0,0.0
84737186,0.0,0.2445973,-0.14614561,-0.03582147,0.9578781,0.014423043,0.0,0.0
84787053,0.0,0.24440147,-0.1461383,-0.035851356,0.9579281,0.014423043,0.0,0.0
84836920,0.0,0.24436207,-0.1461368,-0.035857365,0.95793813,0.014423043,0.0,0.0
84882258,0.0,0.24454364,-0.14590712,-0.034944277,0.9579606,0.014423043,0.0,0.0
84936712,0.0,0.2446847,-0.14591226,-0.034922797,0.9579246,0.014423043,0.0,0.0
84986555,0.0,0.24464595,-0.14614743,-0.035814054,0.95786566,0.014423043,0.0,0.0
85036422,0.0,0.24463677,-0.14674774,-0.035640188,0.95778275,0.014423043,0.0,0.0
85086311,0.0,0.24471673,-0.14615008,-0.035803255,0.9578476,0.014423043,0.0,0.0
85136204,0.0,0.2447128,-0.14554921,-0.035979055,0.9579335,0.014423043,0.0,0.0
85186087,0.0,0.24464336,-0.1455466,-0.0359896,0.9579512,0.014423043,0.0,0.0
85235940,0.0,0.24448998,-0.14554085,-0.036012903,0.95799035,0.014423043,0.0,0.0
85285810,0.0,0.24435993,-0.14553596,-0.036032666,0.95802355,0.014423043,0.0,0.0
85335766,0.0,0.2442561,-0.14553206,-0.03604844,0.95805,0.014423043,0.0,0.0
85385556,0.0,0.24414794,-0.14552799,-0.03606487,0.9580776,0.014423043,0.0,0.0
85435439,0.0,0.24419382,-0.14529352,-0.035172164,0.9581347,0.014423043,0.0,0.0
85485355,0.0,0.24406251,-0.14552476,-0.036077842,0.95809937,0.014423043,0.0,0.0
85535204,0.0,0.24423335,-0.14529496,-0.03516617,0.95812464,0.014423043,0.0,0.0
85585087,0.0,0.24424991,-0.1461326,-0.035874475,0.95796674,0.014423043,0.0,0.0
85634976,0.0,0.2443456,-0.14673689,-0.035684798,0.957857,0.014423043,0.0,0.0
85684822,0.0,0.24460348,-0.14590931,-0.034935165,0.95794535,0.014423043,0.0,0.0
85734731,0.0,0.24438342,-0.14613761,-0.03585411,0.9579327,0.014423043,0.0,0.0
85784622,0.0,0.24423313,-0.14613198,-0.03587703,0.95797104,0.014423043,0.0,0.0
85834442,0.0,0.24419054,-0.14589421,-0.034998056,0.95805067,0.014423043,0.0,0.0
85884336,0.0,0.2439538,-0.14612152,-0.03591964,0.9580422,0.014423043,0.0,0.0
85934233,0.0,0.24385092,-0.14671844,-0.035760567,0.95798314,0.014423043,0.0,0.0
85984129,0.0,0.24403132,-0.14612442,-0.035907812,0.9580224,0.014423043,0.0,0.0
86033949,0.0,0.24447057,-0.14530367,-0.035130203,0.95806414,0.014423043,0.0,0.0
86083846,0.0,0.24454035,-0.14554274,-0.03600526,0.95797753,0.014423043,0.0,0.0
86139220,0.0,0.24475014,-0.14555062,-0.03597338,0.95792395,0.014423043,0.0,0.0
86183580,0.0,0.24467397,-0.14554776,-0.035984956,0.9579434,0.014423043,0.0,0.0
86233480,0.0,0.24457553,-0.14554407,-0.035999913,0.95796853,0.014423043,0.0,0.0
86283376,0.0,0.24418093,-0.14552923,-0.036059856,0.95806915,0.014423043,0.0,0.0
86338628,0.0,0.24406432,-0.14528875,-0.035191804,0.95816773,0.014423043,0.0,0.0
86388441,0.0,0.24380746,-0.14551516,-0.036116578,0.95816433,0.014423043,0.0,0.0
86433025,0.0,0.24401203,-0.14648846,-0.034850623,0.9580108,0.014423043,0.0,0.0
86488229,0.0,0.24409667,-0.14612688,-0.035897847,0.9580058,0.014423043,0.0,0.0
86538175,0.0,0.24449855,-0.14554118,-0.03601161,0.9579882,0.014423043,0.0,0.0
86582584,0.0,0.24443594,-0.14613958,-0.03584609,0.9579193,0.014423043,0.0,0.0
