timestamp,normalized_wheel_setpoint
82532668,0.009615483
82538143,0.009615483
82637892,0.009615483
82737643,0.009615483
82837299,0.009615483
82937216,0.009615483
83036815,0.009615483
83136628,0.009615483
83236434,0.009615483
83336229,0.009615483
83435860,0.009615483
83535707,0.009615483
83635303,0.009615483
83735113,0.009615483
83834924,0.009615483
83934624,0.009615483
84038939,0.009615483
84134184,0.009615483
84238417,0.009615483
84333641,0.009615483
84437978,0.009615483
84533182,0.009615483
84637438,0.009615483
84737197,0.009615483
84836930,-0.038369182
84936722,0.009615483
85036452,0.009615483
85136214,-0.23261379
85235951,-0.67865694
85335776,-0.91127086
85435450,-0.88968813
85535215,-0.37889677
85634987,0.009615483
85734741,0.009615483
85834453,0.009615483
85934244,0.009615483
86033959,-0.5419663
86139235,-0.97122294
86233490,-0.97122294
86338638,-0.78896874
86433035,0.009615483
86538186,0.009615483
86632489,0.009615483
86737656,-0.24940036
86837503,-0.88968813
86937160,-0.97122294
87036869,-0.97122294
87136676,-0.69784164
87236405,0.009615483
87336284,0.009615483
87435890,0.009615483
87535690,0.0072116363
87635413,-0.47482002
87735234,-0.97122294
87834872,-0.6354915
87934764,0.009615483
88034435,0.009615483
88134328,0.009615483
88238485,0.009615483
88333736,0.009615483
88438019,0.009615483
88533273,0.009615483
88637514,0.009615483
88732775,0.009615483
88837052,0.009615483
88936817,0.009615483
89036530,0.009615483
89136319,0.009615483
89236053,0.009615483
89335835,0.009615483
89435532,0.009615483
89535339,0.009615483
89635042,-0.24220611
