timestamp,timestamp_last_signal,rssi,rssi_dbm,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,rc_frame_rate,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source,link_quality,link_snr
82995276,82994718,45,nan,0,9288,0,0,1577,1497,1094,1503,1927,1094,1870,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
83508517,83507954,45,nan,0,9374,0,0,1576,1495,1094,1503,1927,1094,1870,1893,1510,1094,1094,1927,1094,1094,1440,1510,998,998,18,0,0,4,-1,0
84010254,84009695,45,nan,0,9458,0,0,1576,1496,1094,1503,1927,1094,1870,1893,1510,1094,1094,1927,1094,1094,1342,1510,998,998,18,0,0,4,-1,0
84499039,84498481,45,nan,0,9540,0,0,1576,1496,1094,1503,1927,1094,1870,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
85005287,85004728,45,nan,0,9624,0,0,1577,1495,1094,1503,1927,1094,1870,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
85491697,85491112,45,nan,0,9706,0,0,1577,1497,1094,1192,1927,1094,1870,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
86002800,86002241,45,nan,0,9792,0,0,1577,1497,1094,1329,1927,1094,1870,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
86491593,86491031,45,nan,0,9873,0,0,1576,1496,1094,1503,1927,1094,1870,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
86997886,86997313,45,nan,0,9958,0,0,1577,1497,1094,1094,1927,1094,1870,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
87506617,87506047,45,nan,0,10044,0,0,1577,1496,1094,1503,1927,1094,1870,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
87995401,87994842,45,nan,0,10125,0,0,1577,1497,1094,1503,1927,1094,1870,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
88501612,88501054,45,nan,0,10210,0,0,1576,1496,1094,1503,1927,1094,1870,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
88990457,88989867,45,nan,0,10292,0,0,1577,1496,1094,1503,1094,1094,1870,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
89501639,89501079,45,nan,0,10378,0,0,1577,1496,1094,1503,1094,1094,1870,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
