timestamp,altitude_sp,altitude_reference,altitude_time_constant,height_rate_reference,height_rate_direct,height_rate_setpoint,height_rate,equivalent_airspeed_sp,true_airspeed_sp,true_airspeed_filtered,true_airspeed_derivative_sp,true_airspeed_derivative,true_airspeed_derivative_raw,total_energy_rate_sp,total_energy_rate,total_energy_balance_rate_sp,total_energy_balance_rate,throttle_integ,pitch_integ,throttle_sp,pitch_sp_rad,throttle_trim,underspeed_ratio,fast_descend_ratio
189437965,31.56655,31.553732,10.0,-0.6704339,nan,-0.10056508,-0.6704339,4.019685,4.019685,7.0,0.0,0.0,0.0,-0.9862066,-6.5747104,-1.9724132,-13.149421,0.0,0.0,0.5921414,-0.004309932,0.6,0.0,0.0
189457602,31.56655,31.540916,10.0,-0.6331679,nan,-0.094552524,-0.83928365,4.0393887,4.0393887,7.0,0.0,0.0,0.0,-0.9272066,-6.652181,-1.8544871,-16.461123,0.0,0.00020887582,0.5943501,0.0012994972,0.6,0.0,0.0
189634941,62.66565,31.460083,10.0,-0.2784899,nan,-0.03907325,0.08030233,4.2167277,4.2167277,7.0,0.0,0.0,0.0,-0.3825757,-5.7490253,-0.7663554,1.5749937,0.0,0.0012328475,0.6143008,-0.015047034,0.6,0.0,0.0
189822138,62.66565,31.442993,10.0,0.09590411,nan,0.024652302,-0.92750794,4.403925,4.403925,7.0,0.0,0.0,0.0,0.24234182,-5.598825,0.483513,-18.191492,0.0,0.0025515656,0.6353604,0.03518492,0.6,0.0,0.0
190038884,62.66565,31.51076,10.0,0.5293962,nan,0.105429284,-0.57400656,4.6206546,4.6206546,7.0,0.0,0.0,0.0,1.0358274,-4.504124,2.0678163,-11.258163,0.0,0.0037568843,0.65974426,0.048021402,0.6,0.0,0.0
190235839,62.66565,31.65001,10.0,0.8,nan,0.18185666,-0.45142746,4.8176227,4.8176227,7.0,0.0,0.0,0.0,1.7858902,-6.4481597,3.5668094,-8.853982,0.0,0.006992948,0.6819017,0.088852465,0.6,0.0,0.0
190433057,62.66565,31.807787,10.0,0.8,nan,0.21415322,-1.2510194,5.01484,5.01484,7.0,0.0,0.0,0.0,2.1031685,-6.764783,4.200251,-24.53662,0.0,0.0094905095,0.70408887,0.11917512,0.6,0.0,0.0
190620139,62.66565,31.957455,10.0,0.8,nan,0.24196541,-0.11559842,5.201905,5.201905,7.0,0.0,0.0,0.0,2.3789492,-5.5694537,4.7457404,-2.2672665,0.0,0.0112154605,0.7217646,0.09567261,0.6,0.0,0.0
190836999,62.66565,32.130943,10.0,0.8,nan,0.2794282,-0.12782155,5.4187827,5.4187827,7.0,0.0,0.0,0.0,2.7473865,-6.157426,5.4805093,-2.5070024,0.0,0.01428484,0.7385114,0.12372461,0.6,0.0,0.0
191033883,62.66565,32.28845,10.0,0.8,nan,0.30819827,-1.0804176,5.615669,5.615669,7.0,0.0,0.0,0.0,3.0307112,-6.137301,6.0447855,-21.190556,0.0,0.016694164,0.7451509,0.1500596,0.6,0.0,0.0
191240689,62.66565,32.45389,10.0,0.8,nan,0.33316892,-0.6444592,5.822467,5.822467,7.0,0.0,0.0,0.0,3.2799816,-4.7352176,6.534542,-12.639972,0.0,0.018469088,0.7452497,0.13825677,0.6,0.0,0.0
191437759,62.66565,32.61155,10.0,0.8,nan,0.3637462,0.060067374,6.0195413,6.0195413,7.0,0.0,0.0,0.0,3.5888095,-4.9943647,7.1342635,1.1781194,0.0,0.021165516,0.7574896,0.14566682,0.6,0.0,0.0
191634813,62.66565,32.769188,10.0,0.8,nan,0.3912904,-0.4657621,6.2165985,6.2165985,7.0,0.0,0.0,0.0,3.861105,-5.1035347,7.674496,-9.135132,0.0,0.02367099,0.76736426,0.17383894,0.6,0.0,0.0
191822099,62.66565,32.919014,10.0,0.8,nan,0.40971598,-0.7180727,6.403884,6.403884,7.0,0.0,0.0,0.0,4.0515466,-3.6509972,8.035883,-14.0837755,0.0,0.024958745,0.76249194,0.17111036,0.6,0.0,0.0
192038656,62.66565,33.092262,10.0,0.8,nan,0.43528932,-0.08405595,6.620438,6.620438,7.0,0.0,0.0,0.0,4.3134365,-3.070749,8.53746,-1.6486146,0.0,0.027161688,0.76674384,0.16970822,0.6,0.0,0.0
192235849,62.66565,33.250015,10.0,0.8,nan,0.46049893,0.35242757,6.817635,6.817635,7.0,0.0,0.0,0.0,4.563837,-3.2642944,9.031904,6.9122677,0.0,0.029552512,0.77654046,0.18485104,0.6,0.0,0.0
192432667,62.66565,33.407467,10.0,0.8,nan,0.47842324,-0.45310843,7.0,7.0,7.0,0.0,0.0,0.0,4.7403345,-2.7443151,9.383459,-8.886951,0.0,0.03127359,0.7784035,0.20788872,0.6,0.0,0.0
192639652,62.66565,33.57305,10.0,0.8,nan,0.48748258,-0.021892417,7.0,7.0,7.0,0.0,0.0,0.0,4.834168,-0.16994222,9.561142,-0.42938256,0.0,0.03156388,0.7617171,0.18301922,0.6,0.0,0.0
192836574,62.66565,33.730587,10.0,0.8,nan,0.49586022,0.9337748,7.0,7.0,7.0,0.0,0.0,0.0,4.920976,1.8037502,9.725455,18.314405,0.0,0.03169737,0.75327206,0.15947987,0.6,0.0,0.0
193033706,62.66565,33.88828,10.0,0.8,nan,0.50596213,0.7857007,7.0,7.0,7.0,0.0,0.0,0.0,5.0145392,2.2493758,9.923587,15.410183,0.0,0.032255974,0.7490997,0.17961824,0.6,0.0,0.0
193220802,62.66565,34.037975,10.0,0.8,nan,0.50185406,0.42590868,7.0,7.0,7.0,0.0,0.0,0.0,4.975316,4.7410893,9.843015,8.353475,0.0,0.031025453,0.72863656,0.17237684,0.6,0.0,0.0
193437551,62.66565,34.211372,10.0,0.8,nan,0.49433205,1.1473511,7.0,7.0,7.0,0.0,0.0,0.0,4.893384,7.535707,9.695483,22.503342,0.0,0.029091299,0.71218836,0.13784596,0.6,0.0,0.0
193634814,62.66565,34.369175,10.0,0.8,nan,0.49519342,1.4043816,7.0,7.0,7.0,0.0,0.0,0.0,4.8953953,7.657904,9.712378,27.54456,0.0,0.028297799,0.7039614,0.14848292,0.6,0.0,0.0
193821751,62.66565,34.518726,10.0,0.8,nan,0.49334157,0.14852835,7.0,7.0,7.0,0.0,0.0,0.0,4.878085,7.7795725,9.676056,2.9131312,0.0,0.027257087,0.700984,0.16574284,0.6,0.0,0.0
194038720,62.66565,34.692303,10.0,0.8,nan,0.4968942,0.517841,7.0,7.0,7.0,0.0,0.0,0.0,4.908724,7.5671144,9.745735,10.15657,0.0,0.026597483,0.7046944,0.15842971,0.6,0.0,0.0
194235477,62.66565,34.849716,10.0,0.8,nan,0.51191854,0.93679327,7.0,7.0,7.0,0.0,0.0,0.0,5.0513225,5.6380634,10.040412,18.373608,0.0,0.02739079,0.7242608,0.17401256,0.6,0.0,0.0
194432643,62.66565,35.00745,10.0,0.8,nan,0.52507395,-0.3378186,7.0,7.0,7.0,0.0,0.0,0.0,5.183056,4.3722386,10.298433,-6.6257377,0.0,0.027977398,0.7327943,0.19684502,0.6,0.0,0.0
194639414,62.66565,35.172863,10.0,0.8,nan,0.5394102,-0.24391195,7.0,7.0,7.0,0.0,0.0,0.0,5.3263664,3.7909994,10.579614,-4.7839184,0.0,0.028686263,0.7467567,0.19405173,0.6,0.0,0.0
194836893,62.66565,35.33085,10.0,0.8,nan,0.56713,0.22496204,7.0,7.0,7.0,0.0,0.0,0.0,5.6066527,0.94093615,11.123292,4.412248,0.0,0.031443153,0.768973,0.21141447,0.6,0.0,0.0
195033415,62.66565,35.488068,10.0,0.8,nan,0.5965299,-0.63417095,7.0,7.0,7.0,0.0,0.0,0.0,5.895088,-1.7339252,11.69992,-12.438186,0.0,0.03470192,0.79108185,0.25788337,0.6,0.0,0.0
195240419,62.66565,35.65367,10.0,0.8,nan,0.61834824,-0.7846309,7.0,7.0,7.0,0.0,0.0,0.0,6.121107,-1.8883036,12.12785,-15.389201,0.0,0.037015945,0.81436974,0.25509137,0.6,0.0,0.0
