timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
151909223,0,0,184,177,95,82,74
152950856,0,0,179,170,88,83,60
153874239,0,0,188,186,97,88,61
155028630,0,0,191,190,90,84,69
155865596,0,0,192,189,98,83,68
156868950,0,0,192,189,95,83,70
158029889,0,0,192,189,80,84,58
158872935,0,0,192,189,99,84,60
159991860,0,0,193,189,80,90,60
160917166,0,0,192,185,90,86,64
161954608,0,0,192,186,83,99,70
162994161,0,0,191,183,82,95,70
163918591,0,0,183,188,92,99,66
164857138,0,0,156,144,96,95,68
166111641,1,0,130,116,59,94,72
166920227,1,0,123,108,91,93,66
167958302,1,0,125,117,73,91,62
168887750,1,0,126,126,96,96,61
169926498,1,0,127,121,87,85,66
170863649,1,0,126,128,96,87,63
171862367,1,0,138,137,99,89,62
172858371,1,0,140,137,100,92,64
173887970,1,0,129,121,96,89,62
174893647,1,0,121,111,90,90,61
175935239,1,0,120,116,87,91,67
176972979,1,0,126,127,90,89,69
177880609,1,0,128,123,100,83,63
178938588,1,0,144,146,99,87,64
179868849,1,0,141,144,96,88,60
180901613,1,0,140,135,96,89,60
181938976,1,0,141,140,96,86,58
182850011,1,0,146,146,100,94,58
183925925,1,0,134,129,100,95,64
184879474,2,0,126,121,95,83,55
185887198,3,0,133,122,96,87,61
186942492,3,0,127,132,94,90,62
187943972,3,0,128,126,93,90,63
188864662,3,0,119,117,96,93,61
190094657,3,0,112,104,73,91,57
191103160,5,0,113,109,54,85,61
191877970,5,0,114,114,100,89,71
192911967,5,0,117,111,91,91,66
193898895,5,0,118,114,98,92,58
194995430,5,0,121,119,94,90,60
195917340,5,0,125,121,79,91,68
196853226,5,0,130,124,99,91,64
197894987,5,0,132,130,97,87,66
198913067,5,0,132,131,97,92,62
199866948,5,0,137,132,100,82,57
200956643,5,0,141,139,92,88,63
201926519,5,0,147,141,91,90,63
202905089,5,0,147,144,100,89,62
203927249,5,0,147,143,92,95,71
205044322,5,0,144,138,83,90,57
205965578,5,0,144,140,81,89,63
206871356,5,0,147,143,95,85,59
207924978,5,0,151,151,96,85,60
208968643,5,0,140,124,95,83,62
209874569,5,0,147,135,100,90,58
210882474,5,0,150,147,96,92,57
211881436,5,0,154,152,93,90,61
212881228,5,0,153,152,95,91,66
213859071,5,0,152,144,100,86,67
214975362,5,0,156,152,97,86,71
215897642,5,0,156,149,95,90,66
216936641,5,0,155,152,91,90,56
217878375,5,0,153,149,96,97,57
218940642,5,0,155,153,94,89,62
219885372,5,0,157,152,96,94,61
220889191,5,0,144,148,93,84,56
221972907,5,0,139,137,92,90,64
222945636,5,0,144,139,75,97,64
223902220,5,0,149,145,90,90,57
224902810,5,0,138,124,94,88,58
225885353,5,0,133,128,100,89,65
226987892,5,0,130,129,87,91,62
227912639,5,0,134,131,87,89,61
228858723,5,0,132,125,100,88,64
229861780,5,0,140,130,97,86,53
230909662,5,0,139,133,94,92,61
231951439,5,0,130,124,96,87,65
232995052,5,0,132,122,88,92,68
233857088,5,0,136,135,100,90,59
234955887,5,0,137,135,93,84,60
235995527,5,0,138,137,83,96,65
236878023,5,0,135,130,96,86,59
237991169,5,0,139,137,70,88,61
238859459,5,0,128,123,100,95,64
239922035,5,0,131,119,95,92,58
240958241,6,0,125,119,87,90,62
241921207,6,0,128,121,94,94,55
242924255,6,0,130,127,87,87,60
243964564,6,0,122,113,81,88,61
