timestamp,timestamp_sample,device_id,differential_pressure_pa,temperature,error_count
153525331,153522375,4728849,-74.17468,4.7142158,22
154519270,154516314,4728849,-72.07044,4.7142158,51
155535470,155532515,4728849,-71.01832,4.7142158,75
156512756,156509800,4728849,-68.91408,4.7142158,102
157534356,157531384,4728849,-68.91408,4.7142158,124
158492933,158489976,4728849,-71.01832,4.7142158,152
159535781,159532825,4728849,-86.80013,4.7142158,171
160529847,160526891,4728849,-55.23651,4.7142158,190
161536886,161533014,4728849,-64.7056,4.7142158,209
162498271,162495282,4728849,-78.38316,4.7142158,229
163518249,163515287,4728849,-67.86196,4.7142158,255
164527286,164524330,4728849,-88.90437,4.7142158,261
165535078,165531884,4728849,-78.38316,4.616512,264
166525841,166522884,4728849,-78.38316,4.616512,266
167525732,167522776,4728849,-67.86196,4.616512,268
168525747,168522791,4728849,-86.80013,4.616512,268
169539416,169535959,4728849,-63.653477,4.518808,268
170525797,170522827,4728849,-163.60493,4.518808,269
171526163,171523177,4728849,-68.91408,4.518808,270
172526143,172523175,4728849,-72.07044,4.421104,270
173526135,173523179,4728849,-53.13227,4.421104,270
174535079,174531884,4728849,-93.112854,4.3234,271
175515179,175512220,4728849,-76.27892,4.3234,273
176532573,176529616,4728849,-44.715305,4.225696,274
177532735,177529780,4728849,-103.63406,4.225696,276
178528245,178525288,4728849,-108.89467,4.127992,277
179528244,179525287,4728849,-72.07044,4.127992,278
180528239,180525283,4728849,-49.97591,4.030288,279
181525841,181522885,4728849,-88.90437,4.030288,280
182532966,182530008,4728849,-89.95649,3.9325843,281
183539806,183535945,4728849,-61.549236,3.9325843,287
184515081,184511938,4728849,-84.69589,3.9325843,288
185528452,185525495,4728849,-74.17468,3.9325843,288
186517543,186514547,4728849,-85.74801,3.9325843,289
187531476,187528506,4728849,-74.17468,3.9325843,295
188534352,188531396,4728849,-100.4777,3.9325843,298
189536595,189533626,4728849,-9.995326,3.9325843,303
190517672,190514711,4728849,-68.91408,3.8348804,305
191517688,191514714,4728849,-60.497116,3.8348804,305
192517680,192514711,4728849,-21.568653,3.7371764,305
193535846,193532889,4728849,-49.97591,3.7371764,306
194524880,194521915,4728849,-85.74801,3.7371764,309
195535462,195532471,4728849,-63.653477,3.6394725,311
196516932,196513976,4728849,-88.90437,3.7371764,312
197529153,197526196,4728849,-64.7056,3.7371764,313
198461884,198458887,4728849,-52.08015,3.6394725,316
199525946,199522988,4728849,-86.80013,3.6394725,328
200536117,200533162,4728849,-98.37346,3.6394725,331
201520732,201517774,4728849,-75.22681,3.7371764,335
202512996,202510040,4728849,-60.497116,3.6394725,342
203538843,203535886,4728849,-82.591644,3.7371764,351
204537285,204534329,4728849,-79.43529,3.7371764,361
205522215,205517977,4728849,-39.454704,3.7371764,372
206512070,206509062,4728849,-18.41229,3.7371764,380
207534064,207531077,4728849,-123.62436,3.7371764,388
208477285,208474329,4728849,-28.933496,3.7371764,404
209520472,209517515,4728849,-71.01832,3.7371764,423
210535872,210532917,4728849,-57.34075,3.7371764,442
211525946,211522990,4728849,-52.08015,3.7371764,463
212513633,212510674,4728849,-85.74801,3.7371764,481
213531403,213528445,4728849,-39.454704,3.7371764,498
214522634,214519630,4728849,-71.01832,3.6394725,518
215532475,215529519,4728849,-95.217094,3.6394725,542
216535078,216531883,4728849,-68.91408,3.6394725,554
217527286,217524330,4728849,-49.97591,3.6394725,568
218537169,218534212,4728849,-27.881376,3.6394725,587
219527285,219524329,4728849,-32.08986,3.6394725,607
220538340,220535384,4728849,-82.591644,3.6394725,632
221500654,221497684,4728849,-63.653477,3.5417686,651
222534024,222531067,4728849,-88.90437,3.6394725,667
223522944,223519988,4728849,-84.69589,3.6394725,690
224515541,224512585,4728849,-65.75772,3.6394725,714
225530783,225527826,4728849,-82.591644,3.6394725,745
226537340,226534329,4728849,-76.27892,3.6394725,767
227483810,227479004,4728849,-85.74801,3.6394725,788
228538120,228535164,4728849,-98.37346,3.6394725,814
229485116,229482160,4728849,-92.06073,3.6394725,839
230533904,230530884,4728849,-57.34075,3.6394725,858
231459022,231456065,4728849,-60.497116,3.6394725,876
232491859,232488891,4728849,-57.34075,3.6394725,898
233533634,233530669,4728849,-49.97591,3.5417686,920
234534146,234531190,4728849,-60.497116,3.5417686,948
235535077,235532007,4728849,-89.95649,3.5417686,973
236525781,236522826,4728849,-82.591644,3.5417686,996
237513924,237510967,4728849,-41.558945,3.4440644,1014
238533939,238530982,4728849,-119.41588,3.4440644,1039
239522154,239519198,4728849,-100.4777,3.4440644,1058
240458243,240455287,4728849,-53.13227,3.4440644,1074
241505280,241502324,4728849,-81.53953,3.4440644,1097
242518296,242515340,4728849,-75.22681,3.4440644,1122
243461435,243458477,4728849,-96.26922,3.4440644,1141
244533961,244530012,4728849,-85.74801,3.4440644,1163
245533017,245530061,4728849,-81.53953,3.4440644,1195
246527286,246524330,4728849,-76.27892,3.4440644,1214
247530459,247527494,4728849,-96.26922,3.4440644,1236
248529463,248526507,4728849,-81.53953,3.4440644,1256
249530845,249527889,4728849,-38.402584,3.4440644,1281
250520460,250517490,4728849,-103.63406,3.4440644,1300
251530510,251527553,4728849,-119.41588,3.4440644,1325
252482008,252479052,4728849,-89.95649,3.4440644,1343
253519892,253516420,4728849,-108.89467,3.4440644,1364
254529160,254526200,4728849,-99.425575,3.4440644,1387
255530460,255527495,4728849,-65.75772,3.4440644,1411
256531441,256528478,4728849,-74.17468,3.4440644,1433
257535090,257531660,4728849,-89.95649,3.4440644,1456
258529052,258526093,4728849,-65.75772,3.4440644,1479
259531955,259528999,4728849,-74.17468,3.4440644,1498
260528263,260525307,4728849,-119.41588,3.4440644,1521
261488940,261485980,4728849,-85.74801,3.4440644,1546
262518272,262515316,4728849,-78.38316,3.4440644,1564
263537449,263534480,4728849,-114.15527,3.4440644,1592
264528959,264526002,4728849,-86.80013,3.5417686,1619
265530460,265527495,4728849,-89.95649,3.5417686,1649
266535602,266532604,4728849,-84.69589,3.4440644,1681
267535600,267532629,4728849,-67.86196,3.5417686,1713
268525079,268522057,4728849,-81.53953,3.4440644,1740
269520460,269517490,4728849,-84.69589,3.4440644,1764
270485282,270482312,4728849,-116.259514,3.4440644,1783
271524494,271521538,4728849,-106.79042,3.4440644,1814
272526637,272523667,4728849,-89.95649,3.4440644,1841
273537808,273534852,4728849,-64.7056,3.4440644,1863
274537285,274534330,4728849,-85.74801,3.3463604,1887
275528939,275525981,4728849,-7.891084,3.3463604,1911
276532949,276529981,4728849,-26.829256,3.3463604,1928
277534050,277531093,4728849,-17.36017,3.2486565,1945
278532982,278530025,4728849,-72.07044,3.2486565,1973
279493208,279490203,4728849,-60.497116,3.2486565,1994
280530712,280527744,4728849,-82.591644,3.2486565,2018
281529152,281526197,4728849,-39.454704,3.2486565,2035
282518521,282515290,4728849,-78.38316,3.2486565,2050
283508504,283505535,4728849,-99.425575,3.2486565,2069
284527284,284524328,4728849,-65.75772,3.2486565,2086
285503894,285500937,4728849,-78.38316,3.2486565,2103
286535363,286532408,4728849,-65.75772,3.2486565,2127
287532149,287529192,4728849,-53.13227,3.2486565,2145
288508641,288505663,4728849,-74.17468,3.2486565,2159
289515934,289512978,4728849,-61.549236,3.2486565,2179
290481470,290478512,4728849,-60.497116,3.2486565,2195
291505086,291501701,4728849,-52.08015,3.3463604,2219
292526634,292523666,4728849,-71.01832,3.3463604,2243
293515800,293512843,4728849,-72.07044,3.2486565,2254
294521939,294518982,4728849,-32.08986,3.2486565,2273
295540459,295537494,4728849,-72.07044,3.2486565,2288
296525694,296522738,4728849,-52.08015,3.2486565,2311
297530460,297527491,4728849,-76.27892,3.2486565,2334
298527456,298524489,4728849,-63.653477,3.2486565,2349
299523782,299520825,4728849,-27.881376,3.2486565,2372
300508417,300505460,4728849,-68.91408,3.2486565,2393
301529907,301526938,4728849,-81.53953,3.3463604,2418
302513921,302510960,4728849,-64.7056,3.3463604,2443
