timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],control[8],control[9],control[10],control[11],reversible_flags
152795267,152795145,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
152797760,152797638,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
152897522,152897398,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
152997283,152997159,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
153097042,153096919,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
153196800,153196679,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
153296561,153296439,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
153396324,153396199,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
153496081,153495959,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
153595841,153595719,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
153698095,153697973,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
153795360,153795239,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
153897610,153897493,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
153994891,153994759,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
154097131,154097013,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
154199386,154199267,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
154296652,154296533,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
154398936,154398787,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
154496172,154496053,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
154598423,154598307,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
154695693,154695574,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
154797949,154797828,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
154897720,154897588,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
154997465,154997348,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
155097228,155097108,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
155196986,155196868,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
155296751,155296634,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
155396507,155396388,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
155496269,155496148,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
155598517,155598402,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
155695789,155695668,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
