timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,photo_switch,video_switch,payload_power_switch,engage_main_motor_switch
152670262,152646531,2,1,1,0,0,0,0,0,0,0,0,0,0
152951861,152929516,3,4,1,0,0,0,0,0,0,0,0,0,0
153961997,153938548,3,4,1,0,0,0,0,0,0,0,0,0,0
154974812,154950969,3,4,1,0,0,0,0,0,0,0,0,0,0
155979563,155956182,3,4,1,0,0,0,0,0,0,0,0,0,0
156980265,156959042,3,4,1,0,0,0,0,0,0,0,0,0,0
157994744,157971334,3,4,1,0,0,0,0,0,0,0,0,0,0
159012285,158988960,3,4,1,0,0,0,0,0,0,0,0,0,0
160017494,159996498,3,4,1,0,0,0,0,0,0,0,0,0,0
161027664,161006619,3,4,1,0,0,0,0,0,0,0,0,0,0
162029970,162007101,3,4,1,0,0,0,0,0,0,0,0,0,0
163050102,163026969,3,4,1,0,0,0,0,0,0,0,0,0,0
164057694,164034143,3,4,1,0,0,0,0,0,0,0,0,0,0
165062633,165039819,3,4,1,0,0,0,0,0,0,0,0,0,0
166078376,166057115,3,4,1,0,0,0,0,0,0,0,0,0,0
167087787,167065346,3,4,1,0,0,0,0,0,0,0,0,0,0
168107977,168084480,3,4,1,0,0,0,0,0,0,0,0,0,0
169112994,169089934,3,4,1,0,0,0,0,0,0,0,0,0,0
170118377,170097413,3,4,1,0,0,0,0,0,0,0,0,0,0
171120885,171108053,3,4,1,0,0,0,0,0,0,0,0,0,0
172130907,172117706,3,4,1,0,0,0,0,0,0,0,0,0,0
173131193,173100362,3,4,1,0,0,0,0,0,0,0,0,0,0
174150777,174120031,3,4,1,0,0,0,0,0,0,0,0,0,0
175173228,175141621,3,4,1,0,0,0,0,0,0,0,0,0,0
176195367,176163893,3,4,1,0,0,0,0,0,0,0,0,0,0
177214710,177183744,3,4,1,0,0,0,0,0,0,0,0,0,0
178234578,178203108,3,4,1,0,0,0,0,0,0,0,0,0,0
179252068,179220166,3,4,1,0,0,0,0,0,0,0,0,0,0
180270684,180239749,3,4,1,0,0,0,0,0,0,0,0,0,0
181295965,181264314,3,4,1,0,0,0,0,0,0,0,0,0,0
182315485,182283880,3,4,1,0,0,0,0,0,0,0,0,0,0
183334923,183303516,3,4,1,0,0,0,0,0,0,0,0,0,0
184359760,184328116,3,4,1,0,0,0,0,0,0,0,0,0,0
185378591,185347671,3,4,1,0,0,0,0,0,0,0,0,0,0
186400975,186369879,3,4,1,0,0,0,0,0,0,0,0,0,0
187420719,187389697,3,4,1,0,0,0,0,0,0,0,0,0,0
188440545,188409111,3,4,1,0,0,0,0,0,0,0,0,0,0
189407330,189384401,4,6,1,0,0,0,0,0,0,0,0,0,0
190407491,190384550,4,6,1,0,0,0,0,0,0,0,0,0,0
191426929,191403851,4,6,1,0,0,0,0,0,0,0,0,0,0
192429346,192406116,4,6,1,0,0,0,0,0,0,0,0,0,0
193449293,193425690,4,6,1,0,0,0,0,0,0,0,0,0,0
194470986,194448190,4,6,1,0,0,0,0,0,0,0,0,0,0
195490810,195467811,4,6,1,0,0,0,0,0,0,0,0,0,0
196513199,196489415,4,6,1,0,0,0,0,0,0,0,0,0,0
197529965,197506892,4,6,1,0,0,0,0,0,0,0,0,0,0
198549361,198526283,4,6,1,0,0,0,0,0,0,0,0,0,0
199571585,199548197,4,6,1,0,0,0,0,0,0,0,0,0,0
200571674,200548241,4,6,1,0,0,0,0,0,0,0,0,0,0
201576705,201552918,4,6,1,0,0,0,0,0,0,0,0,0,0
202595907,202572577,4,6,1,0,0,0,0,0,0,0,0,0,0
203615953,203592128,4,6,1,0,0,0,0,0,0,0,0,0,0
204637312,204614351,4,6,1,0,0,0,0,0,0,0,0,0,0
205656990,205634439,4,6,1,0,0,0,0,0,0,0,0,0,0
206676598,206653551,4,6,1,0,0,0,0,0,0,0,0,0,0
207696168,207673712,4,6,1,0,0,0,0,0,0,0,0,0,0
208715726,208692731,4,6,1,0,0,0,0,0,0,0,0,0,0
209733458,209712456,4,6,1,0,0,0,0,0,0,0,0,0,0
210755021,210731974,4,6,1,0,0,0,0,0,0,0,0,0,0
211777111,211753758,4,6,1,0,0,0,0,0,0,0,0,0,0
212797233,212773504,4,6,1,0,0,0,0,0,0,0,0,0,0
213813666,213791123,4,6,1,0,0,0,0,0,0,0,0,0,0
214833259,214810269,4,6,1,0,0,0,0,0,0,0,0,0,0
215855440,215832131,4,6,1,0,0,0,0,0,0,0,0,0,0
216855587,216832004,4,6,1,0,0,0,0,0,0,0,0,0,0
217877188,217854277,4,6,1,0,0,0,0,0,0,0,0,0,0
218899918,218876154,4,6,1,0,0,0,0,0,0,0,0,0,0
219919285,219896307,4,6,1,0,0,0,0,0,0,0,0,0,0
220938600,220915328,4,6,1,0,0,0,0,0,0,0,0,0,0
221958449,221935246,4,6,1,0,0,0,0,0,0,0,0,0,0
222977969,222954608,4,6,1,0,0,0,0,0,0,0,0,0,0
