timestamp,timestamp_sample,device_id,pressure,temperature,error_count
153472060,153471478,4028193,102851.0,12.009999,0
154465701,154465120,4028193,102853.0,12.0199995,0
155459269,155458688,4028193,102844.0,12.04,0
156454262,156453681,4028193,102850.0,12.05,0
157469868,157469286,4028193,102852.0,12.07,0
158474705,158474124,4028193,102852.0,12.09,0
159468946,159468365,4028193,102855.0,12.11,0
160473656,160473075,4028193,102853.0,12.12,0
161467509,161466928,4028193,102861.0,12.139999,0
162461131,162460549,4028193,102845.0,12.16,0
163455282,163454701,4028193,102853.0,12.17,0
164470531,164469949,4028193,102852.0,12.19,0
165475338,165474757,4028193,102857.0,12.19,0
166469277,166468696,4028193,102859.0,12.179999,0
167473885,167473303,4028193,102853.0,12.16,0
168467506,168466925,4028193,102851.0,12.16,0
169461317,169460736,4028193,102852.0,12.13,0
170454946,170454364,4028193,102852.0,12.11,0
171470124,171469543,4028193,102857.0,12.08,0
172474952,172474370,4028193,102855.0,12.059999,0
173468492,173467911,4028193,102870.0,12.0199995,0
174472904,174472323,4028193,102860.0,11.98,0
175466452,175465871,4028193,102863.0,11.94,0
176460462,176459881,4028193,102873.0,11.9,0
177454135,177453554,4028193,102860.0,11.86,0
178469352,178468771,4028193,102842.0,11.809999,0
179473710,179473116,4028193,102852.0,11.7699995,0
180467337,180466756,4028193,102852.0,11.719999,0
181471682,181471101,4028193,102845.0,11.679999,0
182465281,182464700,4028193,102844.0,11.639999,0
183459084,183458503,4028193,102831.0,11.59,0
184452918,184452336,4028193,102835.0,11.55,0
185468160,185467578,4028193,102830.0,11.509999,0
186472517,186471936,4028193,102836.0,11.46,0
187466319,187465738,4028193,102830.0,11.429999,0
188470704,188470123,4028193,102830.0,11.38,0
189464262,189463681,4028193,102830.0,11.34,0
190457914,190457332,4028193,102840.0,11.309999,0
191473105,191472523,4028193,102856.0,11.28,0
192466622,192466041,4028193,102851.0,11.25,0
193471038,193470457,4028193,102843.0,11.219999,0
194464670,194464089,4028193,102832.0,11.179999,0
195469079,195468497,4028193,102841.0,11.15,0
196462674,196462093,4028193,102836.0,11.11,0
197456751,197456169,4028193,102818.0,11.08,0
198471921,198471340,4028193,102828.0,11.05,0
199465914,199465332,4028193,102826.0,11.0199995,0
200470344,200469763,4028193,102816.0,10.99,0
201463930,201463349,4028193,102806.0,10.96,0
202468264,202467682,4028193,102807.0,10.94,0
203461871,203461290,4028193,102811.0,10.92,0
204455488,204454907,4028193,102806.0,10.9,0
205471084,205470503,4028193,102800.0,10.87,0
206464714,206464133,4028193,102787.0,10.849999,0
207469266,207468685,4028193,102782.0,10.83,0
208462868,208462286,4028193,102774.0,10.809999,0
209467579,209466998,4028193,102768.0,10.79,0
