timestamp,time_estimate,safe_time_estimate,valid
151790566,0.0,0.0,0
153825994,0.0,0.0,0
155850837,0.0,0.0,0
157876074,0.0,0.0,0
159901197,0.0,0.0,0
161926415,0.0,0.0,0
163941437,123.90981,236.3008,1
165966670,124.63527,237.0988,1
167986779,123.7364,236.11005,1
170016904,121.89634,234.08598,1
172041899,121.00961,233.11058,1
174050137,122.36536,234.6019,1
176069787,121.8622,234.04842,1
178099147,120.370056,232.40706,1
180128542,120.703064,232.77338,1
182148131,120.47088,232.51797,1
184177587,119.75374,231.72911,1
186197050,119.86276,231.84904,1
188216516,119.96475,231.96123,1
190236055,120.79276,232.87204,1
192255586,122.26532,234.49185,1
194284785,120.87024,232.95726,1
196314250,120.76103,232.83714,1
198333679,119.35555,231.2911,1
200353423,118.544235,230.39867,1
202372801,118.41905,230.26096,1
204402121,118.38846,230.22731,1
206421480,116.77884,228.45673,1
208450797,115.34298,226.87727,1
210470277,114.62436,226.08679,1
212499743,112.68465,223.95311,1
214519219,112.029564,223.23253,1
216548536,111.05966,222.16563,1
218568014,109.04211,219.94632,1
220597202,106.76728,217.44402,1
222616676,104.841324,215.32545,1
224646031,101.939705,212.13368,1
226665384,100.51975,210.57173,1
228695055,98.11241,207.92366,1
230714314,95.29701,204.82672,1
232743935,92.90052,202.19057,1
234763016,92.62907,201.89197,1
236792196,91.60207,200.76228,1
238811646,90.909,199.9999,1
240841159,89.23545,198.159,1
242870279,87.76641,196.54306,1
244889895,85.91935,194.51129,1
246909245,85.489265,194.0382,1
248938885,84.66924,193.13617,1
250958010,85.16317,193.67949,1
252987152,86.52294,195.17523,1
255006597,87.590866,196.34996,1
257026164,88.7744,197.65184,1
259055525,90.879395,199.96733,1
261074830,93.85167,203.23683,1
263084262,96.514595,206.16606,1
265103963,97.89783,207.6876,1
267132990,97.40283,207.14311,1
269162426,97.64581,207.4104,1
271181752,98.12732,207.94005,1
273201182,100.802864,210.88315,1
275210605,100.72673,210.79941,1
277249770,99.83274,209.81602,1
279269440,97.937546,207.73131,1
281288747,97.85059,207.63565,1
283317778,98.52786,208.38065,1
285347072,98.84772,208.7325,1
287366747,98.84723,208.73195,1
289395676,98.95855,208.8544,1
291405253,100.51277,210.56406,1
293444483,101.97205,212.16927,1
295454034,103.92399,214.31639,1
297483237,106.71223,217.38345,1
299502601,108.21885,219.04074,1
301531801,111.31353,222.44489,1
303551207,113.49103,224.84013,1
305580417,115.38712,226.92584,1
307599824,116.47022,228.11725,1
309629037,118.52833,230.38116,1
311648736,119.91888,231.91077,1
313677983,120.257256,232.28299,1
315697077,122.01916,234.22107,1
317726240,121.41397,233.55537,1
319745922,123.25201,235.57721,1
321746502,124.404366,236.8448,1
323764746,124.16948,236.58643,1
325784220,124.20971,236.63068,1
327803597,124.27258,236.69984,1
329832936,124.44359,236.88795,1
331852149,124.67462,237.14209,1
333881410,124.94703,237.44174,1
335900827,125.17697,237.69467,1
337930026,125.388115,237.92693,1
339949463,125.569695,238.12666,1
341979011,125.699,238.2689,1
343998746,125.87179,238.45897,1
346027509,126.03839,238.64223,1
348046967,126.18545,238.804,1
350076211,126.30054,238.93059,1
352095592,126.37466,239.01213,1
354124912,126.418304,239.06013,1
356144571,126.46903,239.11594,1
358173957,126.52652,239.17917,1
360193110,126.56647,239.22311,1
362212604,126.58367,239.24203,1
364241979,126.5846,239.24307,1
366261474,126.60529,239.26582,1
368290697,126.63353,239.29689,1
370310157,126.66733,239.33406,1
372339914,126.73595,239.40955,1
374359062,126.82625,239.50888,1
376388314,126.92014,239.61217,1
378407909,127.00886,239.70975,1
380437139,127.09205,239.80125,1
382456681,127.17247,239.88972,1
384486142,127.23164,239.9548,1
386505545,127.23669,239.96036,1
388535017,127.26221,239.98843,1
390554660,127.25542,239.98096,1
392573869,127.19403,239.91344,1
394603155,125.55893,238.11482,1
396622731,0.0,0.0,0
398652197,0.0,0.0,0
400671571,124.838615,237.32248,1
402700959,0.0,0.0,0
404720516,0.0,0.0,0
406750057,0.0,0.0,0
408769528,0.0,0.0,0
410798821,0.0,0.0,0
412818480,0.0,0.0,0
414838225,0.0,0.0,0
416867326,0.0,0.0,0
418886915,0.0,0.0,0
420916332,0.0,0.0,0
422936573,0.0,0.0,0
424965269,0.0,0.0,0
426984879,125.03591,237.5395,1
429014407,125.54689,238.10158,1
431034014,125.52959,238.08255,1
433063376,125.62626,238.18889,1
435082923,125.53228,238.08551,1
437102539,124.22643,236.64908,1
439132081,123.97304,236.37035,1
441151922,124.0859,236.49449,1
443181246,124.32441,236.75685,1
