timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],states[24],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
153057516,152867470,0.38384584,-0.012488379,0.06867219,0.9207555,0.6917066,0.07579062,-0.3888421,0.0,0.0,-25.991636,0.0030476754,0.0004035997,-0.00050402526,0.12893444,0.24388526,-0.006238242,0.33299425,-0.026975496,0.3504988,0.49991456,-0.016649675,-0.46193394,0.0,0.0,-25.891636,2.9894276e-05,2.0640506e-05,0.0072591202,0.011827281,0.0102657825,0.007109284,0.015233708,0.015032899,0.02760945,1.958869e-07,1.9632984e-07,6.6173465e-07,0.0014849877,0.002649957,2.7036016e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.010000001,25
153556384,153366271,0.21161361,-0.09312156,0.06387194,0.9708082,0.6928059,-0.075366326,-0.09429445,0.0,0.0,-25.935682,0.0029525438,0.00036931527,-0.0004754192,0.047720786,0.14126645,-0.008412283,0.33299425,-0.026975496,0.3504988,0.49991456,-0.016649675,-0.46193394,0.0,0.0,-25.835682,1.8994904e-05,1.5032675e-05,0.0063911667,0.009597649,0.009556782,0.005031391,0.013929704,0.013819197,0.025058331,1.9933101e-07,2.0021183e-07,6.495827e-07,0.0010781299,0.0016647603,2.5361032e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.010000001,25
154055128,153865071,0.12899876,-0.12205323,-0.0015773317,0.9841036,0.31206813,0.01762063,-0.20143266,0.0,0.0,-25.993637,0.0028933154,0.00034590057,-0.0005429741,0.015970083,0.14054616,-0.011926973,0.33299425,-0.026975496,0.3504988,0.49991456,-0.016649675,-0.46193394,0.0,0.0,-25.893637,1.5829195e-05,1.3268758e-05,0.0062484406,0.009989296,0.009176972,0.0044945744,0.015480809,0.015314319,0.025998604,2.0370874e-07,2.0484028e-07,6.5057077e-07,0.00089689734,0.0013174136,2.427e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.010000001,25
154554048,154363871,0.17343134,-0.09285101,-0.08157362,0.97705996,0.75103325,0.052199207,-0.10232568,0.0,0.0,-26.006264,0.0028167237,0.00038424274,-0.0004430886,-0.034748767,0.116511315,-0.015839458,0.33299425,-0.026975496,0.3504988,0.49991456,-0.016649675,-0.46193394,0.0,0.0,-25.906263,1.3149439e-05,1.1391935e-05,0.00595776,0.0079872925,0.009260327,0.0038426036,0.014043098,0.013979355,0.024043983,2.0809323e-07,2.093268e-07,6.5026546e-07,0.00070412585,0.0010129844,2.282416e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.010000001,25
155052697,154862672,0.18606089,0.0027554873,0.03782422,0.9818061,0.38994396,0.05452388,-0.038470525,0.0,0.0,-26.008749,0.0027744237,0.00043493664,-0.00041556545,-0.07114998,0.09069934,-0.017977072,0.33299425,-0.026975496,0.3504988,0.49991456,-0.016649675,-0.46193394,0.0,0.0,-25.908749,1.2983012e-05,1.13266005e-05,0.0057502165,0.008297807,0.008085272,0.0037815238,0.015445484,0.015409292,0.02488286,2.1274991e-07,2.1395441e-07,6.5206183e-07,0.0006151492,0.0009036703,2.2165375e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.010000001,25
155561507,155371448,0.154665,-0.077455245,0.058350477,0.9831962,0.1646588,-0.13501516,-0.2822618,0.0,0.0,-26.07449,0.0027433606,0.0004853886,-0.00042178665,-0.09644989,0.07231315,-0.019585028,0.33299425,-0.026975496,0.3504988,0.49991456,-0.016649675,-0.46193394,0.0,0.0,-25.97449,1.2324153e-05,1.0957756e-05,0.005723386,0.0068848995,0.0068324935,0.0036098748,0.014149147,0.0141281085,0.023381101,2.1727492e-07,2.181762e-07,6.559273e-07,0.00052134873,0.0007666609,2.1226679e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.010000001,25
156050273,155860273,0.12586676,-0.1397927,0.053712614,0.9806786,0.023810301,-0.123393856,-0.107621,0.0,0.0,-26.16461,0.0027456107,0.00052148505,-0.00037755788,-0.105225645,0.07358128,-0.020764414,0.33299425,-0.026975496,0.3504988,0.49991456,-0.016649675,-0.46193394,0.0,0.0,-26.06461,1.25263505e-05,1.1377088e-05,0.0056952434,0.0069792494,0.0073579117,0.0036925026,0.015313947,0.015267968,0.024240946,2.2169323e-07,2.2211357e-07,6.590766e-07,0.00047843144,0.0006930073,2.0658375e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.010000001,25
156559074,156369049,0.13840635,-0.13456398,0.046554025,0.9800862,-0.065429695,-0.12350265,-0.118655,0.0,0.0,-26.239586,0.0027651868,0.00052869396,-0.00030912645,-0.10684181,0.07848458,-0.02134236,0.33299425,-0.026975496,0.3504988,0.49991456,-0.016649675,-0.46193394,0.0,0.0,-26.139585,1.2353962e-05,1.1662463e-05,0.0055188946,0.006345469,0.0070206425,0.0036378538,0.014947798,0.014920587,0.023901142,2.2596859e-07,2.2528789e-07,6.589844e-07,0.0004361953,0.00060522504,1.9975021e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.010000001,25
157057887,156867850,0.14675094,-0.13681781,0.04658501,0.97855765,-0.082376264,-0.11642738,-0.1482149,0.0,0.0,-26.316734,0.0027863993,0.000523266,-0.00025894458,-0.10626877,0.08193071,-0.021602651,0.33299425,-0.026975496,0.3504988,0.49991456,-0.016649675,-0.46193394,0.0,0.0,-26.216734,1.2758983e-05,1.2354821e-05,0.005372095,0.006494401,0.007294569,0.00373586,0.015947707,0.015963499,0.024753805,2.30155e-07,2.2837493e-07,6.5956556e-07,0.00041311161,0.0005551861,1.9570434e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.010000001,25
157556726,157366651,0.15696649,-0.12907687,0.051455434,0.9777796,-0.09441793,-0.12587212,-0.19027455,0.0,0.0,-26.40134,0.002821056,0.0004927943,-0.00019754295,-0.10411117,0.08535392,-0.021704312,0.33299425,-0.026975496,0.3504988,0.49991456,-0.016649675,-0.46193394,0.0,0.0,-26.30134,1.2739664e-05,1.2684305e-05,0.005130606,0.005647143,0.0062841107,0.003589203,0.014261478,0.01429023,0.023276558,2.3356692e-07,2.2977443e-07,6.575005e-07,0.0003897873,0.0005022705,1.9119921e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.010000001,25
