timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
152795251,152795145,-0.16049384,0.0,0.0
152797744,152797638,-0.16049384,0.0,0.0
152815196,152815096,-0.16049384,0.0,0.0
152837646,152837542,-0.16296297,0.0,0.0
152857597,152857495,-0.16049384,0.0,0.0
152875051,152874953,-0.16049384,0.0,0.0
152897506,152897398,-0.16049384,0.0,0.0
152917451,152917351,-0.16049384,0.0,0.0
152939939,152939797,-0.16296297,0.0,0.0
152957358,152957255,-0.16049384,0.0,0.0
152977315,152977207,-0.71062183,0.39437965,0.09713596
152997267,152997159,-0.7410768,0.42189032,0.07955431
153014746,153014616,-0.73792845,0.3996341,0.06414347
153037168,153037063,-0.7263765,0.3953796,0.049755342
153057120,153057015,-0.7226648,0.3648324,0.04215561
153079566,153079461,-0.7166842,0.32009944,0.030006833
153097026,153096919,-0.7140562,0.28660718,0.024594141
153116978,153116871,-0.6999172,0.23756227,0.018224752
153139436,153139317,-0.6657767,0.18077785,0.0070056166
153156913,153156775,-0.6757963,0.14977033,-0.00126038
153176834,153176726,-0.69772923,0.116717435,-0.0053063026
153196784,153196679,-0.71062064,0.100022435,-0.0030652492
153219230,153219125,-0.7347066,0.07354947,0.0048435936
153236692,153236583,-0.7427935,0.07724787,0.009626607
153256647,153256535,-0.75330806,0.08332218,0.014329904
153279088,153278981,-0.7562954,0.1079659,0.013847483
153296544,153296439,-0.7513701,0.13704805,0.009550724
153316496,153316390,-0.75010407,0.17840305,0.007900968
153336458,153336343,-0.76713884,0.22072795,0.009470542
153356406,153356297,-0.7648499,0.26475424,0.016630717
153376354,153376247,-0.76478434,0.29369652,0.02602228
153396307,153396199,-0.7516986,0.31639916,0.038984474
153418755,153418645,-0.72225827,0.3425411,0.049166393
153436207,153436103,-0.70499176,0.34851834,0.05705647
153456163,153456055,-0.685457,0.34813422,0.06491087
153478605,153478501,-0.5919986,0.34491667,0.07056972
153496064,153495959,-0.1452522,0.12767333,-0.10989501
153516019,153515911,0.113680765,-0.6407779,0.11008971
153536137,153535863,-0.015958952,-0.95642716,0.0568241
153558418,153558309,-0.13656926,-1.0,0.010366145
153575874,153575767,-0.10956591,-1.0,0.014161801
153595824,153595719,-0.483554,-0.8022265,0.0602588
153618270,153618165,-0.8250065,0.57456595,0.017373547
153635938,153635623,-0.8071328,0.54632574,0.009875601
153655696,153655575,-0.9081448,0.92800945,-0.0014299556
153678128,153678021,-0.83634806,1.0,-0.015425218
153698079,153697973,-0.7579596,1.0,-0.021008627
