timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
152792891,152792651,0.39905912,0.018882902,0.07319805,0.9138038,-0.21561457,-9.2261987e-10,1.9833386e-09,-0.9764786,1
152797906,152797638,0.39796454,0.01681478,0.0725213,0.9143753,-0.21561457,-9.2261987e-10,1.9833386e-09,-0.9764786,1
152847790,152847518,0.38635442,-0.004152485,0.06710709,0.91989654,-0.21561457,-9.2261987e-10,1.9833386e-09,-0.9764786,1
152897640,152897398,0.37399977,-0.022546604,0.06618049,0.9247898,-0.21561457,-9.2261987e-10,1.9833386e-09,-0.9764786,1
152942700,152942293,0.36250558,-0.0352538,0.0663633,0.9289472,-0.21561457,-9.2261987e-10,1.9833386e-09,-0.9764786,1
152997390,152997159,0.3471366,-0.04655636,0.06350734,0.93450284,-0.21561457,-9.2261987e-10,1.9833386e-09,-0.9764786,1
153047271,153047038,0.33171502,-0.055039708,0.060793485,0.93980855,-0.21561457,-9.2261987e-10,1.9833386e-09,-0.9764786,1
153097149,153096919,0.31525925,-0.06364498,0.059576135,0.9449929,-0.21561457,-9.2261987e-10,1.9833386e-09,-0.9764786,1
153147161,153146799,0.29757583,-0.07487281,0.05798205,0.94999,-0.21561457,-9.2261987e-10,1.9833386e-09,-0.9764786,1
153196912,153196679,0.27925828,-0.08583222,0.05879004,0.95456344,-0.21561457,-9.2261987e-10,1.9833386e-09,-0.9764786,1
153246800,153246559,0.26132417,-0.09429211,0.0614529,0.9586669,-0.21561457,-9.2261987e-10,1.9833386e-09,-0.9764786,1
153296671,153296439,0.24299143,-0.09868318,0.062358964,0.9629788,-0.21561457,-9.2261987e-10,1.9833386e-09,-0.9764786,1
153346631,153346319,0.22391422,-0.09769441,0.061251882,0.96776366,-0.21561457,-9.2261987e-10,1.9833386e-09,-0.9764786,1
153396432,153396199,0.20630245,-0.09353049,0.058836956,0.97222924,-0.21561457,-9.2261987e-10,1.9833386e-09,-0.9764786,1
153446315,153446079,0.19135253,-0.08961524,0.053309556,0.975967,-0.21561457,-9.2261987e-10,1.9833386e-09,-0.9764786,1
153496187,153495959,0.17954807,-0.08766964,0.046919204,0.978711,-0.21561457,-9.2261987e-10,1.9833386e-09,-0.9764786,1
153546113,153545839,0.1706524,-0.08816532,0.040040422,0.98056185,-0.21561457,-9.2261987e-10,1.9833386e-09,-0.9764786,1
