timestamp,command,result_param2,target_component,result,result_param1,target_system,from_external
120009015,512,0,190,2,0,255,0
121074695,512,0,190,2,0,255,0
122000886,512,0,190,2,0,255,0
130177974,512,0,190,2,0,255,0
