timestamp,flight_phase
153775743,0
154773337,0
155780922,0
156778523,0
157776124,0
158773765,0
159781299,0
160778903,0
161776522,0
162774141,0
163781752,0
164779335,0
165776941,0
166774534,0
167782075,0
168779712,0
169777285,0
170774860,0
171772461,0
172779244,0
173774226,0
174779068,0
175774070,0
176778904,0
177773904,0
178778791,0
179773735,0
180778665,0
181773541,0
182778434,0
183773734,0
184778247,0
185773265,0
186778025,0
187773038,0
188777927,0
189772841,1
190777676,3
191772717,3
192777476,3
193772472,3
194777338,3
195782109,3
196777095,3
197781926,3
198777116,3
199781781,3
200776768,3
201781493,3
202776460,3
203781296,3
204776221,3
205781128,3
206776000,3
207780831,3
208775829,3
209780604,3
210775552,3
211780384,3
212775334,3
213780454,3
214775132,3
215780037,3
216774902,3
217779747,3
218774677,3
219779487,3
220774469,3
221779212,3
222774227,3
223778991,3
224773957,3
225778760,3
226773753,3
227778609,3
228773835,3
229778343,3
230773324,3
231778112,1
232792753,1
233778052,1
234772702,1
235777503,1
236772484,1
237777255,1
238782062,1
239776992,1
240781812,1
241776732,1
242781583,1
243776791,1
244781333,1
245776275,1
246781123,1
247776007,1
248780741,1
249775733,1
250780542,1
251775428,1
252780231,1
253775171,1
254779946,1
255774861,1
256779755,1
257774638,1
258779628,1
259774362,1
260779113,1
261774035,1
262778815,1
263773752,1
264778557,1
265773456,1
266778244,1
267792926,1
268778099,1
269772887,1
270777700,1
271772747,1
272777417,3
273772709,3
274777074,0
275782026,0
276776800,0
277781546,0
278776581,0
279781255,0
280776167,0
281780976,0
282775864,0
283780671,0
284775704,0
285780429,0
286775367,0
287780105,0
288775034,0
289779777,0
290774691,0
291779515,0
292774448,0
293779194,0
294774113,0
295778898,0
296773810,0
297778525,0
298773478,0
299778483,0
300773173,0
301778020,0
302792579,0
303777632,0
304772546,0
305777286,0
306782094,0
307777033,0
308781735,0
309776677,0
310781431,0
311776370,0
312781484,0
313776118,0
314781129,0
315775751,0
316780456,0
317775382,0
318780167,0
319775045,0
320779875,0
321774760,0
322779488,0
323774419,0
324779201,0
325774078,0
326778961,0
327773899,0
328778652,0
329773904,0
330778245,0
331773174,0
332777961,0
333772877,0
334777721,0
335772622,0
336777389,0
337782173,0
338777160,0
339781886,0
340776876,0
341781651,0
342776697,0
343781378,0
344776327,0
345781113,0
346775994,0
347780800,0
348775766,0
349780524,0
350775461,0
351780286,0
352775230,0
353780009,0
354774970,0
355779945,0
356774753,0
357779587,0
358774506,0
359779354,0
360774281,0
361779028,0
362774017,0
363778823,0
364773746,0
365778593,0
366773506,0
367778415,0
368773288,0
369778141,0
370773186,0
371777941,0
372792651,0
373777717,0
374772641,0
375777424,0
376772435,0
377777200,0
378782044,0
379777004,0
380781893,0
381776831,0
382781647,0
383776564,0
384781447,0
385776430,0
386781262,0
387776312,0
388781076,0
389776010,0
390780808,0
391775770,0
392780656,0
393775579,0
394780461,0
395775437,0
396780239,0
397775231,0
398780133,0
399775052,0
400779852,0
401774904,0
402779792,0
403774698,0
404779807,0
405774543,0
406779391,0
407774371,0
408779160,0
409774224,0
410779025,0
411774011,0
412778865,0
413773851,0
414778729,0
415773703,0
416778558,0
417773554,0
418778433,0
419773711,0
420778358,0
421773387,0
422778130,0
423773164,0
424778008,0
425773062,0
426777879,0
427772895,0
428777765,0
429772820,0
430777734,0
431772669,0
432777554,0
433772662,0
434777691,0
435772489,0
436777444,0
437772433,0
438777256,0
439782148,0
440777161,0
441782049,0
442777085,0
443782004,0
444777015,0
