timestamp,frequency_hz
152794120,-3.4749398e-06
152834766,-2.779952e-06
152844121,-2.2239617e-06
152894120,-7.287478e-07
152904120,-5.8299827e-07
152994119,-3.731189e-07
153024120,-1.9103688e-07
153094120,-7.824871e-08
153144126,-2.5640537e-08
153226300,-2.0512429e-08
153244120,-1.3127955e-08
153254139,-1.0502363e-08
153344119,-6.7215127e-09
153374119,-3.4414145e-09
153444119,-1.4096034e-09
153494120,-4.6189888e-10
153544119,-2.3649221e-10
153594123,-7.749377e-11
153640293,-4.959601e-11
153694166,0.23984773
153724122,0.12280204
153794277,0.0785933
153834696,0.03219182
153894133,0.025753455
153944119,0.008438892
153954118,0.0067511136
154044132,0.002212205
154064119,0.0014158112
154144118,0.00057991623
154184119,0.00023753372
154244117,0.00015202157
154294133,4.9814425e-05
154334762,3.9851544e-05
154414119,3.1881234e-05
154424117,2.5504989e-05
154494142,0.00047122798
154524120,0.00024126872
154594119,0.00019301499
154644119,6.324714e-05
154694118,4.047817e-05
154744120,1.3263886e-05
154794129,-0.07354082
154844119,0.09655614
154874119,0.04943674
154944119,0.017098615
154984118,0.0070035933
155026290,0.0056028743
155094119,0.0044822996
155144118,0.00183595
155194119,0.0006016042
155214119,0.00038502665
155294430,0.00024641707
155344119,8.074594e-05
155394129,-0.14700286
155474119,-0.08081383
155494117,-0.05172085
155544119,-0.016947888
155564137,-0.010846648
155604119,-0.006941855
155684119,-0.0044427873
155744118,-0.0014558125
155794119,-0.0004770407
155834118,-0.00038163256
155894118,-0.00019539587
155944118,-0.000100042686
155994118,-3.2781987e-05
156034119,-1.3427503e-05
156094119,-5.4999055e-06
156145104,-1.802209e-06
156194119,-1.1534138e-06
156244119,-3.7795064e-07
156264118,-2.4188842e-07
156354119,-1.9351073e-07
156374134,-1.2384687e-07
156494119,-9.9077496e-08
156504119,-7.9262e-08
156544140,-4.0582147e-08
156594118,-1.3297957e-08
156604116,-1.0638366e-08
156694119,-5.446844e-09
156724120,-2.7887843e-09
156794119,-1.4278576e-09
156834121,-5.8485045e-10
156904545,-4.6788035e-10
156944290,-1.9164381e-10
156994119,-9.812163e-11
157044290,-3.2152496e-11
157064290,-2.0577599e-11
157144119,-1.053573e-11
157194124,-3.4523482e-12
157245232,-2.2095028e-12
157294118,-7.240099e-13
157344832,-5.7920785e-13
157394119,-1.8979485e-13
157414133,-1.2146871e-13
157494824,-3.980286e-14
157524833,-2.0379066e-14
157684145,-1.6303253e-14
157694129,-1.30426015e-14
157734119,-5.34225e-15
157754118,-3.4190398e-15
157834117,-1.4004387e-15
157884119,-4.5889577e-16
157934118,-2.349546e-16
157984217,-7.6989935e-17
158029492,-4.927356e-17
158094263,-3.941885e-17
